,X,Y,com_insee,com_nom,Type,geometry,0
2591,2.4028529,48.6425887997809,91521,Ris-Orangis,recycling,POINT (2.4028529 48.6425887997809),13799
2591,2.4028529,48.6425887997809,91521,Ris-Orangis,recycling,POINT (2.4028529 48.6425887997809),13800
2591,2.4028529,48.6425887997809,91521,Ris-Orangis,recycling,POINT (2.4028529 48.6425887997809),13926
2592,2.4040787,48.6454482997802,91521,Ris-Orangis,recycling,POINT (2.4040787 48.6454482997802),13673
2592,2.4040787,48.6454482997802,91521,Ris-Orangis,recycling,POINT (2.4040787 48.6454482997802),13674
2592,2.4040787,48.6454482997802,91521,Ris-Orangis,recycling,POINT (2.4040787 48.6454482997802),13799
2592,2.4040787,48.6454482997802,91521,Ris-Orangis,recycling,POINT (2.4040787 48.6454482997802),13800
2592,2.4040787,48.6454482997802,91521,Ris-Orangis,recycling,POINT (2.4040787 48.6454482997802),13925
2593,2.4052924,48.6455758997802,91521,Ris-Orangis,recycling,POINT (2.4052924 48.6455758997802),13673
2593,2.4052924,48.6455758997802,91521,Ris-Orangis,recycling,POINT (2.4052924 48.6455758997802),13674
2593,2.4052924,48.6455758997802,91521,Ris-Orangis,recycling,POINT (2.4052924 48.6455758997802),13799
2593,2.4052924,48.6455758997802,91521,Ris-Orangis,recycling,POINT (2.4052924 48.6455758997802),13800
2593,2.4052924,48.6455758997802,91521,Ris-Orangis,recycling,POINT (2.4052924 48.6455758997802),13925
2593,2.4052924,48.6455758997802,91521,Ris-Orangis,recycling,POINT (2.4052924 48.6455758997802),13926
2594,2.6670989,48.7289961997595,77114,Chevry-Cossigny,recycling,POINT (2.6670989 48.7289961997595),17318
2594,2.6670989,48.7289961997595,77114,Chevry-Cossigny,recycling,POINT (2.6670989 48.7289961997595),17444
2594,2.6670989,48.7289961997595,77114,Chevry-Cossigny,recycling,POINT (2.6670989 48.7289961997595),17445
2594,2.6670989,48.7289961997595,77114,Chevry-Cossigny,recycling,POINT (2.6670989 48.7289961997595),17570
2595,2.0818231,49.0524598996793,95500,Pontoise,recycling,POINT (2.0818231 49.0524598996793),9092
2595,2.0818231,49.0524598996793,95500,Pontoise,recycling,POINT (2.0818231 49.0524598996793),9218
2595,2.0818231,49.0524598996793,95500,Pontoise,recycling,POINT (2.0818231 49.0524598996793),9219
2595,2.0818231,49.0524598996793,95500,Pontoise,recycling,POINT (2.0818231 49.0524598996793),9344
2596,2.374734,48.6498554997791,91286,Grigny,recycling,POINT (2.374734 48.6498554997791),13294
2596,2.374734,48.6498554997791,91286,Grigny,recycling,POINT (2.374734 48.6498554997791),13295
2596,2.374734,48.6498554997791,91286,Grigny,recycling,POINT (2.374734 48.6498554997791),13420
2596,2.374734,48.6498554997791,91286,Grigny,recycling,POINT (2.374734 48.6498554997791),13421
2596,2.374734,48.6498554997791,91286,Grigny,recycling,POINT (2.374734 48.6498554997791),13547
2597,2.6618572,48.7281331997597,77114,Chevry-Cossigny,recycling,POINT (2.6618572 48.7281331997597),17318
2597,2.6618572,48.7281331997597,77114,Chevry-Cossigny,recycling,POINT (2.6618572 48.7281331997597),17319
2597,2.6618572,48.7281331997597,77114,Chevry-Cossigny,recycling,POINT (2.6618572 48.7281331997597),17444
2597,2.6618572,48.7281331997597,77114,Chevry-Cossigny,recycling,POINT (2.6618572 48.7281331997597),17445
2597,2.6618572,48.7281331997597,77114,Chevry-Cossigny,recycling,POINT (2.6618572 48.7281331997597),17570
2598,2.3402756,48.8559357997281,75056,Paris,recycling,POINT (2.3402756 48.8559357997281),12768
2598,2.3402756,48.8559357997281,75056,Paris,recycling,POINT (2.3402756 48.8559357997281),12893
2598,2.3402756,48.8559357997281,75056,Paris,recycling,POINT (2.3402756 48.8559357997281),12894
2598,2.3402756,48.8559357997281,75056,Paris,recycling,POINT (2.3402756 48.8559357997281),13020
2599,2.2972637,48.839888799732,75056,Paris,recycling,POINT (2.2972637 48.839888799732),12139
2599,2.2972637,48.839888799732,75056,Paris,recycling,POINT (2.2972637 48.839888799732),12140
2599,2.2972637,48.839888799732,75056,Paris,recycling,POINT (2.2972637 48.839888799732),12265
2599,2.2972637,48.839888799732,75056,Paris,recycling,POINT (2.2972637 48.839888799732),12266
2599,2.2972637,48.839888799732,75056,Paris,recycling,POINT (2.2972637 48.839888799732),12391
2599,2.2972637,48.839888799732,75056,Paris,recycling,POINT (2.2972637 48.839888799732),12392
2600,2.5160171,48.8232448997362,94017,Champigny-sur-Marne,recycling,POINT (2.5160171 48.8232448997362),15166
2600,2.5160171,48.8232448997362,94017,Champigny-sur-Marne,recycling,POINT (2.5160171 48.8232448997362),15291
2600,2.5160171,48.8232448997362,94017,Champigny-sur-Marne,recycling,POINT (2.5160171 48.8232448997362),15292
2600,2.5160171,48.8232448997362,94017,Champigny-sur-Marne,recycling,POINT (2.5160171 48.8232448997362),15417
2600,2.5160171,48.8232448997362,94017,Champigny-sur-Marne,recycling,POINT (2.5160171 48.8232448997362),15418
2601,2.4112308,48.8017438997415,94081,Vitry-sur-Seine,recycling,POINT (2.4112308 48.8017438997415),13782
2601,2.4112308,48.8017438997415,94081,Vitry-sur-Seine,recycling,POINT (2.4112308 48.8017438997415),13907
2601,2.4112308,48.8017438997415,94081,Vitry-sur-Seine,recycling,POINT (2.4112308 48.8017438997415),13908
2601,2.4112308,48.8017438997415,94081,Vitry-sur-Seine,recycling,POINT (2.4112308 48.8017438997415),14034
2602,2.2571942,48.7629664997511,92019,Châtenay-Malabry,recycling,POINT (2.2571942 48.7629664997511),11644
2602,2.2571942,48.7629664997511,92019,Châtenay-Malabry,recycling,POINT (2.2571942 48.7629664997511),11645
2602,2.2571942,48.7629664997511,92019,Châtenay-Malabry,recycling,POINT (2.2571942 48.7629664997511),11770
2602,2.2571942,48.7629664997511,92019,Châtenay-Malabry,recycling,POINT (2.2571942 48.7629664997511),11771
2603,2.2579111,48.7638416997509,92019,Châtenay-Malabry,recycling,POINT (2.2579111 48.7638416997509),11644
2603,2.2579111,48.7638416997509,92019,Châtenay-Malabry,recycling,POINT (2.2579111 48.7638416997509),11645
2603,2.2579111,48.7638416997509,92019,Châtenay-Malabry,recycling,POINT (2.2579111 48.7638416997509),11770
2603,2.2579111,48.7638416997509,92019,Châtenay-Malabry,recycling,POINT (2.2579111 48.7638416997509),11771
2603,2.2579111,48.7638416997509,92019,Châtenay-Malabry,recycling,POINT (2.2579111 48.7638416997509),11896
2604,2.2561479,48.7647476997507,92019,Châtenay-Malabry,recycling,POINT (2.2561479 48.7647476997507),11518
2604,2.2561479,48.7647476997507,92019,Châtenay-Malabry,recycling,POINT (2.2561479 48.7647476997507),11644
2604,2.2561479,48.7647476997507,92019,Châtenay-Malabry,recycling,POINT (2.2561479 48.7647476997507),11770
2605,2.256923,48.7638157997509,92019,Châtenay-Malabry,recycling,POINT (2.256923 48.7638157997509),11518
2605,2.256923,48.7638157997509,92019,Châtenay-Malabry,recycling,POINT (2.256923 48.7638157997509),11644
2605,2.256923,48.7638157997509,92019,Châtenay-Malabry,recycling,POINT (2.256923 48.7638157997509),11645
2605,2.256923,48.7638157997509,92019,Châtenay-Malabry,recycling,POINT (2.256923 48.7638157997509),11770
2605,2.256923,48.7638157997509,92019,Châtenay-Malabry,recycling,POINT (2.256923 48.7638157997509),11771
2606,2.3133186,48.8201232997369,92049,Montrouge,recycling,POINT (2.3133186 48.8201232997369),12394
2606,2.3133186,48.8201232997369,92049,Montrouge,recycling,POINT (2.3133186 48.8201232997369),12519
2606,2.3133186,48.8201232997369,92049,Montrouge,recycling,POINT (2.3133186 48.8201232997369),12520
2606,2.3133186,48.8201232997369,92049,Montrouge,recycling,POINT (2.3133186 48.8201232997369),12646
2607,2.3308906,48.8326679997338,75056,Paris,recycling,POINT (2.3308906 48.8326679997338),12644
2607,2.3308906,48.8326679997338,75056,Paris,recycling,POINT (2.3308906 48.8326679997338),12645
2607,2.3308906,48.8326679997338,75056,Paris,recycling,POINT (2.3308906 48.8326679997338),12770
2607,2.3308906,48.8326679997338,75056,Paris,recycling,POINT (2.3308906 48.8326679997338),12771
2607,2.3308906,48.8326679997338,75056,Paris,recycling,POINT (2.3308906 48.8326679997338),12896
2607,2.3308906,48.8326679997338,75056,Paris,recycling,POINT (2.3308906 48.8326679997338),12897
2608,2.3863557,48.7870492997451,94081,Vitry-sur-Seine,recycling,POINT (2.3863557 48.7870492997451),13405
2608,2.3863557,48.7870492997451,94081,Vitry-sur-Seine,recycling,POINT (2.3863557 48.7870492997451),13406
2608,2.3863557,48.7870492997451,94081,Vitry-sur-Seine,recycling,POINT (2.3863557 48.7870492997451),13531
2608,2.3863557,48.7870492997451,94081,Vitry-sur-Seine,recycling,POINT (2.3863557 48.7870492997451),13532
2608,2.3863557,48.7870492997451,94081,Vitry-sur-Seine,recycling,POINT (2.3863557 48.7870492997451),13657
2608,2.3863557,48.7870492997451,94081,Vitry-sur-Seine,recycling,POINT (2.3863557 48.7870492997451),13658
2609,2.3872347,48.7859388997454,94081,Vitry-sur-Seine,recycling,POINT (2.3872347 48.7859388997454),13405
2609,2.3872347,48.7859388997454,94081,Vitry-sur-Seine,recycling,POINT (2.3872347 48.7859388997454),13406
2609,2.3872347,48.7859388997454,94081,Vitry-sur-Seine,recycling,POINT (2.3872347 48.7859388997454),13531
2609,2.3872347,48.7859388997454,94081,Vitry-sur-Seine,recycling,POINT (2.3872347 48.7859388997454),13532
2609,2.3872347,48.7859388997454,94081,Vitry-sur-Seine,recycling,POINT (2.3872347 48.7859388997454),13657
2609,2.3872347,48.7859388997454,94081,Vitry-sur-Seine,recycling,POINT (2.3872347 48.7859388997454),13658
2610,2.3888569,48.7850873997456,94081,Vitry-sur-Seine,recycling,POINT (2.3888569 48.7850873997456),13406
2610,2.3888569,48.7850873997456,94081,Vitry-sur-Seine,recycling,POINT (2.3888569 48.7850873997456),13531
2610,2.3888569,48.7850873997456,94081,Vitry-sur-Seine,recycling,POINT (2.3888569 48.7850873997456),13532
2610,2.3888569,48.7850873997456,94081,Vitry-sur-Seine,recycling,POINT (2.3888569 48.7850873997456),13657
2610,2.3888569,48.7850873997456,94081,Vitry-sur-Seine,recycling,POINT (2.3888569 48.7850873997456),13658
2611,2.3822898,48.8459540997305,75056,Paris,recycling,POINT (2.3822898 48.8459540997305),13273
2611,2.3822898,48.8459540997305,75056,Paris,recycling,POINT (2.3822898 48.8459540997305),13399
2611,2.3822898,48.8459540997305,75056,Paris,recycling,POINT (2.3822898 48.8459540997305),13525
2612,2.3046479,48.8264615997354,75056,Paris,recycling,POINT (2.3046479 48.8264615997354),12267
2612,2.3046479,48.8264615997354,75056,Paris,recycling,POINT (2.3046479 48.8264615997354),12268
2612,2.3046479,48.8264615997354,75056,Paris,recycling,POINT (2.3046479 48.8264615997354),12393
2612,2.3046479,48.8264615997354,75056,Paris,recycling,POINT (2.3046479 48.8264615997354),12394
2612,2.3046479,48.8264615997354,75056,Paris,recycling,POINT (2.3046479 48.8264615997354),12519
2613,2.4110923,48.8534845997287,75056,Paris,recycling,POINT (2.4110923 48.8534845997287),13776
2613,2.4110923,48.8534845997287,75056,Paris,recycling,POINT (2.4110923 48.8534845997287),13777
2613,2.4110923,48.8534845997287,75056,Paris,recycling,POINT (2.4110923 48.8534845997287),13902
2613,2.4110923,48.8534845997287,75056,Paris,recycling,POINT (2.4110923 48.8534845997287),13903
2613,2.4110923,48.8534845997287,75056,Paris,recycling,POINT (2.4110923 48.8534845997287),14028
2614,2.0961946,49.0561604996784,95500,Pontoise,recycling,POINT (2.0961946 49.0561604996784),9343
2614,2.0961946,49.0561604996784,95500,Pontoise,recycling,POINT (2.0961946 49.0561604996784),9344
2614,2.0961946,49.0561604996784,95500,Pontoise,recycling,POINT (2.0961946 49.0561604996784),9469
2614,2.0961946,49.0561604996784,95500,Pontoise,recycling,POINT (2.0961946 49.0561604996784),9470
2614,2.0961946,49.0561604996784,95500,Pontoise,recycling,POINT (2.0961946 49.0561604996784),9596
2615,2.3334125,48.9136528997137,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3334125 48.9136528997137),12635
2615,2.3334125,48.9136528997137,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3334125 48.9136528997137),12636
2615,2.3334125,48.9136528997137,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3334125 48.9136528997137),12761
2615,2.3334125,48.9136528997137,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3334125 48.9136528997137),12762
2615,2.3334125,48.9136528997137,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3334125 48.9136528997137),12887
2615,2.3334125,48.9136528997137,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3334125 48.9136528997137),12888
2616,2.090903,49.0436544996815,95500,Pontoise,recycling,POINT (2.090903 49.0436544996815),9219
2616,2.090903,49.0436544996815,95500,Pontoise,recycling,POINT (2.090903 49.0436544996815),9344
2616,2.090903,49.0436544996815,95500,Pontoise,recycling,POINT (2.090903 49.0436544996815),9345
2616,2.090903,49.0436544996815,95500,Pontoise,recycling,POINT (2.090903 49.0436544996815),9471
2617,2.3350225,48.912462599714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3350225 48.912462599714),12635
2617,2.3350225,48.912462599714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3350225 48.912462599714),12636
2617,2.3350225,48.912462599714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3350225 48.912462599714),12761
2617,2.3350225,48.912462599714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3350225 48.912462599714),12762
2617,2.3350225,48.912462599714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3350225 48.912462599714),12887
2617,2.3350225,48.912462599714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3350225 48.912462599714),12888
2618,2.3352022,48.912554699714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3352022 48.912554699714),12635
2618,2.3352022,48.912554699714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3352022 48.912554699714),12636
2618,2.3352022,48.912554699714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3352022 48.912554699714),12761
2618,2.3352022,48.912554699714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3352022 48.912554699714),12762
2618,2.3352022,48.912554699714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3352022 48.912554699714),12887
2618,2.3352022,48.912554699714,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3352022 48.912554699714),12888
2619,1.7208793,48.9828244996966,78361,Mantes-la-Jolie,recycling,POINT (1.7208793 48.9828244996966),4059
2619,1.7208793,48.9828244996966,78361,Mantes-la-Jolie,recycling,POINT (1.7208793 48.9828244996966),4060
2619,1.7208793,48.9828244996966,78361,Mantes-la-Jolie,recycling,POINT (1.7208793 48.9828244996966),4185
2619,1.7208793,48.9828244996966,78361,Mantes-la-Jolie,recycling,POINT (1.7208793 48.9828244996966),4186
2619,1.7208793,48.9828244996966,78361,Mantes-la-Jolie,recycling,POINT (1.7208793 48.9828244996966),4312
2620,2.4462108,48.5163919998121,91135,Champcueil,recycling,POINT (2.4462108 48.5163919998121),14317
2620,2.4462108,48.5163919998121,91135,Champcueil,recycling,POINT (2.4462108 48.5163919998121),14318
2620,2.4462108,48.5163919998121,91135,Champcueil,recycling,POINT (2.4462108 48.5163919998121),14443
2620,2.4462108,48.5163919998121,91135,Champcueil,recycling,POINT (2.4462108 48.5163919998121),14444
2621,2.3643916,48.9254937997108,93066,Saint-Denis,recycling,POINT (2.3643916 48.9254937997108),13012
2621,2.3643916,48.9254937997108,93066,Saint-Denis,recycling,POINT (2.3643916 48.9254937997108),13138
2621,2.3643916,48.9254937997108,93066,Saint-Denis,recycling,POINT (2.3643916 48.9254937997108),13139
2621,2.3643916,48.9254937997108,93066,Saint-Denis,recycling,POINT (2.3643916 48.9254937997108),13264
2621,2.3643916,48.9254937997108,93066,Saint-Denis,recycling,POINT (2.3643916 48.9254937997108),13265
2622,2.3948877,48.8336936997336,75056,Paris,recycling,POINT (2.3948877 48.8336936997336),13526
2622,2.3948877,48.8336936997336,75056,Paris,recycling,POINT (2.3948877 48.8336936997336),13527
2622,2.3948877,48.8336936997336,75056,Paris,recycling,POINT (2.3948877 48.8336936997336),13652
2622,2.3948877,48.8336936997336,75056,Paris,recycling,POINT (2.3948877 48.8336936997336),13653
2622,2.3948877,48.8336936997336,75056,Paris,recycling,POINT (2.3948877 48.8336936997336),13778
2623,2.2922319,48.7896291997445,92032,Fontenay-aux-Roses,recycling,POINT (2.2922319 48.7896291997445),12019
2623,2.2922319,48.7896291997445,92032,Fontenay-aux-Roses,recycling,POINT (2.2922319 48.7896291997445),12145
2623,2.2922319,48.7896291997445,92032,Fontenay-aux-Roses,recycling,POINT (2.2922319 48.7896291997445),12146
2623,2.2922319,48.7896291997445,92032,Fontenay-aux-Roses,recycling,POINT (2.2922319 48.7896291997445),12271
2623,2.2922319,48.7896291997445,92032,Fontenay-aux-Roses,recycling,POINT (2.2922319 48.7896291997445),12272
2624,2.4052715,48.8768599997229,75056,Paris,recycling,POINT (2.4052715 48.8768599997229),13647
2624,2.4052715,48.8768599997229,75056,Paris,recycling,POINT (2.4052715 48.8768599997229),13648
2624,2.4052715,48.8768599997229,75056,Paris,recycling,POINT (2.4052715 48.8768599997229),13773
2624,2.4052715,48.8768599997229,75056,Paris,recycling,POINT (2.4052715 48.8768599997229),13774
2624,2.4052715,48.8768599997229,75056,Paris,recycling,POINT (2.4052715 48.8768599997229),13899
2624,2.4052715,48.8768599997229,75056,Paris,recycling,POINT (2.4052715 48.8768599997229),13900
2625,2.3335151,48.9132130997138,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3335151 48.9132130997138),12635
2625,2.3335151,48.9132130997138,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3335151 48.9132130997138),12636
2625,2.3335151,48.9132130997138,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3335151 48.9132130997138),12761
2625,2.3335151,48.9132130997138,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3335151 48.9132130997138),12762
2625,2.3335151,48.9132130997138,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3335151 48.9132130997138),12887
2625,2.3335151,48.9132130997138,93070,Saint-Ouen-sur-Seine,recycling,POINT (2.3335151 48.9132130997138),12888
2626,2.4047253,48.8408682997318,75056,Paris,recycling,POINT (2.4047253 48.8408682997318),13651
2626,2.4047253,48.8408682997318,75056,Paris,recycling,POINT (2.4047253 48.8408682997318),13652
2626,2.4047253,48.8408682997318,75056,Paris,recycling,POINT (2.4047253 48.8408682997318),13777
2626,2.4047253,48.8408682997318,75056,Paris,recycling,POINT (2.4047253 48.8408682997318),13778
2626,2.4047253,48.8408682997318,75056,Paris,recycling,POINT (2.4047253 48.8408682997318),13903
2626,2.4047253,48.8408682997318,75056,Paris,recycling,POINT (2.4047253 48.8408682997318),13904
2627,2.4481356,48.8556734997281,93048,Montreuil,recycling,POINT (2.4481356 48.8556734997281),14280
2627,2.4481356,48.8556734997281,93048,Montreuil,recycling,POINT (2.4481356 48.8556734997281),14405
2627,2.4481356,48.8556734997281,93048,Montreuil,recycling,POINT (2.4481356 48.8556734997281),14406
2627,2.4481356,48.8556734997281,93048,Montreuil,recycling,POINT (2.4481356 48.8556734997281),14532
2628,2.3856306,48.5254737998099,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3856306 48.5254737998099),13434
2628,2.3856306,48.5254737998099,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3856306 48.5254737998099),13435
2628,2.3856306,48.5254737998099,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3856306 48.5254737998099),13560
2628,2.3856306,48.5254737998099,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3856306 48.5254737998099),13561
2628,2.3856306,48.5254737998099,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3856306 48.5254737998099),13687
2629,2.3801641,48.5224133998107,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3801641 48.5224133998107),13309
2629,2.3801641,48.5224133998107,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3801641 48.5224133998107),13435
2629,2.3801641,48.5224133998107,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3801641 48.5224133998107),13436
2629,2.3801641,48.5224133998107,91045,Ballancourt-sur-Essonne,recycling,POINT (2.3801641 48.5224133998107),13561
2630,2.215918,48.8983598997175,92050,Nanterre,recycling,POINT (2.215918 48.8983598997175),10999
2630,2.215918,48.8983598997175,92050,Nanterre,recycling,POINT (2.215918 48.8983598997175),11125
2630,2.215918,48.8983598997175,92050,Nanterre,recycling,POINT (2.215918 48.8983598997175),11126
2630,2.215918,48.8983598997175,92050,Nanterre,recycling,POINT (2.215918 48.8983598997175),11251
2631,2.3801453,48.6513802997788,91286,Grigny,recycling,POINT (2.3801453 48.6513802997788),13295
2631,2.3801453,48.6513802997788,91286,Grigny,recycling,POINT (2.3801453 48.6513802997788),13420
2631,2.3801453,48.6513802997788,91286,Grigny,recycling,POINT (2.3801453 48.6513802997788),13421
2631,2.3801453,48.6513802997788,91286,Grigny,recycling,POINT (2.3801453 48.6513802997788),13546
2631,2.3801453,48.6513802997788,91286,Grigny,recycling,POINT (2.3801453 48.6513802997788),13547
2632,2.3637228,48.8583115997275,75056,Paris,recycling,POINT (2.3637228 48.8583115997275),13020
2632,2.3637228,48.8583115997275,75056,Paris,recycling,POINT (2.3637228 48.8583115997275),13145
2632,2.3637228,48.8583115997275,75056,Paris,recycling,POINT (2.3637228 48.8583115997275),13146
2632,2.3637228,48.8583115997275,75056,Paris,recycling,POINT (2.3637228 48.8583115997275),13271
2632,2.3637228,48.8583115997275,75056,Paris,recycling,POINT (2.3637228 48.8583115997275),13272
2633,2.5070638,48.6972566997674,91114,Brunoy,recycling,POINT (2.5070638 48.6972566997674),15054
2633,2.5070638,48.6972566997674,91114,Brunoy,recycling,POINT (2.5070638 48.6972566997674),15179
2633,2.5070638,48.6972566997674,91114,Brunoy,recycling,POINT (2.5070638 48.6972566997674),15180
2633,2.5070638,48.6972566997674,91114,Brunoy,recycling,POINT (2.5070638 48.6972566997674),15305
2633,2.5070638,48.6972566997674,91114,Brunoy,recycling,POINT (2.5070638 48.6972566997674),15306
2634,2.3367122,48.8424400997314,75056,Paris,recycling,POINT (2.3367122 48.8424400997314),12643
2634,2.3367122,48.8424400997314,75056,Paris,recycling,POINT (2.3367122 48.8424400997314),12769
2634,2.3367122,48.8424400997314,75056,Paris,recycling,POINT (2.3367122 48.8424400997314),12770
2634,2.3367122,48.8424400997314,75056,Paris,recycling,POINT (2.3367122 48.8424400997314),12895
2634,2.3367122,48.8424400997314,75056,Paris,recycling,POINT (2.3367122 48.8424400997314),12896
2635,2.3371227,48.8424324997314,75056,Paris,recycling,POINT (2.3371227 48.8424324997314),12769
2635,2.3371227,48.8424324997314,75056,Paris,recycling,POINT (2.3371227 48.8424324997314),12770
2635,2.3371227,48.8424324997314,75056,Paris,recycling,POINT (2.3371227 48.8424324997314),12895
2635,2.3371227,48.8424324997314,75056,Paris,recycling,POINT (2.3371227 48.8424324997314),12896
2636,2.3364504,48.8419066997315,75056,Paris,recycling,POINT (2.3364504 48.8419066997315),12643
2636,2.3364504,48.8419066997315,75056,Paris,recycling,POINT (2.3364504 48.8419066997315),12769
2636,2.3364504,48.8419066997315,75056,Paris,recycling,POINT (2.3364504 48.8419066997315),12770
2636,2.3364504,48.8419066997315,75056,Paris,recycling,POINT (2.3364504 48.8419066997315),12895
2636,2.3364504,48.8419066997315,75056,Paris,recycling,POINT (2.3364504 48.8419066997315),12896
2637,2.3372994,48.8418827997316,75056,Paris,recycling,POINT (2.3372994 48.8418827997316),12769
2637,2.3372994,48.8418827997316,75056,Paris,recycling,POINT (2.3372994 48.8418827997316),12770
2637,2.3372994,48.8418827997316,75056,Paris,recycling,POINT (2.3372994 48.8418827997316),12895
2637,2.3372994,48.8418827997316,75056,Paris,recycling,POINT (2.3372994 48.8418827997316),12896
2638,2.3368319,48.8408670997318,75056,Paris,recycling,POINT (2.3368319 48.8408670997318),12769
2638,2.3368319,48.8408670997318,75056,Paris,recycling,POINT (2.3368319 48.8408670997318),12770
2638,2.3368319,48.8408670997318,75056,Paris,recycling,POINT (2.3368319 48.8408670997318),12895
2638,2.3368319,48.8408670997318,75056,Paris,recycling,POINT (2.3368319 48.8408670997318),12896
2639,2.6158015,48.561475899801,77495,Vert-Saint-Denis,recycling,POINT (2.6158015 48.561475899801),16581
2639,2.6158015,48.561475899801,77495,Vert-Saint-Denis,recycling,POINT (2.6158015 48.561475899801),16706
2639,2.6158015,48.561475899801,77495,Vert-Saint-Denis,recycling,POINT (2.6158015 48.561475899801),16707
2639,2.6158015,48.561475899801,77495,Vert-Saint-Denis,recycling,POINT (2.6158015 48.561475899801),16832
2639,2.6158015,48.561475899801,77495,Vert-Saint-Denis,recycling,POINT (2.6158015 48.561475899801),16833
2640,2.3586427,48.827962999735,75056,Paris,recycling,POINT (2.3586427 48.827962999735),13023
2640,2.3586427,48.827962999735,75056,Paris,recycling,POINT (2.3586427 48.827962999735),13149
2640,2.3586427,48.827962999735,75056,Paris,recycling,POINT (2.3586427 48.827962999735),13275
2641,2.3601606,48.8260210997355,75056,Paris,recycling,POINT (2.3601606 48.8260210997355),13023
2641,2.3601606,48.8260210997355,75056,Paris,recycling,POINT (2.3601606 48.8260210997355),13149
2641,2.3601606,48.8260210997355,75056,Paris,recycling,POINT (2.3601606 48.8260210997355),13150
2641,2.3601606,48.8260210997355,75056,Paris,recycling,POINT (2.3601606 48.8260210997355),13275
2642,2.2942516,48.6975354997673,91345,Longjumeau,recycling,POINT (2.2942516 48.6975354997673),12155
2642,2.2942516,48.6975354997673,91345,Longjumeau,recycling,POINT (2.2942516 48.6975354997673),12156
2642,2.2942516,48.6975354997673,91345,Longjumeau,recycling,POINT (2.2942516 48.6975354997673),12281
2642,2.2942516,48.6975354997673,91345,Longjumeau,recycling,POINT (2.2942516 48.6975354997673),12282
2643,2.4358061,48.8581115997275,93048,Montreuil,recycling,POINT (2.4358061 48.8581115997275),14028
2643,2.4358061,48.8581115997275,93048,Montreuil,recycling,POINT (2.4358061 48.8581115997275),14153
2643,2.4358061,48.8581115997275,93048,Montreuil,recycling,POINT (2.4358061 48.8581115997275),14154
2643,2.4358061,48.8581115997275,93048,Montreuil,recycling,POINT (2.4358061 48.8581115997275),14279
2643,2.4358061,48.8581115997275,93048,Montreuil,recycling,POINT (2.4358061 48.8581115997275),14280
2644,2.3537993,48.9143164997136,93066,Saint-Denis,recycling,POINT (2.3537993 48.9143164997136),12887
2644,2.3537993,48.9143164997136,93066,Saint-Denis,recycling,POINT (2.3537993 48.9143164997136),13013
2644,2.3537993,48.9143164997136,93066,Saint-Denis,recycling,POINT (2.3537993 48.9143164997136),13014
2644,2.3537993,48.9143164997136,93066,Saint-Denis,recycling,POINT (2.3537993 48.9143164997136),13139
2644,2.3537993,48.9143164997136,93066,Saint-Denis,recycling,POINT (2.3537993 48.9143164997136),13140
2645,2.3547817,48.9145562997135,93066,Saint-Denis,recycling,POINT (2.3547817 48.9145562997135),12887
2645,2.3547817,48.9145562997135,93066,Saint-Denis,recycling,POINT (2.3547817 48.9145562997135),13013
2645,2.3547817,48.9145562997135,93066,Saint-Denis,recycling,POINT (2.3547817 48.9145562997135),13014
2645,2.3547817,48.9145562997135,93066,Saint-Denis,recycling,POINT (2.3547817 48.9145562997135),13139
2645,2.3547817,48.9145562997135,93066,Saint-Denis,recycling,POINT (2.3547817 48.9145562997135),13140
2646,2.3681677,49.1168558996634,95652,Viarmes,recycling,POINT (2.3681677 49.1168558996634),13117
