,geometry,Polygon
124,POINT (3.0214172 48.343335399854666),22527
124,POINT (3.0214172 48.343335399854666),22653
125,POINT (2.9717314 48.51190929981326),21626
125,POINT (2.9717314 48.51190929981326),21752
125,POINT (2.9717314 48.51190929981326),21753
125,POINT (2.9717314 48.51190929981326),21878
126,POINT (2.5979555999999997 48.28324229986933),16485
126,POINT (2.5979555999999997 48.28324229986933),16486
126,POINT (2.5979555999999997 48.28324229986933),16611
126,POINT (2.5979555999999997 48.28324229986933),16612
127,POINT (2.7948196999999997 48.505156899814914),19107
127,POINT (2.7948196999999997 48.505156899814914),19232
127,POINT (2.7948196999999997 48.505156899814914),19233
127,POINT (2.7948196999999997 48.505156899814914),19359
128,POINT (2.5912624999999996 49.01769779968793),16277
128,POINT (2.5912624999999996 49.01769779968793),16278
128,POINT (2.5912624999999996 49.01769779968793),16403
128,POINT (2.5912624999999996 49.01769779968793),16404
128,POINT (2.5912624999999996 49.01769779968793),16530
129,POINT (3.0334035 48.71323219976345),22485
129,POINT (3.0334035 48.71323219976345),22486
129,POINT (3.0334035 48.71323219976345),22611
129,POINT (3.0334035 48.71323219976345),22612
129,POINT (3.0334035 48.71323219976345),22738
130,POINT (2.6652095 48.626318799784976),17329
130,POINT (2.6652095 48.626318799784976),17330
130,POINT (2.6652095 48.626318799784976),17455
130,POINT (2.6652095 48.626318799784976),17456
130,POINT (2.6652095 48.626318799784976),17581
130,POINT (2.6652095 48.626318799784976),17582
131,POINT (2.6942432999999997 48.626200699785),17707
131,POINT (2.6942432999999997 48.626200699785),17708
131,POINT (2.6942432999999997 48.626200699785),17833
131,POINT (2.6942432999999997 48.626200699785),17834
131,POINT (2.6942432999999997 48.626200699785),17959
131,POINT (2.6942432999999997 48.626200699785),17960
132,POINT (2.688477 48.51104369981345),17720
132,POINT (2.688477 48.51104369981345),17721
132,POINT (2.688477 48.51104369981345),17846
132,POINT (2.688477 48.51104369981345),17847
133,POINT (3.0268780999999993 49.02522549968609),22325
133,POINT (3.0268780999999993 49.02522549968609),22451
133,POINT (3.0268780999999993 49.02522549968609),22452
133,POINT (3.0268780999999993 49.02522549968609),22577
134,POINT (3.2465283 48.51400679981272),25532
134,POINT (3.2465283 48.51400679981272),25657
134,POINT (3.2465283 48.51400679981272),25658
134,POINT (3.2465283 48.51400679981272),25784
135,POINT (2.9914608 48.86255729972639),21839
135,POINT (2.9914608 48.86255729972639),21965
135,POINT (2.9914608 48.86255729972639),21966
135,POINT (2.9914608 48.86255729972639),22091
136,POINT (2.8597131999999994 48.92673619971049),20068
136,POINT (2.8597131999999994 48.92673619971049),20194
136,POINT (2.8597131999999994 48.92673619971049),20320
137,POINT (3.1634728999999995 48.77659999974774),24243
137,POINT (3.1634728999999995 48.77659999974774),24368
137,POINT (3.1634728999999995 48.77659999974774),24369
137,POINT (3.1634728999999995 48.77659999974774),24494
137,POINT (3.1634728999999995 48.77659999974774),24495
138,POINT (3.0349965999999995 48.38626769984414),22522
138,POINT (3.0349965999999995 48.38626769984414),22648
138,POINT (3.0349965999999995 48.38626769984414),22649
138,POINT (3.0349965999999995 48.38626769984414),22774
139,POINT (2.5817005 49.03389259968394),16150
139,POINT (2.5817005 49.03389259968394),16276
139,POINT (2.5817005 49.03389259968394),16277
139,POINT (2.5817005 49.03389259968394),16402
140,POINT (2.8501032999999993 48.34927019985319),20006
140,POINT (2.8501032999999993 48.34927019985319),20007
140,POINT (2.8501032999999993 48.34927019985319),20132
140,POINT (2.8501032999999993 48.34927019985319),20133
141,POINT (2.985625 48.94179719970675),21830
141,POINT (2.985625 48.94179719970675),21831
141,POINT (2.985625 48.94179719970675),21956
141,POINT (2.985625 48.94179719970675),21957
142,POINT (3.4381829999999995 48.69465299976805),28157
142,POINT (3.4381829999999995 48.69465299976805),28158
142,POINT (3.4381829999999995 48.69465299976805),28283
142,POINT (3.4381829999999995 48.69465299976805),28284
142,POINT (3.4381829999999995 48.69465299976805),28410
143,POINT (2.6999789999999995 48.30002799986524),17869
143,POINT (2.6999789999999995 48.30002799986524),17870
143,POINT (2.6999789999999995 48.30002799986524),17995
143,POINT (2.6999789999999995 48.30002799986524),17996
143,POINT (2.6999789999999995 48.30002799986524),18122
144,POINT (3.4274219 48.85175949972909),28014
144,POINT (3.4274219 48.85175949972909),28015
144,POINT (3.4274219 48.85175949972909),28140
144,POINT (3.4274219 48.85175949972909),28141
144,POINT (3.4274219 48.85175949972909),28266
145,POINT (2.6030888 49.064533899676356),16398
145,POINT (2.6030888 49.064533899676356),16399
145,POINT (2.6030888 49.064533899676356),16524
145,POINT (2.6030888 49.064533899676356),16525
145,POINT (2.6030888 49.064533899676356),16650
145,POINT (2.6030888 49.064533899676356),16651
146,POINT (2.5653101999999994 48.58036709979635),15948
146,POINT (2.5653101999999994 48.58036709979635),15949
146,POINT (2.5653101999999994 48.58036709979635),16074
146,POINT (2.5653101999999994 48.58036709979635),16075
146,POINT (2.5653101999999994 48.58036709979635),16200
146,POINT (2.5653101999999994 48.58036709979635),16201
147,POINT (2.8305578 48.76882709974966),19582
147,POINT (2.8305578 48.76882709974966),19707
147,POINT (2.8305578 48.76882709974966),19708
147,POINT (2.8305578 48.76882709974966),19833
147,POINT (2.8305578 48.76882709974966),19834
148,POINT (2.4961034999999994 48.3737916998472),14963
148,POINT (2.4961034999999994 48.3737916998472),14964
148,POINT (2.4961034999999994 48.3737916998472),15089
148,POINT (2.4961034999999994 48.3737916998472),15090
148,POINT (2.4961034999999994 48.3737916998472),15215
148,POINT (2.4961034999999994 48.3737916998472),15216
149,POINT (3.2295336 48.90444269971601),25236
149,POINT (3.2295336 48.90444269971601),25237
149,POINT (3.2295336 48.90444269971601),25362
149,POINT (3.2295336 48.90444269971601),25363
150,POINT (2.7726588 48.66064409977646),18837
150,POINT (2.7726588 48.66064409977646),18838
150,POINT (2.7726588 48.66064409977646),18963
150,POINT (2.7726588 48.66064409977646),18964
150,POINT (2.7726588 48.66064409977646),19089
150,POINT (2.7726588 48.66064409977646),19090
151,POINT (2.5524591 48.47423959982254),15708
151,POINT (2.5524591 48.47423959982254),15834
151,POINT (2.5524591 48.47423959982254),15835
151,POINT (2.5524591 48.47423959982254),15960
151,POINT (2.5524591 48.47423959982254),15961
152,POINT (2.9847662 48.734182499758255),21853
152,POINT (2.9847662 48.734182499758255),21854
152,POINT (2.9847662 48.734182499758255),21979
152,POINT (2.9847662 48.734182499758255),21980
153,POINT (3.0408155999999997 48.89972219971719),22591
153,POINT (3.0408155999999997 48.89972219971719),22717
153,POINT (3.0408155999999997 48.89972219971719),22843
154,POINT (3.085516 48.81380339973851),23230
154,POINT (3.085516 48.81380339973851),23231
154,POINT (3.085516 48.81380339973851),23356
154,POINT (3.085516 48.81380339973851),23357
155,POINT (3.2817237999999995 48.53956819980641),25907
155,POINT (3.2817237999999995 48.53956819980641),26033
155,POINT (3.2817237999999995 48.53956819980641),26034
155,POINT (3.2817237999999995 48.53956819980641),26159
155,POINT (3.2817237999999995 48.53956819980641),26160
156,POINT (2.7406505000000005 48.71500339976301),18328
156,POINT (2.7406505000000005 48.71500339976301),18453
156,POINT (2.7406505000000005 48.71500339976301),18454
156,POINT (2.7406505000000005 48.71500339976301),18579
156,POINT (2.7406505000000005 48.71500339976301),18580
157,POINT (3.2331336 48.84843049972991),25242
157,POINT (3.2331336 48.84843049972991),25243
157,POINT (3.2331336 48.84843049972991),25368
157,POINT (3.2331336 48.84843049972991),25369
157,POINT (3.2331336 48.84843049972991),25494
157,POINT (3.2331336 48.84843049972991),25495
158,POINT (2.6710066999999995 48.5529907998031),17463
158,POINT (2.6710066999999995 48.5529907998031),17464
158,POINT (2.6710066999999995 48.5529907998031),17589
158,POINT (2.6710066999999995 48.5529907998031),17590
159,POINT (3.0823635999999994 48.815027999738206),23104
159,POINT (3.0823635999999994 48.815027999738206),23230
159,POINT (3.0823635999999994 48.815027999738206),23231
159,POINT (3.0823635999999994 48.815027999738206),23356
159,POINT (3.0823635999999994 48.815027999738206),23357
160,POINT (3.3247435 48.56685789979968),26534
160,POINT (3.3247435 48.56685789979968),26660
160,POINT (3.3247435 48.56685789979968),26661
160,POINT (3.3247435 48.56685789979968),26786
161,POINT (2.9154205 48.55892459980162),20865
161,POINT (2.9154205 48.55892459980162),20990
161,POINT (2.9154205 48.55892459980162),20991
161,POINT (2.9154205 48.55892459980162),21117
162,POINT (3.0482789999999995 48.75830639975227),22732
162,POINT (3.0482789999999995 48.75830639975227),22733
162,POINT (3.0482789999999995 48.75830639975227),22858
162,POINT (3.0482789999999995 48.75830639975227),22859
163,POINT (2.8063994 49.03930859968259),19299
163,POINT (2.8063994 49.03930859968259),19300
163,POINT (2.8063994 49.03930859968259),19425
163,POINT (2.8063994 49.03930859968259),19426
164,POINT (2.961653 48.885733299720656),21458
164,POINT (2.961653 48.885733299720656),21459
164,POINT (2.961653 48.885733299720656),21584
164,POINT (2.961653 48.885733299720656),21585
164,POINT (2.961653 48.885733299720656),21710
164,POINT (2.961653 48.885733299720656),21711
165,POINT (2.5493706 48.55782839980191),15699
165,POINT (2.5493706 48.55782839980191),15825
165,POINT (2.5493706 48.55782839980191),15826
165,POINT (2.5493706 48.55782839980191),15951
166,POINT (2.7506409999999994 48.52703969980953),18600
166,POINT (2.7506409999999994 48.52703969980953),18601
166,POINT (2.7506409999999994 48.52703969980953),18726
166,POINT (2.7506409999999994 48.52703969980953),18727
167,POINT (2.6990386 48.6529021997784),17830
167,POINT (2.6990386 48.6529021997784),17831
167,POINT (2.6990386 48.6529021997784),17956
167,POINT (2.6990386 48.6529021997784),17957
168,POINT (3.2899593 48.509862999813755),26036
168,POINT (3.2899593 48.509862999813755),26162
168,POINT (3.2899593 48.509862999813755),26163
168,POINT (3.2899593 48.509862999813755),26288
168,POINT (3.2899593 48.509862999813755),26289
169,POINT (2.7172912 48.65775089977719),18082
169,POINT (2.7172912 48.65775089977719),18207
169,POINT (2.7172912 48.65775089977719),18208
169,POINT (2.7172912 48.65775089977719),18334
170,POINT (3.3540748999999996 48.53720399980701),27041
170,POINT (3.3540748999999996 48.53720399980701),27042
170,POINT (3.3540748999999996 48.53720399980701),27167
170,POINT (3.3540748999999996 48.53720399980701),27168
171,POINT (2.7089063 48.58172769979602),17964
171,POINT (2.7089063 48.58172769979602),17965
171,POINT (2.7089063 48.58172769979602),18090
171,POINT (2.7089063 48.58172769979602),18091
171,POINT (2.7089063 48.58172769979602),18216
172,POINT (3.0117740999999993 48.73555749975792),22105
172,POINT (3.0117740999999993 48.73555749975792),22231
172,POINT (3.0117740999999993 48.73555749975792),22232
172,POINT (3.0117740999999993 48.73555749975792),22357
172,POINT (3.0117740999999993 48.73555749975792),22358
173,POINT (2.6020923 48.342237899854936),16479
173,POINT (2.6020923 48.342237899854936),16605
173,POINT (2.6020923 48.342237899854936),16606
173,POINT (2.6020923 48.342237899854936),16731
174,POINT (2.8913680999999998 48.444328799829876),20499
174,POINT (2.8913680999999998 48.444328799829876),20500
174,POINT (2.8913680999999998 48.444328799829876),20625
174,POINT (2.8913680999999998 48.444328799829876),20626
174,POINT (2.8913680999999998 48.444328799829876),20751
174,POINT (2.8913680999999998 48.444328799829876),20752
175,POINT (3.0927504999999997 49.046356299680866),23205
175,POINT (3.0927504999999997 49.046356299680866),23330
175,POINT (3.0927504999999997 49.046356299680866),23331
175,POINT (3.0927504999999997 49.046356299680866),23456
175,POINT (3.0927504999999997 49.046356299680866),23457
176,POINT (2.8354048 48.64465999978044),19721
176,POINT (2.8354048 48.64465999978044),19722
176,POINT (2.8354048 48.64465999978044),19847
176,POINT (2.8354048 48.64465999978044),19848
176,POINT (2.8354048 48.64465999978044),19973
176,POINT (2.8354048 48.64465999978044),19974
177,POINT (2.8482723999999995 48.32538089985905),19883
177,POINT (2.8482723999999995 48.32538089985905),20008
177,POINT (2.8482723999999995 48.32538089985905),20009
177,POINT (2.8482723999999995 48.32538089985905),20135
178,POINT (2.8303903999999998 48.813724099738536),19577
178,POINT (2.8303903999999998 48.813724099738536),19702
178,POINT (2.8303903999999998 48.813724099738536),19703
178,POINT (2.8303903999999998 48.813724099738536),19828
178,POINT (2.8303903999999998 48.813724099738536),19829
179,POINT (3.3429775 48.86102979972678),26753
179,POINT (3.3429775 48.86102979972678),26879
179,POINT (3.3429775 48.86102979972678),26880
179,POINT (3.3429775 48.86102979972678),27005
179,POINT (3.3429775 48.86102979972678),27006
180,POINT (2.8958070999999994 48.342711899854805),20637
180,POINT (2.8958070999999994 48.342711899854805),20763
180,POINT (2.8958070999999994 48.342711899854805),20889
181,POINT (2.6721792999999994 48.90055189971698),17425
181,POINT (2.6721792999999994 48.90055189971698),17550
181,POINT (2.6721792999999994 48.90055189971698),17551
181,POINT (2.6721792999999994 48.90055189971698),17677
182,POINT (3.3761308999999997 48.455890999827034),27302
182,POINT (3.3761308999999997 48.455890999827034),27303
182,POINT (3.3761308999999997 48.455890999827034),27428
182,POINT (3.3761308999999997 48.455890999827034),27429
182,POINT (3.3761308999999997 48.455890999827034),27554
182,POINT (3.3761308999999997 48.455890999827034),27555
183,POINT (3.1653426 48.43938179983109),24406
183,POINT (3.1653426 48.43938179983109),24407
183,POINT (3.1653426 48.43938179983109),24532
183,POINT (3.1653426 48.43938179983109),24533
184,POINT (2.6646567999999995 48.57109939979864),17335
184,POINT (2.6646567999999995 48.57109939979864),17336
184,POINT (2.6646567999999995 48.57109939979864),17461
184,POINT (2.6646567999999995 48.57109939979864),17462
184,POINT (2.6646567999999995 48.57109939979864),17587
184,POINT (2.6646567999999995 48.57109939979864),17588
185,POINT (2.9472041 48.95852059970261),21198
185,POINT (2.9472041 48.95852059970261),21199
185,POINT (2.9472041 48.95852059970261),21324
185,POINT (2.9472041 48.95852059970261),21325
185,POINT (2.9472041 48.95852059970261),21450
185,POINT (2.9472041 48.95852059970261),21451
186,POINT (2.3617372 48.600963399791254),13048
186,POINT (2.3617372 48.600963399791254),13174
186,POINT (2.3617372 48.600963399791254),13175
186,POINT (2.3617372 48.600963399791254),13300
186,POINT (2.3617372 48.600963399791254),13301
187,POINT (2.3683351999999998 48.59640119979239),13174
187,POINT (2.3683351999999998 48.59640119979239),13175
187,POINT (2.3683351999999998 48.59640119979239),13300
187,POINT (2.3683351999999998 48.59640119979239),13301
187,POINT (2.3683351999999998 48.59640119979239),13427
188,POINT (2.264107 48.9048901997159),11628
188,POINT (2.264107 48.9048901997159),11754
188,POINT (2.264107 48.9048901997159),11755
188,POINT (2.264107 48.9048901997159),11880
188,POINT (2.264107 48.9048901997159),11881
189,POINT (2.2523806999999993 48.83662299973283),11510
189,POINT (2.2523806999999993 48.83662299973283),11636
189,POINT (2.2523806999999993 48.83662299973283),11637
189,POINT (2.2523806999999993 48.83662299973283),11762
190,POINT (2.2037467 48.84206809973149),10879
190,POINT (2.2037467 48.84206809973149),10880
190,POINT (2.2037467 48.84206809973149),11005
190,POINT (2.2037467 48.84206809973149),11006
191,POINT (2.2152072999999994 48.856630099727894),11003
191,POINT (2.2152072999999994 48.856630099727894),11004
191,POINT (2.2152072999999994 48.856630099727894),11129
191,POINT (2.2152072999999994 48.856630099727894),11130
191,POINT (2.2152072999999994 48.856630099727894),11256
192,POINT (2.2228712 48.82675239973526),11133
192,POINT (2.2228712 48.82675239973526),11134
192,POINT (2.2228712 48.82675239973526),11259
192,POINT (2.2228712 48.82675239973526),11260
192,POINT (2.2228712 48.82675239973526),11385
193,POINT (2.1526598000000003 48.83716529973271),10124
193,POINT (2.1526598000000003 48.83716529973271),10249
193,POINT (2.1526598000000003 48.83716529973271),10250
193,POINT (2.1526598000000003 48.83716529973271),10376
194,POINT (2.1895324 48.82607079973546),10629
194,POINT (2.1895324 48.82607079973546),10755
194,POINT (2.1895324 48.82607079973546),10756
194,POINT (2.1895324 48.82607079973546),10881
195,POINT (2.1895504 48.82608529973547),10629
195,POINT (2.1895504 48.82608529973547),10755
195,POINT (2.1895504 48.82608529973547),10756
195,POINT (2.1895504 48.82608529973547),10881
196,POINT (2.227699 48.78790479974493),11137
196,POINT (2.227699 48.78790479974493),11138
