,geometry,Polygon
234,POINT (2.3075333999999996 48.84971229972959),12391
234,POINT (2.3075333999999996 48.84971229972959),12516
234,POINT (2.3075333999999996 48.84971229972959),12517
235,POINT (2.3075518000000006 48.8497031997296),12264
235,POINT (2.3075518000000006 48.8497031997296),12265
235,POINT (2.3075518000000006 48.8497031997296),12390
235,POINT (2.3075518000000006 48.8497031997296),12391
235,POINT (2.3075518000000006 48.8497031997296),12516
235,POINT (2.3075518000000006 48.8497031997296),12517
236,POINT (2.30757 48.84969139972958),12264
236,POINT (2.30757 48.84969139972958),12265
236,POINT (2.30757 48.84969139972958),12390
236,POINT (2.30757 48.84969139972958),12391
236,POINT (2.30757 48.84969139972958),12516
236,POINT (2.30757 48.84969139972958),12517
237,POINT (2.3160085 48.88835989972),12386
237,POINT (2.3160085 48.88835989972),12512
237,POINT (2.3160085 48.88835989972),12513
237,POINT (2.3160085 48.88835989972),12638
237,POINT (2.3160085 48.88835989972),12639
238,POINT (2.3197014999999994 48.882742099721405),12387
238,POINT (2.3197014999999994 48.882742099721405),12512
238,POINT (2.3197014999999994 48.882742099721405),12513
238,POINT (2.3197014999999994 48.882742099721405),12638
238,POINT (2.3197014999999994 48.882742099721405),12639
239,POINT (2.3197749 48.88266849972142),12387
239,POINT (2.3197749 48.88266849972142),12512
239,POINT (2.3197749 48.88266849972142),12513
239,POINT (2.3197749 48.88266849972142),12638
239,POINT (2.3197749 48.88266849972142),12639
240,POINT (2.3206125 48.88169569972167),12513
240,POINT (2.3206125 48.88169569972167),12639
240,POINT (2.3206125 48.88169569972167),12765
241,POINT (2.3368971 48.82436129973589),12645
241,POINT (2.3368971 48.82436129973589),12771
241,POINT (2.3368971 48.82436129973589),12772
241,POINT (2.3368971 48.82436129973589),12897
241,POINT (2.3368971 48.82436129973589),12898
242,POINT (2.3369789 48.82437009973589),12771
242,POINT (2.3369789 48.82437009973589),12772
242,POINT (2.3369789 48.82437009973589),12897
242,POINT (2.3369789 48.82437009973589),12898
243,POINT (2.3370459 48.82437629973588),12771
243,POINT (2.3370459 48.82437629973588),12772
243,POINT (2.3370459 48.82437629973588),12897
243,POINT (2.3370459 48.82437629973588),12898
244,POINT (2.347751 48.839679799732075),12895
244,POINT (2.347751 48.839679799732075),12896
244,POINT (2.347751 48.839679799732075),13021
244,POINT (2.347751 48.839679799732075),13022
244,POINT (2.347751 48.839679799732075),13148
245,POINT (2.3501152 48.87016219972454),12892
245,POINT (2.3501152 48.87016219972454),12893
245,POINT (2.3501152 48.87016219972454),13018
245,POINT (2.3501152 48.87016219972454),13019
245,POINT (2.3501152 48.87016219972454),13144
246,POINT (2.3519673 48.84107449973173),12895
246,POINT (2.3519673 48.84107449973173),12896
246,POINT (2.3519673 48.84107449973173),13021
246,POINT (2.3519673 48.84107449973173),13022
246,POINT (2.3519673 48.84107449973173),13147
246,POINT (2.3519673 48.84107449973173),13148
247,POINT (2.356337 48.879183699722276),13017
247,POINT (2.356337 48.879183699722276),13018
247,POINT (2.356337 48.879183699722276),13143
247,POINT (2.356337 48.879183699722276),13144
248,POINT (2.3582335 48.82611699973547),13023
248,POINT (2.3582335 48.82611699973547),13024
248,POINT (2.3582335 48.82611699973547),13149
248,POINT (2.3582335 48.82611699973547),13150
248,POINT (2.3582335 48.82611699973547),13275
249,POINT (2.3583188999999996 48.82611479973546),13023
249,POINT (2.3583188999999996 48.82611479973546),13024
249,POINT (2.3583188999999996 48.82611479973546),13149
249,POINT (2.3583188999999996 48.82611479973546),13150
249,POINT (2.3583188999999996 48.82611479973546),13275
250,POINT (2.3583978999999995 48.82611269973545),13023
250,POINT (2.3583978999999995 48.82611269973545),13024
250,POINT (2.3583978999999995 48.82611269973545),13149
250,POINT (2.3583978999999995 48.82611269973545),13150
250,POINT (2.3583978999999995 48.82611269973545),13275
251,POINT (2.3585627999999996 48.85543959972816),13020
251,POINT (2.3585627999999996 48.85543959972816),13145
251,POINT (2.3585627999999996 48.85543959972816),13146
251,POINT (2.3585627999999996 48.85543959972816),13272
252,POINT (2.3605618 48.86497579972582),13019
252,POINT (2.3605618 48.86497579972582),13144
252,POINT (2.3605618 48.86497579972582),13145
252,POINT (2.3605618 48.86497579972582),13271
253,POINT (2.3690893 48.89164859971919),13142
253,POINT (2.3690893 48.89164859971919),13267
253,POINT (2.3690893 48.89164859971919),13268
253,POINT (2.3690893 48.89164859971919),13394
254,POINT (2.3717528 48.889102699719814),13142
254,POINT (2.3717528 48.889102699719814),13268
254,POINT (2.3717528 48.889102699719814),13269
254,POINT (2.3717528 48.889102699719814),13394
254,POINT (2.3717528 48.889102699719814),13395
255,POINT (2.3730427999999995 48.82242279973636),13275
255,POINT (2.3730427999999995 48.82242279973636),13276
255,POINT (2.3730427999999995 48.82242279973636),13401
255,POINT (2.3730427999999995 48.82242279973636),13402
256,POINT (2.3753183999999994 48.823133399736186),13275
256,POINT (2.3753183999999994 48.823133399736186),13276
256,POINT (2.3753183999999994 48.823133399736186),13401
256,POINT (2.3753183999999994 48.823133399736186),13402
257,POINT (2.3876338 48.83938769973216),13399
257,POINT (2.3876338 48.83938769973216),13400
257,POINT (2.3876338 48.83938769973216),13525
257,POINT (2.3876338 48.83938769973216),13526
257,POINT (2.3876338 48.83938769973216),13651
257,POINT (2.3876338 48.83938769973216),13652
258,POINT (2.3881033999999994 48.84743769973016),13399
258,POINT (2.3881033999999994 48.84743769973016),13524
258,POINT (2.3881033999999994 48.84743769973016),13525
258,POINT (2.3881033999999994 48.84743769973016),13651
259,POINT (2.3883052999999994 48.84745269973015),13399
259,POINT (2.3883052999999994 48.84745269973015),13524
259,POINT (2.3883052999999994 48.84745269973015),13525
259,POINT (2.3883052999999994 48.84745269973015),13651
260,POINT (2.3884581999999996 48.847468599730156),13399
260,POINT (2.3884581999999996 48.847468599730156),13524
260,POINT (2.3884581999999996 48.847468599730156),13525
260,POINT (2.3884581999999996 48.847468599730156),13651
261,POINT (2.3902031 48.8577628997276),13398
261,POINT (2.3902031 48.8577628997276),13523
261,POINT (2.3902031 48.8577628997276),13524
261,POINT (2.3902031 48.8577628997276),13649
261,POINT (2.3902031 48.8577628997276),13650
262,POINT (2.3977767 48.86420689972599),13523
262,POINT (2.3977767 48.86420689972599),13648
262,POINT (2.3977767 48.86420689972599),13649
262,POINT (2.3977767 48.86420689972599),13775
263,POINT (2.4070824999999996 48.844389999730915),13651
263,POINT (2.4070824999999996 48.844389999730915),13777
263,POINT (2.4070824999999996 48.844389999730915),13778
263,POINT (2.4070824999999996 48.844389999730915),13903
263,POINT (2.4070824999999996 48.844389999730915),13904
264,POINT (2.3212608999999995 48.88073859972189),12513
264,POINT (2.3212608999999995 48.88073859972189),12514
264,POINT (2.3212608999999995 48.88073859972189),12639
264,POINT (2.3212608999999995 48.88073859972189),12640
264,POINT (2.3212608999999995 48.88073859972189),12765
265,POINT (2.3389490999999993 48.88969559971968),12764
265,POINT (2.3389490999999993 48.88969559971968),12765
265,POINT (2.3389490999999993 48.88969559971968),12890
265,POINT (2.3389490999999993 48.88969559971968),12891
265,POINT (2.3389490999999993 48.88969559971968),13016
266,POINT (2.3590356 48.86477129972585),13019
266,POINT (2.3590356 48.86477129972585),13144
266,POINT (2.3590356 48.86477129972585),13145
266,POINT (2.3590356 48.86477129972585),13271
267,POINT (2.3314856 48.86429389972597),12641
267,POINT (2.3314856 48.86429389972597),12766
267,POINT (2.3314856 48.86429389972597),12767
267,POINT (2.3314856 48.86429389972597),12893
268,POINT (2.3535669 48.856352999727946),12894
268,POINT (2.3535669 48.856352999727946),13019
268,POINT (2.3535669 48.856352999727946),13020
268,POINT (2.3535669 48.856352999727946),13145
268,POINT (2.3535669 48.856352999727946),13146
269,POINT (2.3379233 48.87595839972309),12765
269,POINT (2.3379233 48.87595839972309),12766
269,POINT (2.3379233 48.87595839972309),12891
269,POINT (2.3379233 48.87595839972309),12892
270,POINT (2.3740362999999998 48.899328099717295),13267
270,POINT (2.3740362999999998 48.899328099717295),13393
270,POINT (2.3740362999999998 48.899328099717295),13519
271,POINT (2.3045735 48.831962999734),12266
271,POINT (2.3045735 48.831962999734),12267
271,POINT (2.3045735 48.831962999734),12392
271,POINT (2.3045735 48.831962999734),12393
271,POINT (2.3045735 48.831962999734),12518
271,POINT (2.3045735 48.831962999734),12519
272,POINT (2.3526364 48.863423399726194),12893
272,POINT (2.3526364 48.863423399726194),13019
272,POINT (2.3526364 48.863423399726194),13020
272,POINT (2.3526364 48.863423399726194),13145
273,POINT (2.1815767 48.821768199736525),10504
273,POINT (2.1815767 48.821768199736525),10629
273,POINT (2.1815767 48.821768199736525),10630
273,POINT (2.1815767 48.821768199736525),10755
273,POINT (2.1815767 48.821768199736525),10756
274,POINT (2.4456979 48.92168719971175),14272
274,POINT (2.4456979 48.92168719971175),14273
274,POINT (2.4456979 48.92168719971175),14398
274,POINT (2.4456979 48.92168719971175),14399
275,POINT (2.4457056999999995 48.92164529971176),14272
275,POINT (2.4457056999999995 48.92164529971176),14273
275,POINT (2.4457056999999995 48.92164529971176),14398
275,POINT (2.4457056999999995 48.92164529971176),14399
276,POINT (2.18697 48.83862919973235),10627
276,POINT (2.18697 48.83862919973235),10628
276,POINT (2.18697 48.83862919973235),10753
276,POINT (2.18697 48.83862919973235),10754
276,POINT (2.18697 48.83862919973235),10880
277,POINT (2.1870195999999997 48.838647799732335),10627
277,POINT (2.1870195999999997 48.838647799732335),10628
277,POINT (2.1870195999999997 48.838647799732335),10753
277,POINT (2.1870195999999997 48.838647799732335),10754
277,POINT (2.1870195999999997 48.838647799732335),10880
278,POINT (2.1870678999999997 48.83866189973233),10627
278,POINT (2.1870678999999997 48.83866189973233),10628
278,POINT (2.1870678999999997 48.83866189973233),10753
278,POINT (2.1870678999999997 48.83866189973233),10754
278,POINT (2.1870678999999997 48.83866189973233),10880
279,POINT (2.1871212999999994 48.838680599732335),10627
279,POINT (2.1871212999999994 48.838680599732335),10628
279,POINT (2.1871212999999994 48.838680599732335),10753
279,POINT (2.1871212999999994 48.838680599732335),10754
279,POINT (2.1871212999999994 48.838680599732335),10880
280,POINT (2.1871684 48.83869629973233),10627
280,POINT (2.1871684 48.83869629973233),10628
280,POINT (2.1871684 48.83869629973233),10753
280,POINT (2.1871684 48.83869629973233),10754
280,POINT (2.1871684 48.83869629973233),10880
281,POINT (2.187206 48.83871479973233),10627
281,POINT (2.187206 48.83871479973233),10628
281,POINT (2.187206 48.83871479973233),10753
281,POINT (2.187206 48.83871479973233),10754
281,POINT (2.187206 48.83871479973233),10880
282,POINT (2.4667197 48.816780099737784),14536
282,POINT (2.4667197 48.816780099737784),14537
282,POINT (2.4667197 48.816780099737784),14662
282,POINT (2.4667197 48.816780099737784),14663
282,POINT (2.4667197 48.816780099737784),14788
283,POINT (2.4667737 48.81681069973776),14536
283,POINT (2.4667737 48.81681069973776),14537
283,POINT (2.4667737 48.81681069973776),14662
283,POINT (2.4667737 48.81681069973776),14663
283,POINT (2.4667737 48.81681069973776),14788
284,POINT (2.4668015 48.81682469973776),14536
284,POINT (2.4668015 48.81682469973776),14537
284,POINT (2.4668015 48.81682469973776),14662
284,POINT (2.4668015 48.81682469973776),14663
284,POINT (2.4668015 48.81682469973776),14788
285,POINT (2.4668337 48.816845799737756),14536
285,POINT (2.4668337 48.816845799737756),14537
285,POINT (2.4668337 48.816845799737756),14662
285,POINT (2.4668337 48.816845799737756),14663
285,POINT (2.4668337 48.816845799737756),14788
286,POINT (2.4668644999999993 48.81686259973774),14536
286,POINT (2.4668644999999993 48.81686259973774),14537
286,POINT (2.4668644999999993 48.81686259973774),14662
286,POINT (2.4668644999999993 48.81686259973774),14663
286,POINT (2.4668644999999993 48.81686259973774),14788
287,POINT (2.4669081 48.81689129973775),14536
287,POINT (2.4669081 48.81689129973775),14537
287,POINT (2.4669081 48.81689129973775),14662
287,POINT (2.4669081 48.81689129973775),14663
287,POINT (2.4669081 48.81689129973775),14788
288,POINT (2.3072429999999997 48.81258249973881),12269
288,POINT (2.3072429999999997 48.81258249973881),12394
288,POINT (2.3072429999999997 48.81258249973881),12395
288,POINT (2.3072429999999997 48.81258249973881),12520
288,POINT (2.3072429999999997 48.81258249973881),12521
289,POINT (2.3073705 48.812533699738815),12269
289,POINT (2.3073705 48.812533699738815),12394
289,POINT (2.3073705 48.812533699738815),12395
289,POINT (2.3073705 48.812533699738815),12520
289,POINT (2.3073705 48.812533699738815),12521
290,POINT (2.307521 48.812476099738824),12269
290,POINT (2.307521 48.812476099738824),12394
290,POINT (2.307521 48.812476099738824),12395
290,POINT (2.307521 48.812476099738824),12520
290,POINT (2.307521 48.812476099738824),12521
291,POINT (2.3076497 48.812426799738844),12269
291,POINT (2.3076497 48.812426799738844),12394
291,POINT (2.3076497 48.812426799738844),12395
291,POINT (2.3076497 48.812426799738844),12520
291,POINT (2.3076497 48.812426799738844),12521
292,POINT (2.3154627 48.81089869973923),12395
292,POINT (2.3154627 48.81089869973923),12520
292,POINT (2.3154627 48.81089869973923),12521
292,POINT (2.3154627 48.81089869973923),12647
293,POINT (2.3156197 48.810854199739225),12395
293,POINT (2.3156197 48.810854199739225),12520
293,POINT (2.3156197 48.810854199739225),12521
293,POINT (2.3156197 48.810854199739225),12647
294,POINT (2.3159004 48.810783499739244),12395
294,POINT (2.3159004 48.810783499739244),12520
294,POINT (2.3159004 48.810783499739244),12521
294,POINT (2.3159004 48.810783499739244),12647
295,POINT (2.3161517 48.81071459973927),12395
295,POINT (2.3161517 48.81071459973927),12520
295,POINT (2.3161517 48.81071459973927),12521
295,POINT (2.3161517 48.81071459973927),12647
296,POINT (2.3177568 48.8174864997376),12394
296,POINT (2.3177568 48.8174864997376),12520
296,POINT (2.3177568 48.8174864997376),12521
296,POINT (2.3177568 48.8174864997376),12646
296,POINT (2.3177568 48.8174864997376),12647
297,POINT (2.3180104 48.81742119973759),12394
297,POINT (2.3180104 48.81742119973759),12520
297,POINT (2.3180104 48.81742119973759),12521
297,POINT (2.3180104 48.81742119973759),12646
297,POINT (2.3180104 48.81742119973759),12647
298,POINT (2.3181197999999994 48.81739339973762),12394
298,POINT (2.3181197999999994 48.81739339973762),12520
298,POINT (2.3181197999999994 48.81739339973762),12521
298,POINT (2.3181197999999994 48.81739339973762),12646
298,POINT (2.3181197999999994 48.81739339973762),12647
299,POINT (2.3182416 48.8173632997376),12394
299,POINT (2.3182416 48.8173632997376),12520
299,POINT (2.3182416 48.8173632997376),12521
299,POINT (2.3182416 48.8173632997376),12646
299,POINT (2.3182416 48.8173632997376),12647
300,POINT (2.3233049 48.8126231997388),12520
300,POINT (2.3233049 48.8126231997388),12521
300,POINT (2.3233049 48.8126231997388),12646
300,POINT (2.3233049 48.8126231997388),12647
300,POINT (2.3233049 48.8126231997388),12773
301,POINT (2.3234642 48.812588799738826),12520
301,POINT (2.3234642 48.812588799738826),12521
301,POINT (2.3234642 48.812588799738826),12646
301,POINT (2.3234642 48.812588799738826),12647
301,POINT (2.3234642 48.812588799738826),12773
302,POINT (2.3235724 48.812564299738796),12520
302,POINT (2.3235724 48.812564299738796),12521
302,POINT (2.3235724 48.812564299738796),12646
302,POINT (2.3235724 48.812564299738796),12647
302,POINT (2.3235724 48.812564299738796),12773
303,POINT (2.3236341 48.81255089973883),12520
303,POINT (2.3236341 48.81255089973883),12521
303,POINT (2.3236341 48.81255089973883),12646
303,POINT (2.3236341 48.81255089973883),12647
303,POINT (2.3236341 48.81255089973883),12773
304,POINT (2.190234 48.782509699746264),10634
304,POINT (2.190234 48.782509699746264),10760
304,POINT (2.190234 48.782509699746264),10761
304,POINT (2.190234 48.782509699746264),10886
305,POINT (2.1290483 48.80080729974173),9750
305,POINT (2.1290483 48.80080729974173),9876
305,POINT (2.1290483 48.80080729974173),9877
305,POINT (2.1290483 48.80080729974173),10002
306,POINT (2.1364113999999996 48.796730099742746),9876
306,POINT (2.1364113999999996 48.796730099742746),9877
306,POINT (2.1364113999999996 48.796730099742746),10002
306,POINT (2.1364113999999996 48.796730099742746),10003
306,POINT (2.1364113999999996 48.796730099742746),10128
306,POINT (2.1364113999999996 48.796730099742746),10129
307,POINT (2.1364888 48.79669179974276),9876
307,POINT (2.1364888 48.79669179974276),9877
307,POINT (2.1364888 48.79669179974276),10002
307,POINT (2.1364888 48.79669179974276),10003
307,POINT (2.1364888 48.79669179974276),10128
307,POINT (2.1364888 48.79669179974276),10129
308,POINT (2.1519090999999997 48.80673869974025),10127
308,POINT (2.1519090999999997 48.80673869974025),10128
308,POINT (2.1519090999999997 48.80673869974025),10253
308,POINT (2.1519090999999997 48.80673869974025),10254
308,POINT (2.1519090999999997 48.80673869974025),10379
309,POINT (2.1519893 48.80673409974026),10127
309,POINT (2.1519893 48.80673409974026),10128
309,POINT (2.1519893 48.80673409974026),10253
309,POINT (2.1519893 48.80673409974026),10254
309,POINT (2.1519893 48.80673409974026),10379
310,POINT (2.1535309 48.799769599742),10128
310,POINT (2.1535309 48.799769599742),10254
310,POINT (2.1535309 48.799769599742),10255
310,POINT (2.1535309 48.799769599742),10380
311,POINT (2.1535394 48.799726099742),10128
311,POINT (2.1535394 48.799726099742),10254
311,POINT (2.1535394 48.799726099742),10255
311,POINT (2.1535394 48.799726099742),10380
312,POINT (2.2498710000000006 48.82279529973628),11511
312,POINT (2.2498710000000006 48.82279529973628),11512
312,POINT (2.2498710000000006 48.82279529973628),11637
312,POINT (2.2498710000000006 48.82279529973628),11638
312,POINT (2.2498710000000006 48.82279529973628),11764
313,POINT (2.2498899 48.822756799736275),11511
313,POINT (2.2498899 48.822756799736275),11512
313,POINT (2.2498899 48.822756799736275),11637
313,POINT (2.2498899 48.822756799736275),11638
313,POINT (2.2498899 48.822756799736275),11764
314,POINT (2.2499113 48.82271469973631),11511
314,POINT (2.2499113 48.82271469973631),11512
314,POINT (2.2499113 48.82271469973631),11637
314,POINT (2.2499113 48.82271469973631),11638
314,POINT (2.2499113 48.82271469973631),11764
315,POINT (2.2499347 48.822668899736286),11511
315,POINT (2.2499347 48.822668899736286),11512
315,POINT (2.2499347 48.822668899736286),11637
315,POINT (2.2499347 48.822668899736286),11638
315,POINT (2.2499347 48.822668899736286),11764
316,POINT (2.2499565999999995 48.82262719973632),11511
316,POINT (2.2499565999999995 48.82262719973632),11512
316,POINT (2.2499565999999995 48.82262719973632),11637
316,POINT (2.2499565999999995 48.82262719973632),11638
316,POINT (2.2499565999999995 48.82262719973632),11764
317,POINT (2.2499775999999994 48.82258109973633),11511
317,POINT (2.2499775999999994 48.82258109973633),11512
317,POINT (2.2499775999999994 48.82258109973633),11637
317,POINT (2.2499775999999994 48.82258109973633),11638
317,POINT (2.2499775999999994 48.82258109973633),11764
318,POINT (2.267691 48.827514899735114),11763
318,POINT (2.267691 48.827514899735114),11889
318,POINT (2.267691 48.827514899735114),11890
318,POINT (2.267691 48.827514899735114),12015
319,POINT (2.2676978 48.8274949997351),11763
319,POINT (2.2676978 48.8274949997351),11889
319,POINT (2.2676978 48.8274949997351),11890
319,POINT (2.2676978 48.8274949997351),12015
320,POINT (2.2677045 48.827468099735114),11763
320,POINT (2.2677045 48.827468099735114),11889
320,POINT (2.2677045 48.827468099735114),11890
320,POINT (2.2677045 48.827468099735114),12015
321,POINT (2.2677051 48.82744599973513),11763
321,POINT (2.2677051 48.82744599973513),11889
321,POINT (2.2677051 48.82744599973513),11890
321,POINT (2.2677051 48.82744599973513),12015
322,POINT (2.2677071 48.82742439973512),11763
322,POINT (2.2677071 48.82742439973512),11889
322,POINT (2.2677071 48.82742439973512),11890
322,POINT (2.2677071 48.82742439973512),12015
323,POINT (2.2677124 48.82740089973513),11763
323,POINT (2.2677124 48.82740089973513),11889
323,POINT (2.2677124 48.82740089973513),11890
323,POINT (2.2677124 48.82740089973513),12015
324,POINT (2.3541032 48.87083739972434),12892
324,POINT (2.3541032 48.87083739972434),13018
324,POINT (2.3541032 48.87083739972434),13019
324,POINT (2.3541032 48.87083739972434),13144
324,POINT (2.3541032 48.87083739972434),13145
325,POINT (1.9726345 48.82817209973495),7605
325,POINT (1.9726345 48.82817209973495),7730
325,POINT (1.9726345 48.82817209973495),7731
325,POINT (1.9726345 48.82817209973495),7857
326,POINT (2.0681464 48.80860709973982),8867
326,POINT (2.0681464 48.80860709973982),8993
326,POINT (2.0681464 48.80860709973982),8994
326,POINT (2.0681464 48.80860709973982),9119
326,POINT (2.0681464 48.80860709973982),9120
327,POINT (2.0682090999999994 48.80858919973979),8867
327,POINT (2.0682090999999994 48.80858919973979),8993
327,POINT (2.0682090999999994 48.80858919973979),8994
327,POINT (2.0682090999999994 48.80858919973979),9119
327,POINT (2.0682090999999994 48.80858919973979),9120
328,POINT (2.0682698 48.80856959973979),8993
328,POINT (2.0682698 48.80856959973979),8994
328,POINT (2.0682698 48.80856959973979),9119
328,POINT (2.0682698 48.80856959973979),9120
329,POINT (2.4073981 48.722261099761205),13665
329,POINT (2.4073981 48.722261099761205),13790
329,POINT (2.4073981 48.722261099761205),13791
329,POINT (2.4073981 48.722261099761205),13916
329,POINT (2.4073981 48.722261099761205),13917
330,POINT (1.9608869000000002 48.829932699734506),7478
330,POINT (1.9608869000000002 48.829932699734506),7479
330,POINT (1.9608869000000002 48.829932699734506),7604
330,POINT (1.9608869000000002 48.829932699734506),7605
330,POINT (1.9608869000000002 48.829932699734506),7731
331,POINT (2.3032942999999997 48.585773999794995),12294
331,POINT (2.3032942999999997 48.585773999794995),12419
331,POINT (2.3032942999999997 48.585773999794995),12420
331,POINT (2.3032942999999997 48.585773999794995),12546
332,POINT (2.2532257 48.704920299765504),11524
332,POINT (2.2532257 48.704920299765504),11525
332,POINT (2.2532257 48.704920299765504),11650
332,POINT (2.2532257 48.704920299765504),11651
332,POINT (2.2532257 48.704920299765504),11776
332,POINT (2.2532257 48.704920299765504),11777
333,POINT (2.4329667999999995 48.84858669972987),14028
333,POINT (2.4329667999999995 48.84858669972987),14029
333,POINT (2.4329667999999995 48.84858669972987),14154
333,POINT (2.4329667999999995 48.84858669972987),14155
333,POINT (2.4329667999999995 48.84858669972987),14280
333,POINT (2.4329667999999995 48.84858669972987),14281
334,POINT (2.4330164 48.84858449972988),14028
334,POINT (2.4330164 48.84858449972988),14029
334,POINT (2.4330164 48.84858449972988),14154
334,POINT (2.4330164 48.84858449972988),14155
334,POINT (2.4330164 48.84858449972988),14280
334,POINT (2.4330164 48.84858449972988),14281
335,POINT (2.4330814 48.84858009972988),14029
335,POINT (2.4330814 48.84858009972988),14154
335,POINT (2.4330814 48.84858009972988),14155
335,POINT (2.4330814 48.84858009972988),14280
335,POINT (2.4330814 48.84858009972988),14281
336,POINT (2.4331424 48.848577499729885),14029
336,POINT (2.4331424 48.848577499729885),14154
336,POINT (2.4331424 48.848577499729885),14155
336,POINT (2.4331424 48.848577499729885),14280
336,POINT (2.4331424 48.848577499729885),14281
337,POINT (2.4332127999999997 48.848571699729895),14029
337,POINT (2.4332127999999997 48.848571699729895),14154
337,POINT (2.4332127999999997 48.848571699729895),14155
337,POINT (2.4332127999999997 48.848571699729895),14280
337,POINT (2.4332127999999997 48.848571699729895),14281
338,POINT (2.4333161 48.848564199729886),14029
338,POINT (2.4333161 48.848564199729886),14154
338,POINT (2.4333161 48.848564199729886),14155
338,POINT (2.4333161 48.848564199729886),14280
338,POINT (2.4333161 48.848564199729886),14281
339,POINT (2.4333743999999995 48.84856119972987),14029
339,POINT (2.4333743999999995 48.84856119972987),14154
339,POINT (2.4333743999999995 48.84856119972987),14155
339,POINT (2.4333743999999995 48.84856119972987),14280
339,POINT (2.4333743999999995 48.84856119972987),14281
340,POINT (2.3766000823535376 48.88280074982164),13269
340,POINT (2.3766000823535376 48.88280074982164),13394
340,POINT (2.3766000823535376 48.88280074982164),13395
340,POINT (2.3766000823535376 48.88280074982164),13521
341,POINT (2.335519 48.89489699971839),12637
341,POINT (2.335519 48.89489699971839),12638
341,POINT (2.335519 48.89489699971839),12763
341,POINT (2.335519 48.89489699971839),12764
341,POINT (2.335519 48.89489699971839),12889
341,POINT (2.335519 48.89489699971839),12890
342,POINT (2.3121582999999997 48.88684839972039),12386
342,POINT (2.3121582999999997 48.88684839972039),12387
342,POINT (2.3121582999999997 48.88684839972039),12512
342,POINT (2.3121582999999997 48.88684839972039),12513
343,POINT (2.2724281999999993 48.75519569975305),11771
343,POINT (2.2724281999999993 48.75519569975305),11897
343,POINT (2.2724281999999993 48.75519569975305),11898
343,POINT (2.2724281999999993 48.75519569975305),12023
344,POINT (2.2907703 48.91592179971318),12005
344,POINT (2.2907703 48.91592179971318),12131
344,POINT (2.2907703 48.91592179971318),12132
344,POINT (2.2907703 48.91592179971318),12257
344,POINT (2.2907703 48.91592179971318),12258
345,POINT (2.2908027999999994 48.91588619971319),12005
345,POINT (2.2908027999999994 48.91588619971319),12131
345,POINT (2.2908027999999994 48.91588619971319),12132
345,POINT (2.2908027999999994 48.91588619971319),12257
345,POINT (2.2908027999999994 48.91588619971319),12258
346,POINT (2.2908367 48.915849099713206),12005
346,POINT (2.2908367 48.915849099713206),12131
346,POINT (2.2908367 48.915849099713206),12132
346,POINT (2.2908367 48.915849099713206),12257
346,POINT (2.2908367 48.915849099713206),12258
347,POINT (2.2908712999999996 48.915811299713205),12005
347,POINT (2.2908712999999996 48.915811299713205),12131
347,POINT (2.2908712999999996 48.915811299713205),12132
347,POINT (2.2908712999999996 48.915811299713205),12257
347,POINT (2.2908712999999996 48.915811299713205),12258
348,POINT (2.2909033999999995 48.915776199713214),12005
348,POINT (2.2909033999999995 48.915776199713214),12131
348,POINT (2.2909033999999995 48.915776199713214),12132
348,POINT (2.2909033999999995 48.915776199713214),12257
348,POINT (2.2909033999999995 48.915776199713214),12258
349,POINT (2.2909356999999995 48.91574079971323),12005
349,POINT (2.2909356999999995 48.91574079971323),12131
349,POINT (2.2909356999999995 48.91574079971323),12132
349,POINT (2.2909356999999995 48.91574079971323),12257
349,POINT (2.2909356999999995 48.91574079971323),12258
350,POINT (2.2522822999999996 48.74089129975659),11520
350,POINT (2.2522822999999996 48.74089129975659),11521
350,POINT (2.2522822999999996 48.74089129975659),11646
350,POINT (2.2522822999999996 48.74089129975659),11647
350,POINT (2.2522822999999996 48.74089129975659),11772
350,POINT (2.2522822999999996 48.74089129975659),11773
351,POINT (2.2690999999999995 48.745862299755366),11772
351,POINT (2.2690999999999995 48.745862299755366),11898
351,POINT (2.2690999999999995 48.745862299755366),11899
351,POINT (2.2690999999999995 48.745862299755366),12024
352,POINT (2.1715126999999996 48.67579499977271),10394
352,POINT (2.1715126999999996 48.67579499977271),10519
352,POINT (2.1715126999999996 48.67579499977271),10520
352,POINT (2.1715126999999996 48.67579499977271),10646
353,POINT (2.2959256 48.83051229973437),12140
353,POINT (2.2959256 48.83051229973437),12141
353,POINT (2.2959256 48.83051229973437),12266
353,POINT (2.2959256 48.83051229973437),12267
353,POINT (2.2959256 48.83051229973437),12393
354,POINT (2.3296381 48.834687299733304),12644
354,POINT (2.3296381 48.834687299733304),12645
354,POINT (2.3296381 48.834687299733304),12770
354,POINT (2.3296381 48.834687299733304),12771
354,POINT (2.3296381 48.834687299733304),12896
355,POINT (2.339292 48.88224269972153),12765
355,POINT (2.339292 48.88224269972153),12890
355,POINT (2.339292 48.88224269972153),12891
355,POINT (2.339292 48.88224269972153),13017
356,POINT (2.3452424 48.854185299728485),12768
356,POINT (2.3452424 48.854185299728485),12894
356,POINT (2.3452424 48.854185299728485),12895
356,POINT (2.3452424 48.854185299728485),13020
357,POINT (2.3239810999999997 48.84783729973006),12517
357,POINT (2.3239810999999997 48.84783729973006),12642
357,POINT (2.3239810999999997 48.84783729973006),12643
357,POINT (2.3239810999999997 48.84783729973006),12769
358,POINT (2.30583 48.837513699732625),12266
