,X,Y,com_insee,com_nom,acc,Type,geometry,0
579,2.6238754,48.9455737997058,77514,Villeparisis,Intérieur,aed,POINT (2.6238754 48.9455737997058),16664
579,2.6238754,48.9455737997058,77514,Villeparisis,Intérieur,aed,POINT (2.6238754 48.9455737997058),16789
579,2.6238754,48.9455737997058,77514,Villeparisis,Intérieur,aed,POINT (2.6238754 48.9455737997058),16790
579,2.6238754,48.9455737997058,77514,Villeparisis,Intérieur,aed,POINT (2.6238754 48.9455737997058),16916
580,2.3014606,48.6938111997683,91345,Longjumeau,Intérieur,aed,POINT (2.3014606 48.6938111997683),12156
580,2.3014606,48.6938111997683,91345,Longjumeau,Intérieur,aed,POINT (2.3014606 48.6938111997683),12281
580,2.3014606,48.6938111997683,91345,Longjumeau,Intérieur,aed,POINT (2.3014606 48.6938111997683),12282
580,2.3014606,48.6938111997683,91345,Longjumeau,Intérieur,aed,POINT (2.3014606 48.6938111997683),12408
581,2.2990635,48.6955064997678,91345,Longjumeau,Intérieur,aed,POINT (2.2990635 48.6955064997678),12156
581,2.2990635,48.6955064997678,91345,Longjumeau,Intérieur,aed,POINT (2.2990635 48.6955064997678),12281
581,2.2990635,48.6955064997678,91345,Longjumeau,Intérieur,aed,POINT (2.2990635 48.6955064997678),12282
581,2.2990635,48.6955064997678,91345,Longjumeau,Intérieur,aed,POINT (2.2990635 48.6955064997678),12407
581,2.2990635,48.6955064997678,91345,Longjumeau,Intérieur,aed,POINT (2.2990635 48.6955064997678),12408
582,2.2948277,48.694785399768,91345,Longjumeau,Intérieur,aed,POINT (2.2948277 48.694785399768),12155
582,2.2948277,48.694785399768,91345,Longjumeau,Intérieur,aed,POINT (2.2948277 48.694785399768),12156
582,2.2948277,48.694785399768,91345,Longjumeau,Intérieur,aed,POINT (2.2948277 48.694785399768),12281
582,2.2948277,48.694785399768,91345,Longjumeau,Intérieur,aed,POINT (2.2948277 48.694785399768),12282
582,2.2948277,48.694785399768,91345,Longjumeau,Intérieur,aed,POINT (2.2948277 48.694785399768),12408
583,2.2958855,48.6942903997681,91345,Longjumeau,Intérieur,aed,POINT (2.2958855 48.6942903997681),12156
583,2.2958855,48.6942903997681,91345,Longjumeau,Intérieur,aed,POINT (2.2958855 48.6942903997681),12281
583,2.2958855,48.6942903997681,91345,Longjumeau,Intérieur,aed,POINT (2.2958855 48.6942903997681),12282
583,2.2958855,48.6942903997681,91345,Longjumeau,Intérieur,aed,POINT (2.2958855 48.6942903997681),12408
584,2.9031519,48.9667156997006,77284,Meaux,Intérieur,aed,POINT (2.9031519 48.9667156997006),20568
584,2.9031519,48.9667156997006,77284,Meaux,Intérieur,aed,POINT (2.9031519 48.9667156997006),20693
584,2.9031519,48.9667156997006,77284,Meaux,Intérieur,aed,POINT (2.9031519 48.9667156997006),20694
584,2.9031519,48.9667156997006,77284,Meaux,Intérieur,aed,POINT (2.9031519 48.9667156997006),20819
584,2.9031519,48.9667156997006,77284,Meaux,Intérieur,aed,POINT (2.9031519 48.9667156997006),20820
585,2.9494006,48.9601447997022,77475,Trilport,Extérieur,aed,POINT (2.9494006 48.9601447997022),21324
585,2.9494006,48.9601447997022,77475,Trilport,Extérieur,aed,POINT (2.9494006 48.9601447997022),21325
585,2.9494006,48.9601447997022,77475,Trilport,Extérieur,aed,POINT (2.9494006 48.9601447997022),21450
585,2.9494006,48.9601447997022,77475,Trilport,Extérieur,aed,POINT (2.9494006 48.9601447997022),21451
586,2.7605436,48.9182255997126,77234,Jablines,Extérieur,aed,POINT (2.7605436 48.9182255997126),18557
586,2.7605436,48.9182255997126,77234,Jablines,Extérieur,aed,POINT (2.7605436 48.9182255997126),18683
586,2.7605436,48.9182255997126,77234,Jablines,Extérieur,aed,POINT (2.7605436 48.9182255997126),18809
586,2.7605436,48.9182255997126,77234,Jablines,Extérieur,aed,POINT (2.7605436 48.9182255997126),18935
587,3.2199638,48.9738969996988,77397,Saâcy-sur-Marne,Extérieur,aed,POINT (3.2199638 48.9738969996988),25102
587,3.2199638,48.9738969996988,77397,Saâcy-sur-Marne,Extérieur,aed,POINT (3.2199638 48.9738969996988),25103
587,3.2199638,48.9738969996988,77397,Saâcy-sur-Marne,Extérieur,aed,POINT (3.2199638 48.9738969996988),25228
587,3.2199638,48.9738969996988,77397,Saâcy-sur-Marne,Extérieur,aed,POINT (3.2199638 48.9738969996988),25229
587,3.2199638,48.9738969996988,77397,Saâcy-sur-Marne,Extérieur,aed,POINT (3.2199638 48.9738969996988),25355
588,3.0044302,48.9986867996926,77231,Isles-les-Meldeuses,Extérieur,aed,POINT (3.0044302 48.9986867996926),22076
588,3.0044302,48.9986867996926,77231,Isles-les-Meldeuses,Extérieur,aed,POINT (3.0044302 48.9986867996926),22202
588,3.0044302,48.9986867996926,77231,Isles-les-Meldeuses,Extérieur,aed,POINT (3.0044302 48.9986867996926),22328
589,2.9498873,48.9564639997031,77475,Trilport,Intérieur,aed,POINT (2.9498873 48.9564639997031),21324
589,2.9498873,48.9564639997031,77475,Trilport,Intérieur,aed,POINT (2.9498873 48.9564639997031),21325
589,2.9498873,48.9564639997031,77475,Trilport,Intérieur,aed,POINT (2.9498873 48.9564639997031),21450
589,2.9498873,48.9564639997031,77475,Trilport,Intérieur,aed,POINT (2.9498873 48.9564639997031),21451
590,3.137568,48.9508539997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.137568 48.9508539997045),23845
590,3.137568,48.9508539997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.137568 48.9508539997045),23971
590,3.137568,48.9508539997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.137568 48.9508539997045),23972
590,3.137568,48.9508539997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.137568 48.9508539997045),24097
590,3.137568,48.9508539997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.137568 48.9508539997045),24098
591,3.1256306,48.9507430997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.1256306 48.9507430997045),23719
591,3.1256306,48.9507430997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.1256306 48.9507430997045),23720
591,3.1256306,48.9507430997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.1256306 48.9507430997045),23845
591,3.1256306,48.9507430997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.1256306 48.9507430997045),23846
591,3.1256306,48.9507430997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.1256306 48.9507430997045),23971
591,3.1256306,48.9507430997045,77183,La Ferté-sous-Jouarre,Intérieur,aed,POINT (3.1256306 48.9507430997045),23972
592,3.0820483,48.80774379974,77131,Coulommiers,Extérieur,aed,POINT (3.0820483 48.80774379974),23105
592,3.0820483,48.80774379974,77131,Coulommiers,Extérieur,aed,POINT (3.0820483 48.80774379974),23231
592,3.0820483,48.80774379974,77131,Coulommiers,Extérieur,aed,POINT (3.0820483 48.80774379974),23232
592,3.0820483,48.80774379974,77131,Coulommiers,Extérieur,aed,POINT (3.0820483 48.80774379974),23357
592,3.0820483,48.80774379974,77131,Coulommiers,Extérieur,aed,POINT (3.0820483 48.80774379974),23358
593,3.0873138,48.8133743997386,77131,Coulommiers,Intérieur,aed,POINT (3.0873138 48.8133743997386),23230
593,3.0873138,48.8133743997386,77131,Coulommiers,Intérieur,aed,POINT (3.0873138 48.8133743997386),23231
593,3.0873138,48.8133743997386,77131,Coulommiers,Intérieur,aed,POINT (3.0873138 48.8133743997386),23356
593,3.0873138,48.8133743997386,77131,Coulommiers,Intérieur,aed,POINT (3.0873138 48.8133743997386),23357
593,3.0873138,48.8133743997386,77131,Coulommiers,Intérieur,aed,POINT (3.0873138 48.8133743997386),23482
593,3.0873138,48.8133743997386,77131,Coulommiers,Intérieur,aed,POINT (3.0873138 48.8133743997386),23483
594,3.0856508,48.8129751997387,77131,Coulommiers,Intérieur,aed,POINT (3.0856508 48.8129751997387),23230
594,3.0856508,48.8129751997387,77131,Coulommiers,Intérieur,aed,POINT (3.0856508 48.8129751997387),23231
594,3.0856508,48.8129751997387,77131,Coulommiers,Intérieur,aed,POINT (3.0856508 48.8129751997387),23356
594,3.0856508,48.8129751997387,77131,Coulommiers,Intérieur,aed,POINT (3.0856508 48.8129751997387),23357
594,3.0856508,48.8129751997387,77131,Coulommiers,Intérieur,aed,POINT (3.0856508 48.8129751997387),23483
595,3.0860156,48.8124417997388,77131,Coulommiers,Intérieur,aed,POINT (3.0860156 48.8124417997388),23230
595,3.0860156,48.8124417997388,77131,Coulommiers,Intérieur,aed,POINT (3.0860156 48.8124417997388),23231
595,3.0860156,48.8124417997388,77131,Coulommiers,Intérieur,aed,POINT (3.0860156 48.8124417997388),23356
595,3.0860156,48.8124417997388,77131,Coulommiers,Intérieur,aed,POINT (3.0860156 48.8124417997388),23357
595,3.0860156,48.8124417997388,77131,Coulommiers,Intérieur,aed,POINT (3.0860156 48.8124417997388),23483
596,3.0843982,48.811839399739,77131,Coulommiers,Intérieur,aed,POINT (3.0843982 48.811839399739),23230
596,3.0843982,48.811839399739,77131,Coulommiers,Intérieur,aed,POINT (3.0843982 48.811839399739),23231
596,3.0843982,48.811839399739,77131,Coulommiers,Intérieur,aed,POINT (3.0843982 48.811839399739),23356
596,3.0843982,48.811839399739,77131,Coulommiers,Intérieur,aed,POINT (3.0843982 48.811839399739),23357
597,2.8736091,48.957093799703,77284,Meaux,Extérieur,aed,POINT (2.8736091 48.957093799703),20190
597,2.8736091,48.957093799703,77284,Meaux,Extérieur,aed,POINT (2.8736091 48.957093799703),20191
597,2.8736091,48.957093799703,77284,Meaux,Extérieur,aed,POINT (2.8736091 48.957093799703),20316
597,2.8736091,48.957093799703,77284,Meaux,Extérieur,aed,POINT (2.8736091 48.957093799703),20317
597,2.8736091,48.957093799703,77284,Meaux,Extérieur,aed,POINT (2.8736091 48.957093799703),20442
597,2.8736091,48.957093799703,77284,Meaux,Extérieur,aed,POINT (2.8736091 48.957093799703),20443
598,3.0957627,48.8026951997413,77131,Coulommiers,Intérieur,aed,POINT (3.0957627 48.8026951997413),23357
598,3.0957627,48.8026951997413,77131,Coulommiers,Intérieur,aed,POINT (3.0957627 48.8026951997413),23358
598,3.0957627,48.8026951997413,77131,Coulommiers,Intérieur,aed,POINT (3.0957627 48.8026951997413),23483
598,3.0957627,48.8026951997413,77131,Coulommiers,Intérieur,aed,POINT (3.0957627 48.8026951997413),23484
598,3.0957627,48.8026951997413,77131,Coulommiers,Intérieur,aed,POINT (3.0957627 48.8026951997413),23610
599,3.0969838,48.8041301997409,77131,Coulommiers,Intérieur,aed,POINT (3.0969838 48.8041301997409),23357
599,3.0969838,48.8041301997409,77131,Coulommiers,Intérieur,aed,POINT (3.0969838 48.8041301997409),23358
599,3.0969838,48.8041301997409,77131,Coulommiers,Intérieur,aed,POINT (3.0969838 48.8041301997409),23483
599,3.0969838,48.8041301997409,77131,Coulommiers,Intérieur,aed,POINT (3.0969838 48.8041301997409),23484
599,3.0969838,48.8041301997409,77131,Coulommiers,Intérieur,aed,POINT (3.0969838 48.8041301997409),23609
599,3.0969838,48.8041301997409,77131,Coulommiers,Intérieur,aed,POINT (3.0969838 48.8041301997409),23610
600,3.128761,48.6654391997753,77239,Jouy-le-Châtel,Extérieur,aed,POINT (3.128761 48.6654391997753),23751
600,3.128761,48.6654391997753,77239,Jouy-le-Châtel,Extérieur,aed,POINT (3.128761 48.6654391997753),23877
600,3.128761,48.6654391997753,77239,Jouy-le-Châtel,Extérieur,aed,POINT (3.128761 48.6654391997753),23878
600,3.128761,48.6654391997753,77239,Jouy-le-Châtel,Extérieur,aed,POINT (3.128761 48.6654391997753),24003
600,3.128761,48.6654391997753,77239,Jouy-le-Châtel,Extérieur,aed,POINT (3.128761 48.6654391997753),24004
601,3.130302,48.9271561997104,77238,Jouarre,Extérieur,aed,POINT (3.130302 48.9271561997104),23848
601,3.130302,48.9271561997104,77238,Jouarre,Extérieur,aed,POINT (3.130302 48.9271561997104),23973
601,3.130302,48.9271561997104,77238,Jouarre,Extérieur,aed,POINT (3.130302 48.9271561997104),23974
601,3.130302,48.9271561997104,77238,Jouarre,Extérieur,aed,POINT (3.130302 48.9271561997104),24100
602,2.877681,48.9348229997085,77276,Mareuil-lès-Meaux,Intérieur,aed,POINT (2.877681 48.9348229997085),20319
602,2.877681,48.9348229997085,77276,Mareuil-lès-Meaux,Intérieur,aed,POINT (2.877681 48.9348229997085),20320
602,2.877681,48.9348229997085,77276,Mareuil-lès-Meaux,Intérieur,aed,POINT (2.877681 48.9348229997085),20445
602,2.877681,48.9348229997085,77276,Mareuil-lès-Meaux,Intérieur,aed,POINT (2.877681 48.9348229997085),20446
602,2.877681,48.9348229997085,77276,Mareuil-lès-Meaux,Intérieur,aed,POINT (2.877681 48.9348229997085),20571
603,2.2998612,48.8316954997341,75056,Paris,Extérieur,aed,POINT (2.2998612 48.8316954997341),12141
603,2.2998612,48.8316954997341,75056,Paris,Extérieur,aed,POINT (2.2998612 48.8316954997341),12266
603,2.2998612,48.8316954997341,75056,Paris,Extérieur,aed,POINT (2.2998612 48.8316954997341),12267
603,2.2998612,48.8316954997341,75056,Paris,Extérieur,aed,POINT (2.2998612 48.8316954997341),12392
603,2.2998612,48.8316954997341,75056,Paris,Extérieur,aed,POINT (2.2998612 48.8316954997341),12393
604,2.2405545,48.710938599764,91477,Palaiseau,Intérieur,aed,POINT (2.2405545 48.710938599764),11398
604,2.2405545,48.710938599764,91477,Palaiseau,Intérieur,aed,POINT (2.2405545 48.710938599764),11524
604,2.2405545,48.710938599764,91477,Palaiseau,Intérieur,aed,POINT (2.2405545 48.710938599764),11650
605,2.1736741,48.6863699997701,91692,Les Ulis,Extérieur,aed,POINT (2.1736741 48.6863699997701),10393
605,2.1736741,48.6863699997701,91692,Les Ulis,Extérieur,aed,POINT (2.1736741 48.6863699997701),10518
605,2.1736741,48.6863699997701,91692,Les Ulis,Extérieur,aed,POINT (2.1736741 48.6863699997701),10519
605,2.1736741,48.6863699997701,91692,Les Ulis,Extérieur,aed,POINT (2.1736741 48.6863699997701),10644
605,2.1736741,48.6863699997701,91692,Les Ulis,Extérieur,aed,POINT (2.1736741 48.6863699997701),10645
606,2.1688343,48.7125704997636,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1688343 48.7125704997636),10389
606,2.1688343,48.7125704997636,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1688343 48.7125704997636),10390
606,2.1688343,48.7125704997636,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1688343 48.7125704997636),10515
606,2.1688343,48.7125704997636,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1688343 48.7125704997636),10516
606,2.1688343,48.7125704997636,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1688343 48.7125704997636),10642
607,2.1618908,48.7087872997645,91272,Gif-sur-Yvette,Extérieur,aed,POINT (2.1618908 48.7087872997645),10264
607,2.1618908,48.7087872997645,91272,Gif-sur-Yvette,Extérieur,aed,POINT (2.1618908 48.7087872997645),10265
607,2.1618908,48.7087872997645,91272,Gif-sur-Yvette,Extérieur,aed,POINT (2.1618908 48.7087872997645),10390
607,2.1618908,48.7087872997645,91272,Gif-sur-Yvette,Extérieur,aed,POINT (2.1618908 48.7087872997645),10391
607,2.1618908,48.7087872997645,91272,Gif-sur-Yvette,Extérieur,aed,POINT (2.1618908 48.7087872997645),10516
608,2.1581092,48.7085463997646,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1581092 48.7085463997646),10264
608,2.1581092,48.7085463997646,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1581092 48.7085463997646),10265
608,2.1581092,48.7085463997646,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1581092 48.7085463997646),10390
608,2.1581092,48.7085463997646,91272,Gif-sur-Yvette,Intérieur,aed,POINT (2.1581092 48.7085463997646),10391
609,2.0852355,48.7165064997626,78575,Saint-Rémy-lès-Chevreuse,Intérieur,aed,POINT (2.0852355 48.7165064997626),9255
609,2.0852355,48.7165064997626,78575,Saint-Rémy-lès-Chevreuse,Intérieur,aed,POINT (2.0852355 48.7165064997626),9256
609,2.0852355,48.7165064997626,78575,Saint-Rémy-lès-Chevreuse,Intérieur,aed,POINT (2.0852355 48.7165064997626),9381
609,2.0852355,48.7165064997626,78575,Saint-Rémy-lès-Chevreuse,Intérieur,aed,POINT (2.0852355 48.7165064997626),9382
610,2.0793544,48.7265107997602,78356,Magny-les-Hameaux,Intérieur,aed,POINT (2.0793544 48.7265107997602),9128
610,2.0793544,48.7265107997602,78356,Magny-les-Hameaux,Intérieur,aed,POINT (2.0793544 48.7265107997602),9129
610,2.0793544,48.7265107997602,78356,Magny-les-Hameaux,Intérieur,aed,POINT (2.0793544 48.7265107997602),9254
610,2.0793544,48.7265107997602,78356,Magny-les-Hameaux,Intérieur,aed,POINT (2.0793544 48.7265107997602),9255
610,2.0793544,48.7265107997602,78356,Magny-les-Hameaux,Intérieur,aed,POINT (2.0793544 48.7265107997602),9380
611,2.313185,48.8165943997378,92049,Montrouge,Intérieur,aed,POINT (2.313185 48.8165943997378),12394
611,2.313185,48.8165943997378,92049,Montrouge,Intérieur,aed,POINT (2.313185 48.8165943997378),12395
611,2.313185,48.8165943997378,92049,Montrouge,Intérieur,aed,POINT (2.313185 48.8165943997378),12520
611,2.313185,48.8165943997378,92049,Montrouge,Intérieur,aed,POINT (2.313185 48.8165943997378),12521
611,2.313185,48.8165943997378,92049,Montrouge,Intérieur,aed,POINT (2.313185 48.8165943997378),12646
612,2.312425,48.8162903997379,92049,Montrouge,Intérieur,aed,POINT (2.312425 48.8162903997379),12394
612,2.312425,48.8162903997379,92049,Montrouge,Intérieur,aed,POINT (2.312425 48.8162903997379),12395
612,2.312425,48.8162903997379,92049,Montrouge,Intérieur,aed,POINT (2.312425 48.8162903997379),12520
612,2.312425,48.8162903997379,92049,Montrouge,Intérieur,aed,POINT (2.312425 48.8162903997379),12521
612,2.312425,48.8162903997379,92049,Montrouge,Intérieur,aed,POINT (2.312425 48.8162903997379),12646
613,2.3130966,48.8168412997378,92049,Montrouge,Intérieur,aed,POINT (2.3130966 48.8168412997378),12394
613,2.3130966,48.8168412997378,92049,Montrouge,Intérieur,aed,POINT (2.3130966 48.8168412997378),12395
613,2.3130966,48.8168412997378,92049,Montrouge,Intérieur,aed,POINT (2.3130966 48.8168412997378),12520
613,2.3130966,48.8168412997378,92049,Montrouge,Intérieur,aed,POINT (2.3130966 48.8168412997378),12521
613,2.3130966,48.8168412997378,92049,Montrouge,Intérieur,aed,POINT (2.3130966 48.8168412997378),12646
614,2.305527,48.8275744997351,75056,Paris,Intérieur,aed,POINT (2.305527 48.8275744997351),12267
614,2.305527,48.8275744997351,75056,Paris,Intérieur,aed,POINT (2.305527 48.8275744997351),12393
614,2.305527,48.8275744997351,75056,Paris,Intérieur,aed,POINT (2.305527 48.8275744997351),12394
614,2.305527,48.8275744997351,75056,Paris,Intérieur,aed,POINT (2.305527 48.8275744997351),12519
615,2.3085406,48.8272511997352,75056,Paris,Intérieur,aed,POINT (2.3085406 48.8272511997352),12267
615,2.3085406,48.8272511997352,75056,Paris,Intérieur,aed,POINT (2.3085406 48.8272511997352),12393
615,2.3085406,48.8272511997352,75056,Paris,Intérieur,aed,POINT (2.3085406 48.8272511997352),12394
615,2.3085406,48.8272511997352,75056,Paris,Intérieur,aed,POINT (2.3085406 48.8272511997352),12519
616,2.3085844,48.8272703997352,75056,Paris,Intérieur,aed,POINT (2.3085844 48.8272703997352),12267
616,2.3085844,48.8272703997352,75056,Paris,Intérieur,aed,POINT (2.3085844 48.8272703997352),12393
616,2.3085844,48.8272703997352,75056,Paris,Intérieur,aed,POINT (2.3085844 48.8272703997352),12394
616,2.3085844,48.8272703997352,75056,Paris,Intérieur,aed,POINT (2.3085844 48.8272703997352),12519
617,2.3139016,48.8277174997351,75056,Paris,Extérieur,aed,POINT (2.3139016 48.8277174997351),12393
617,2.3139016,48.8277174997351,75056,Paris,Extérieur,aed,POINT (2.3139016 48.8277174997351),12519
617,2.3139016,48.8277174997351,75056,Paris,Extérieur,aed,POINT (2.3139016 48.8277174997351),12520
617,2.3139016,48.8277174997351,75056,Paris,Extérieur,aed,POINT (2.3139016 48.8277174997351),12645
618,2.1871836,48.6966957997675,91471,Orsay,Intérieur,aed,POINT (2.1871836 48.6966957997675),10643
618,2.1871836,48.6966957997675,91471,Orsay,Intérieur,aed,POINT (2.1871836 48.6966957997675),10644
618,2.1871836,48.6966957997675,91471,Orsay,Intérieur,aed,POINT (2.1871836 48.6966957997675),10769
618,2.1871836,48.6966957997675,91471,Orsay,Intérieur,aed,POINT (2.1871836 48.6966957997675),10770
618,2.1871836,48.6966957997675,91471,Orsay,Intérieur,aed,POINT (2.1871836 48.6966957997675),10896
619,2.3107995,48.8143866997384,92049,Montrouge,Intérieur,aed,POINT (2.3107995 48.8143866997384),12394
619,2.3107995,48.8143866997384,92049,Montrouge,Intérieur,aed,POINT (2.3107995 48.8143866997384),12395
619,2.3107995,48.8143866997384,92049,Montrouge,Intérieur,aed,POINT (2.3107995 48.8143866997384),12520
619,2.3107995,48.8143866997384,92049,Montrouge,Intérieur,aed,POINT (2.3107995 48.8143866997384),12521
620,2.3138872,48.8242065997359,75056,Paris,Extérieur,aed,POINT (2.3138872 48.8242065997359),12393
620,2.3138872,48.8242065997359,75056,Paris,Extérieur,aed,POINT (2.3138872 48.8242065997359),12394
620,2.3138872,48.8242065997359,75056,Paris,Extérieur,aed,POINT (2.3138872 48.8242065997359),12519
620,2.3138872,48.8242065997359,75056,Paris,Extérieur,aed,POINT (2.3138872 48.8242065997359),12520
620,2.3138872,48.8242065997359,75056,Paris,Extérieur,aed,POINT (2.3138872 48.8242065997359),12645
620,2.3138872,48.8242065997359,75056,Paris,Extérieur,aed,POINT (2.3138872 48.8242065997359),12646
621,2.3130635,48.8245081997359,75056,Paris,Intérieur,aed,POINT (2.3130635 48.8245081997359),12393
621,2.3130635,48.8245081997359,75056,Paris,Intérieur,aed,POINT (2.3130635 48.8245081997359),12394
621,2.3130635,48.8245081997359,75056,Paris,Intérieur,aed,POINT (2.3130635 48.8245081997359),12519
621,2.3130635,48.8245081997359,75056,Paris,Intérieur,aed,POINT (2.3130635 48.8245081997359),12520
621,2.3130635,48.8245081997359,75056,Paris,Intérieur,aed,POINT (2.3130635 48.8245081997359),12645
622,2.1857277,48.6953691997679,91471,Orsay,Intérieur,aed,POINT (2.1857277 48.6953691997679),10643
622,2.1857277,48.6953691997679,91471,Orsay,Intérieur,aed,POINT (2.1857277 48.6953691997679),10644
622,2.1857277,48.6953691997679,91471,Orsay,Intérieur,aed,POINT (2.1857277 48.6953691997679),10769
622,2.1857277,48.6953691997679,91471,Orsay,Intérieur,aed,POINT (2.1857277 48.6953691997679),10770
622,2.1857277,48.6953691997679,91471,Orsay,Intérieur,aed,POINT (2.1857277 48.6953691997679),10896
623,2.2975627,48.8248095997358,92075,Vanves,Extérieur,aed,POINT (2.2975627 48.8248095997358),12141
623,2.2975627,48.8248095997358,92075,Vanves,Extérieur,aed,POINT (2.2975627 48.8248095997358),12142
623,2.2975627,48.8248095997358,92075,Vanves,Extérieur,aed,POINT (2.2975627 48.8248095997358),12267
623,2.2975627,48.8248095997358,92075,Vanves,Extérieur,aed,POINT (2.2975627 48.8248095997358),12268
623,2.2975627,48.8248095997358,92075,Vanves,Extérieur,aed,POINT (2.2975627 48.8248095997358),12393
623,2.2975627,48.8248095997358,92075,Vanves,Extérieur,aed,POINT (2.2975627 48.8248095997358),12394
624,2.2988378,48.8242251997359,92075,Vanves,Extérieur,aed,POINT (2.2988378 48.8242251997359),12141
624,2.2988378,48.8242251997359,92075,Vanves,Extérieur,aed,POINT (2.2988378 48.8242251997359),12142
624,2.2988378,48.8242251997359,92075,Vanves,Extérieur,aed,POINT (2.2988378 48.8242251997359),12267
624,2.2988378,48.8242251997359,92075,Vanves,Extérieur,aed,POINT (2.2988378 48.8242251997359),12268
624,2.2988378,48.8242251997359,92075,Vanves,Extérieur,aed,POINT (2.2988378 48.8242251997359),12393
624,2.2988378,48.8242251997359,92075,Vanves,Extérieur,aed,POINT (2.2988378 48.8242251997359),12394
625,2.3104035,48.8251769997357,75056,Paris,Extérieur,aed,POINT (2.3104035 48.8251769997357),12267
625,2.3104035,48.8251769997357,75056,Paris,Extérieur,aed,POINT (2.3104035 48.8251769997357),12393
625,2.3104035,48.8251769997357,75056,Paris,Extérieur,aed,POINT (2.3104035 48.8251769997357),12394
625,2.3104035,48.8251769997357,75056,Paris,Extérieur,aed,POINT (2.3104035 48.8251769997357),12519
625,2.3104035,48.8251769997357,75056,Paris,Extérieur,aed,POINT (2.3104035 48.8251769997357),12520
626,2.3746033,48.6492099997793,91286,Grigny,Intérieur,aed,POINT (2.3746033 48.6492099997793),13294
626,2.3746033,48.6492099997793,91286,Grigny,Intérieur,aed,POINT (2.3746033 48.6492099997793),13295
626,2.3746033,48.6492099997793,91286,Grigny,Intérieur,aed,POINT (2.3746033 48.6492099997793),13420
626,2.3746033,48.6492099997793,91286,Grigny,Intérieur,aed,POINT (2.3746033 48.6492099997793),13421
626,2.3746033,48.6492099997793,91286,Grigny,Intérieur,aed,POINT (2.3746033 48.6492099997793),13547
627,2.3761055,48.6490211997794,91286,Grigny,Intérieur,aed,POINT (2.3761055 48.6490211997794),13295
627,2.3761055,48.6490211997794,91286,Grigny,Intérieur,aed,POINT (2.3761055 48.6490211997794),13420
627,2.3761055,48.6490211997794,91286,Grigny,Intérieur,aed,POINT (2.3761055 48.6490211997794),13421
627,2.3761055,48.6490211997794,91286,Grigny,Intérieur,aed,POINT (2.3761055 48.6490211997794),13547
628,2.348211,48.6487011997794,91434,Morsang-sur-Orge,Intérieur,aed,POINT (2.348211 48.6487011997794),12917
628,2.348211,48.6487011997794,91434,Morsang-sur-Orge,Intérieur,aed,POINT (2.348211 48.6487011997794),13042
628,2.348211,48.6487011997794,91434,Morsang-sur-Orge,Intérieur,aed,POINT (2.348211 48.6487011997794),13043
628,2.348211,48.6487011997794,91434,Morsang-sur-Orge,Intérieur,aed,POINT (2.348211 48.6487011997794),13169
629,2.3107269,48.8598820997271,75056,Paris,Intérieur,aed,POINT (2.3107269 48.8598820997271),12389
629,2.3107269,48.8598820997271,75056,Paris,Intérieur,aed,POINT (2.3107269 48.8598820997271),12390
629,2.3107269,48.8598820997271,75056,Paris,Intérieur,aed,POINT (2.3107269 48.8598820997271),12515
629,2.3107269,48.8598820997271,75056,Paris,Intérieur,aed,POINT (2.3107269 48.8598820997271),12516
630,2.3088927,48.852065699729,75056,Paris,Intérieur,aed,POINT (2.3088927 48.852065699729),12264
630,2.3088927,48.852065699729,75056,Paris,Intérieur,aed,POINT (2.3088927 48.852065699729),12390
630,2.3088927,48.852065699729,75056,Paris,Intérieur,aed,POINT (2.3088927 48.852065699729),12391
630,2.3088927,48.852065699729,75056,Paris,Intérieur,aed,POINT (2.3088927 48.852065699729),12516
630,2.3088927,48.852065699729,75056,Paris,Intérieur,aed,POINT (2.3088927 48.852065699729),12517
631,2.3077646,48.8505599997294,75056,Paris,Intérieur,aed,POINT (2.3077646 48.8505599997294),12264
631,2.3077646,48.8505599997294,75056,Paris,Intérieur,aed,POINT (2.3077646 48.8505599997294),12265
631,2.3077646,48.8505599997294,75056,Paris,Intérieur,aed,POINT (2.3077646 48.8505599997294),12390
631,2.3077646,48.8505599997294,75056,Paris,Intérieur,aed,POINT (2.3077646 48.8505599997294),12391
631,2.3077646,48.8505599997294,75056,Paris,Intérieur,aed,POINT (2.3077646 48.8505599997294),12516
