,X,Y,com_insee,com_nom,acc,Type,geometry,0
52,2.6714546,48.8574616997277,77438,Saint-Thibault-des-Vignes,Intérieur,aed,POINT (2.6714546 48.8574616997277),17556
52,2.6714546,48.8574616997277,77438,Saint-Thibault-des-Vignes,Intérieur,aed,POINT (2.6714546 48.8574616997277),17682
53,2.9057761,48.8594767997272,77142,Crécy-la-Chapelle,Extérieur,aed,POINT (2.9057761 48.8594767997272),20705
53,2.9057761,48.8594767997272,77142,Crécy-la-Chapelle,Extérieur,aed,POINT (2.9057761 48.8594767997272),20706
53,2.9057761,48.8594767997272,77142,Crécy-la-Chapelle,Extérieur,aed,POINT (2.9057761 48.8594767997272),20831
53,2.9057761,48.8594767997272,77142,Crécy-la-Chapelle,Extérieur,aed,POINT (2.9057761 48.8594767997272),20832
54,2.8681525,48.7342985997582,77229,La Houssaye-en-Brie,Extérieur,aed,POINT (2.8681525 48.7342985997582),20215
54,2.8681525,48.7342985997582,77229,La Houssaye-en-Brie,Extérieur,aed,POINT (2.8681525 48.7342985997582),20216
54,2.8681525,48.7342985997582,77229,La Houssaye-en-Brie,Extérieur,aed,POINT (2.8681525 48.7342985997582),20341
54,2.8681525,48.7342985997582,77229,La Houssaye-en-Brie,Extérieur,aed,POINT (2.8681525 48.7342985997582),20342
55,2.5130232,48.6128809997883,91573,Saint-Pierre-du-Perray,Intérieur,aed,POINT (2.5130232 48.6128809997883),15189
55,2.5130232,48.6128809997883,91573,Saint-Pierre-du-Perray,Intérieur,aed,POINT (2.5130232 48.6128809997883),15314
55,2.5130232,48.6128809997883,91573,Saint-Pierre-du-Perray,Intérieur,aed,POINT (2.5130232 48.6128809997883),15315
55,2.5130232,48.6128809997883,91573,Saint-Pierre-du-Perray,Intérieur,aed,POINT (2.5130232 48.6128809997883),15441
56,2.4943195,48.5626369998007,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4943195 48.5626369998007),14942
56,2.4943195,48.5626369998007,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4943195 48.5626369998007),14943
56,2.4943195,48.5626369998007,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4943195 48.5626369998007),15068
56,2.4943195,48.5626369998007,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4943195 48.5626369998007),15069
56,2.4943195,48.5626369998007,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4943195 48.5626369998007),15194
56,2.4943195,48.5626369998007,91179,Le Coudray-Montceaux,Intérieur,aed,POINT (2.4943195 48.5626369998007),15195
57,2.491093,48.5292628998089,91037,Auvernaux,Extérieur,aed,POINT (2.491093 48.5292628998089),14946
57,2.491093,48.5292628998089,91037,Auvernaux,Extérieur,aed,POINT (2.491093 48.5292628998089),14947
57,2.491093,48.5292628998089,91037,Auvernaux,Extérieur,aed,POINT (2.491093 48.5292628998089),15072
57,2.491093,48.5292628998089,91037,Auvernaux,Extérieur,aed,POINT (2.491093 48.5292628998089),15073
58,2.6445884,48.8389857997323,77258,Lognes,Intérieur,aed,POINT (2.6445884 48.8389857997323),17053
58,2.6445884,48.8389857997323,77258,Lognes,Intérieur,aed,POINT (2.6445884 48.8389857997323),17054
58,2.6445884,48.8389857997323,77258,Lognes,Intérieur,aed,POINT (2.6445884 48.8389857997323),17179
58,2.6445884,48.8389857997323,77258,Lognes,Intérieur,aed,POINT (2.6445884 48.8389857997323),17180
58,2.6445884,48.8389857997323,77258,Lognes,Intérieur,aed,POINT (2.6445884 48.8389857997323),17306
59,2.6429173,48.8367278997328,77258,Lognes,Intérieur,aed,POINT (2.6429173 48.8367278997328),16928
59,2.6429173,48.8367278997328,77258,Lognes,Intérieur,aed,POINT (2.6429173 48.8367278997328),17054
59,2.6429173,48.8367278997328,77258,Lognes,Intérieur,aed,POINT (2.6429173 48.8367278997328),17180
60,2.6434618,48.8334210997336,77258,Lognes,Intérieur,aed,POINT (2.6434618 48.8334210997336),17054
60,2.6434618,48.8334210997336,77258,Lognes,Intérieur,aed,POINT (2.6434618 48.8334210997336),17055
60,2.6434618,48.8334210997336,77258,Lognes,Intérieur,aed,POINT (2.6434618 48.8334210997336),17180
60,2.6434618,48.8334210997336,77258,Lognes,Intérieur,aed,POINT (2.6434618 48.8334210997336),17181
61,2.6427133,48.8243134997359,77146,Croissy-Beaubourg,Intérieur,aed,POINT (2.6427133 48.8243134997359),17055
61,2.6427133,48.8243134997359,77146,Croissy-Beaubourg,Intérieur,aed,POINT (2.6427133 48.8243134997359),17056
61,2.6427133,48.8243134997359,77146,Croissy-Beaubourg,Intérieur,aed,POINT (2.6427133 48.8243134997359),17181
61,2.6427133,48.8243134997359,77146,Croissy-Beaubourg,Intérieur,aed,POINT (2.6427133 48.8243134997359),17182
62,2.0501963,48.7854566997455,78297,Guyancourt,Extérieur,aed,POINT (2.0501963 48.7854566997455),8743
62,2.0501963,48.7854566997455,78297,Guyancourt,Extérieur,aed,POINT (2.0501963 48.7854566997455),8744
62,2.0501963,48.7854566997455,78297,Guyancourt,Extérieur,aed,POINT (2.0501963 48.7854566997455),8869
62,2.0501963,48.7854566997455,78297,Guyancourt,Extérieur,aed,POINT (2.0501963 48.7854566997455),8870
63,2.0515185,48.7847459997457,78297,Guyancourt,Extérieur,aed,POINT (2.0515185 48.7847459997457),8743
63,2.0515185,48.7847459997457,78297,Guyancourt,Extérieur,aed,POINT (2.0515185 48.7847459997457),8744
63,2.0515185,48.7847459997457,78297,Guyancourt,Extérieur,aed,POINT (2.0515185 48.7847459997457),8869
63,2.0515185,48.7847459997457,78297,Guyancourt,Extérieur,aed,POINT (2.0515185 48.7847459997457),8870
63,2.0515185,48.7847459997457,78297,Guyancourt,Extérieur,aed,POINT (2.0515185 48.7847459997457),8996
64,2.0535751,48.7833187997461,78297,Guyancourt,Intérieur,aed,POINT (2.0535751 48.7833187997461),8744
64,2.0535751,48.7833187997461,78297,Guyancourt,Intérieur,aed,POINT (2.0535751 48.7833187997461),8869
64,2.0535751,48.7833187997461,78297,Guyancourt,Intérieur,aed,POINT (2.0535751 48.7833187997461),8870
64,2.0535751,48.7833187997461,78297,Guyancourt,Intérieur,aed,POINT (2.0535751 48.7833187997461),8996
65,2.6355542,48.5602597998013,77495,Vert-Saint-Denis,Intérieur,aed,POINT (2.6355542 48.5602597998013),16958
65,2.6355542,48.5602597998013,77495,Vert-Saint-Denis,Intérieur,aed,POINT (2.6355542 48.5602597998013),16959
65,2.6355542,48.5602597998013,77495,Vert-Saint-Denis,Intérieur,aed,POINT (2.6355542 48.5602597998013),17084
65,2.6355542,48.5602597998013,77495,Vert-Saint-Denis,Intérieur,aed,POINT (2.6355542 48.5602597998013),17085
65,2.6355542,48.5602597998013,77495,Vert-Saint-Denis,Intérieur,aed,POINT (2.6355542 48.5602597998013),17211
66,2.6078521,48.8005632997418,77373,Pontault-Combault,Intérieur,aed,POINT (2.6078521 48.8005632997418),16554
66,2.6078521,48.8005632997418,77373,Pontault-Combault,Intérieur,aed,POINT (2.6078521 48.8005632997418),16680
66,2.6078521,48.8005632997418,77373,Pontault-Combault,Intérieur,aed,POINT (2.6078521 48.8005632997418),16806
67,2.6151984,48.8462523997305,77337,Noisiel,Intérieur,aed,POINT (2.6151984 48.8462523997305),16549
67,2.6151984,48.8462523997305,77337,Noisiel,Intérieur,aed,POINT (2.6151984 48.8462523997305),16674
67,2.6151984,48.8462523997305,77337,Noisiel,Intérieur,aed,POINT (2.6151984 48.8462523997305),16675
67,2.6151984,48.8462523997305,77337,Noisiel,Intérieur,aed,POINT (2.6151984 48.8462523997305),16801
68,2.6155876,48.8407784997318,77337,Noisiel,Intérieur,aed,POINT (2.6155876 48.8407784997318),16675
68,2.6155876,48.8407784997318,77337,Noisiel,Intérieur,aed,POINT (2.6155876 48.8407784997318),16676
68,2.6155876,48.8407784997318,77337,Noisiel,Intérieur,aed,POINT (2.6155876 48.8407784997318),16801
68,2.6155876,48.8407784997318,77337,Noisiel,Intérieur,aed,POINT (2.6155876 48.8407784997318),16802
69,2.6651933,48.6265513997849,77252,Limoges-Fourches,Extérieur,aed,POINT (2.6651933 48.6265513997849),17329
69,2.6651933,48.6265513997849,77252,Limoges-Fourches,Extérieur,aed,POINT (2.6651933 48.6265513997849),17330
69,2.6651933,48.6265513997849,77252,Limoges-Fourches,Extérieur,aed,POINT (2.6651933 48.6265513997849),17455
69,2.6651933,48.6265513997849,77252,Limoges-Fourches,Extérieur,aed,POINT (2.6651933 48.6265513997849),17456
69,2.6651933,48.6265513997849,77252,Limoges-Fourches,Extérieur,aed,POINT (2.6651933 48.6265513997849),17581
69,2.6651933,48.6265513997849,77252,Limoges-Fourches,Extérieur,aed,POINT (2.6651933 48.6265513997849),17582
70,2.62875,48.8547722997283,77337,Noisiel,Intérieur,aed,POINT (2.62875 48.8547722997283),16800
70,2.62875,48.8547722997283,77337,Noisiel,Intérieur,aed,POINT (2.62875 48.8547722997283),16926
70,2.62875,48.8547722997283,77337,Noisiel,Intérieur,aed,POINT (2.62875 48.8547722997283),16927
70,2.62875,48.8547722997283,77337,Noisiel,Intérieur,aed,POINT (2.62875 48.8547722997283),17052
71,2.6216846,48.8502703997295,77337,Noisiel,Intérieur,aed,POINT (2.6216846 48.8502703997295),16674
71,2.6216846,48.8502703997295,77337,Noisiel,Intérieur,aed,POINT (2.6216846 48.8502703997295),16675
71,2.6216846,48.8502703997295,77337,Noisiel,Intérieur,aed,POINT (2.6216846 48.8502703997295),16800
71,2.6216846,48.8502703997295,77337,Noisiel,Intérieur,aed,POINT (2.6216846 48.8502703997295),16801
71,2.6216846,48.8502703997295,77337,Noisiel,Intérieur,aed,POINT (2.6216846 48.8502703997295),16926
71,2.6216846,48.8502703997295,77337,Noisiel,Intérieur,aed,POINT (2.6216846 48.8502703997295),16927
72,2.6166894,48.8493950997297,77337,Noisiel,Intérieur,aed,POINT (2.6166894 48.8493950997297),16674
72,2.6166894,48.8493950997297,77337,Noisiel,Intérieur,aed,POINT (2.6166894 48.8493950997297),16675
72,2.6166894,48.8493950997297,77337,Noisiel,Intérieur,aed,POINT (2.6166894 48.8493950997297),16800
72,2.6166894,48.8493950997297,77337,Noisiel,Intérieur,aed,POINT (2.6166894 48.8493950997297),16801
73,2.6580439,48.7259631997603,77114,Chevry-Cossigny,Extérieur,aed,POINT (2.6580439 48.7259631997603),17192
73,2.6580439,48.7259631997603,77114,Chevry-Cossigny,Extérieur,aed,POINT (2.6580439 48.7259631997603),17193
73,2.6580439,48.7259631997603,77114,Chevry-Cossigny,Extérieur,aed,POINT (2.6580439 48.7259631997603),17318
73,2.6580439,48.7259631997603,77114,Chevry-Cossigny,Extérieur,aed,POINT (2.6580439 48.7259631997603),17319
73,2.6580439,48.7259631997603,77114,Chevry-Cossigny,Extérieur,aed,POINT (2.6580439 48.7259631997603),17444
73,2.6580439,48.7259631997603,77114,Chevry-Cossigny,Extérieur,aed,POINT (2.6580439 48.7259631997603),17445
74,2.0207435,48.7641279997508,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0207435 48.7641279997508),8242
74,2.0207435,48.7641279997508,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0207435 48.7641279997508),8368
74,2.0207435,48.7641279997508,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0207435 48.7641279997508),8369
74,2.0207435,48.7641279997508,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0207435 48.7641279997508),8494
75,2.0181826,48.7719135997489,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0181826 48.7719135997489),8241
75,2.0181826,48.7719135997489,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0181826 48.7719135997489),8242
75,2.0181826,48.7719135997489,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0181826 48.7719135997489),8367
75,2.0181826,48.7719135997489,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0181826 48.7719135997489),8368
75,2.0181826,48.7719135997489,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0181826 48.7719135997489),8493
76,2.0199747,48.7727182997487,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0199747 48.7727182997487),8241
76,2.0199747,48.7727182997487,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0199747 48.7727182997487),8367
76,2.0199747,48.7727182997487,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0199747 48.7727182997487),8368
76,2.0199747,48.7727182997487,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0199747 48.7727182997487),8493
77,2.0198953,48.7721679997488,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0198953 48.7721679997488),8241
77,2.0198953,48.7721679997488,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0198953 48.7721679997488),8367
77,2.0198953,48.7721679997488,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0198953 48.7721679997488),8368
77,2.0198953,48.7721679997488,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0198953 48.7721679997488),8493
77,2.0198953,48.7721679997488,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0198953 48.7721679997488),8494
78,2.0155982,48.7709204997492,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0155982 48.7709204997492),8241
78,2.0155982,48.7709204997492,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0155982 48.7709204997492),8242
78,2.0155982,48.7709204997492,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0155982 48.7709204997492),8367
78,2.0155982,48.7709204997492,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0155982 48.7709204997492),8368
78,2.0155982,48.7709204997492,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0155982 48.7709204997492),8493
79,2.4851118,48.6878125997697,91114,Brunoy,Intérieur,aed,POINT (2.4851118 48.6878125997697),14802
79,2.4851118,48.6878125997697,91114,Brunoy,Intérieur,aed,POINT (2.4851118 48.6878125997697),14803
79,2.4851118,48.6878125997697,91114,Brunoy,Intérieur,aed,POINT (2.4851118 48.6878125997697),14928
79,2.4851118,48.6878125997697,91114,Brunoy,Intérieur,aed,POINT (2.4851118 48.6878125997697),14929
79,2.4851118,48.6878125997697,91114,Brunoy,Intérieur,aed,POINT (2.4851118 48.6878125997697),15054
79,2.4851118,48.6878125997697,91114,Brunoy,Intérieur,aed,POINT (2.4851118 48.6878125997697),15055
80,2.0254838,48.775545999748,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0254838 48.775545999748),8366
80,2.0254838,48.775545999748,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0254838 48.775545999748),8367
80,2.0254838,48.775545999748,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0254838 48.775545999748),8492
80,2.0254838,48.775545999748,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0254838 48.775545999748),8493
80,2.0254838,48.775545999748,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0254838 48.775545999748),8619
81,2.0265144,48.7752599997481,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0265144 48.7752599997481),8367
81,2.0265144,48.7752599997481,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0265144 48.7752599997481),8492
81,2.0265144,48.7752599997481,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0265144 48.7752599997481),8493
81,2.0265144,48.7752599997481,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0265144 48.7752599997481),8619
82,2.0230873,48.7766340997477,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0230873 48.7766340997477),8366
82,2.0230873,48.7766340997477,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0230873 48.7766340997477),8367
82,2.0230873,48.7766340997477,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0230873 48.7766340997477),8492
82,2.0230873,48.7766340997477,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0230873 48.7766340997477),8493
83,2.0319743,48.7738034997484,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0319743 48.7738034997484),8367
83,2.0319743,48.7738034997484,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0319743 48.7738034997484),8493
83,2.0319743,48.7738034997484,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0319743 48.7738034997484),8619
84,2.0314648,48.771365199749,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0314648 48.771365199749),8367
84,2.0314648,48.771365199749,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0314648 48.771365199749),8493
84,2.0314648,48.771365199749,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0314648 48.771365199749),8494
84,2.0314648,48.771365199749,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0314648 48.771365199749),8619
84,2.0314648,48.771365199749,78423,Montigny-le-Bretonneux,Extérieur,aed,POINT (2.0314648 48.771365199749),8620
85,2.6918945,48.4754934998222,77037,Bois-le-Roi,Extérieur,aed,POINT (2.6918945 48.4754934998222),17724
85,2.6918945,48.4754934998222,77037,Bois-le-Roi,Extérieur,aed,POINT (2.6918945 48.4754934998222),17725
85,2.6918945,48.4754934998222,77037,Bois-le-Roi,Extérieur,aed,POINT (2.6918945 48.4754934998222),17850
85,2.6918945,48.4754934998222,77037,Bois-le-Roi,Extérieur,aed,POINT (2.6918945 48.4754934998222),17851
85,2.6918945,48.4754934998222,77037,Bois-le-Roi,Extérieur,aed,POINT (2.6918945 48.4754934998222),17976
86,2.479867,48.6137463997881,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.479867 48.6137463997881),14685
86,2.479867,48.6137463997881,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.479867 48.6137463997881),14810
86,2.479867,48.6137463997881,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.479867 48.6137463997881),14811
86,2.479867,48.6137463997881,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.479867 48.6137463997881),14936
86,2.479867,48.6137463997881,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.479867 48.6137463997881),14937
87,2.4820302,48.613985899788,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4820302 48.613985899788),14810
87,2.4820302,48.613985899788,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4820302 48.613985899788),14811
87,2.4820302,48.613985899788,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4820302 48.613985899788),14936
87,2.4820302,48.613985899788,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4820302 48.613985899788),14937
87,2.4820302,48.613985899788,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4820302 48.613985899788),15063
88,2.4770909,48.6108982997888,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770909 48.6108982997888),14685
88,2.4770909,48.6108982997888,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770909 48.6108982997888),14811
88,2.4770909,48.6108982997888,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770909 48.6108982997888),14812
88,2.4770909,48.6108982997888,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4770909 48.6108982997888),14937
89,2.4767668,48.6113691997887,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4767668 48.6113691997887),14685
89,2.4767668,48.6113691997887,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4767668 48.6113691997887),14811
89,2.4767668,48.6113691997887,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4767668 48.6113691997887),14812
89,2.4767668,48.6113691997887,91174,Corbeil-Essonnes,Intérieur,aed,POINT (2.4767668 48.6113691997887),14937
90,2.4833416,48.6056859997901,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4833416 48.6056859997901),14811
90,2.4833416,48.6056859997901,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4833416 48.6056859997901),14812
90,2.4833416,48.6056859997901,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4833416 48.6056859997901),14937
90,2.4833416,48.6056859997901,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4833416 48.6056859997901),14938
90,2.4833416,48.6056859997901,91174,Corbeil-Essonnes,Extérieur,aed,POINT (2.4833416 48.6056859997901),15064
91,2.4820467,48.7013968997664,91691,Yerres,Intérieur,aed,POINT (2.4820467 48.7013968997664),14801
91,2.4820467,48.7013968997664,91691,Yerres,Intérieur,aed,POINT (2.4820467 48.7013968997664),14802
91,2.4820467,48.7013968997664,91691,Yerres,Intérieur,aed,POINT (2.4820467 48.7013968997664),14927
91,2.4820467,48.7013968997664,91691,Yerres,Intérieur,aed,POINT (2.4820467 48.7013968997664),14928
91,2.4820467,48.7013968997664,91691,Yerres,Intérieur,aed,POINT (2.4820467 48.7013968997664),15053
92,2.7263354,48.4160238998368,77014,Avon,Extérieur,aed,POINT (2.7263354 48.4160238998368),18234
92,2.7263354,48.4160238998368,77014,Avon,Extérieur,aed,POINT (2.7263354 48.4160238998368),18235
92,2.7263354,48.4160238998368,77014,Avon,Extérieur,aed,POINT (2.7263354 48.4160238998368),18360
92,2.7263354,48.4160238998368,77014,Avon,Extérieur,aed,POINT (2.7263354 48.4160238998368),18361
