,X,Y,name,com_insee,com_nom,Type,Type_détaillé,geometry,0
894,2.8885754,48.6084010997894,Missing,77317,Mormant,library,Bibliothèque,POINT (2.8885754 48.6084010997894),[20481 20482 20607 20608 20733]
895,2.209764,49.0359807996834,Missing,95060,Bessancourt,library,Dépôt à livres,POINT (2.209764 49.0359807996834),[10858 10983 10984 11109 11110]
896,2.23265442790931,48.8883806439989,Bibliothèque Jules Verne,92062,Puteaux,library,Bibliothèque,POINT (2.23265442790931 48.8883806439989),[11252 11253 11378 11379 11504]
897,2.42231894594222,48.7350041121346,Bibliothèque Anatole France,94077,Villeneuve-le-Roi,library,Bibliothèque,POINT (2.42231894594222 48.7350041121346),[13915 13916 14041 14042 14167 14168]
898,2.16086593929323,48.435596384339,Bibliothèque Intercommunale Diane-de-Poitiers,91223,Étampes,library,Bibliothèque,POINT (2.16086593929323 48.435596384339),[10294 10295 10420 10421 10547]
899,2.25302897943641,48.8797767654296,Centre Culturel Municipal Arturo Lopez,92051,Neuilly-sur-Seine,library,Bibliothèque,POINT (2.25302897943641 48.8797767654296),[11505 11631 11632 11757 11758]
900,2.27887487351179,48.8401071091368,Bibliothèque Gutenberg,75056,Paris,library,Bibliothèque,POINT (2.27887487351179 48.8401071091368),[11887 11888 12013 12014 12139 12140]
901,2.44396224671066,48.5153459629983,Médiathèque,91135,Champcueil,library,Médiathèque,POINT (2.44396224671066 48.5153459629983),[14192 14317 14318 14443 14444]
902,2.48891716606372,48.7994950489523,Médiathèque Germaine Tillion,94068,Saint-Maur-des-Fossés,library,Médiathèque,POINT (2.48891716606372 48.7994950489523),[14790 14916 14917 15042 15043]
903,2.33840378114404,48.8673250029384,"Bibliothèque nationale de France, Richelieu",75056,Paris,library,Bibliothèque,POINT (2.33840378114404 48.8673250029384),[12766 12767 12892 12893]
904,2.48900031787039,48.7153079531968,Médiathèque Danielle Bianu,91691,Yerres,library,Médiathèque,POINT (2.48900031787039 48.7153079531968),[14800 14925 14926 15051 15052]
905,2.34172746022585,48.8398597912782,Bibliothèque Centrale du Service de Santé des Armées,75056,Paris,library,Bibliothèque,POINT (2.34172746022585 48.8398597912782),[12769 12770 12895 12896 13021 13022]
906,2.50278454366003,48.8424408761052,Médiathèque Municipale,94058,Le Perreux-sur-Marne,library,Médiathèque,POINT (2.50278454366003 48.8424408761052),[15037 15038 15163 15164 15289 15290]
907,2.57861976919415,48.860945019178,Missing,93033,Gournay-sur-Marne,library,Bibliothèque,POINT (2.57861976919415 48.860945019178),[16043 16169 16170 16295 16296]
908,2.02111937764545,49.0310428253943,Bibliothèque des Dames Gilles,95637,Vauréal,library,Bibliothèque,POINT (2.02111937764545 49.0310428253943),[8212 8338 8339 8464 8465]
909,2.57189340204856,48.8111847544078,Médiathèque Jacques Duhamel,94059,Le Plessis-Trévise,library,Médiathèque,POINT (2.57189340204856 48.8111847544078),[16048 16049 16174 16175 16301]
910,2.10513494371882,49.0439851694569,Missing,95572,Saint-Ouen-l'Aumône,library,Bibliothèque,POINT (2.10513494371882 49.0439851694569),[9471 9596 9597 9723]
911,2.03410512237185,49.050156850739,Médiathèque de l'Horloge,95127,Cergy,library,Médiathèque,POINT (2.03410512237185 49.050156850739),[8462 8463 8588 8589 8714]
912,2.26252293972542,48.5216290955187,Médiathèque de Lardy,91330,Lardy,library,Médiathèque,POINT (2.26252293972542 48.5216290955187),[11671 11797 11798 11923]
913,2.21808635882857,49.0395078120388,Médiathèque Marguerite Duras,95060,Bessancourt,library,Médiathèque,POINT (2.21808635882857 49.0395078120388),[10983 10984 11109 11110 11235 11236]
914,2.53341665246671,48.7204209796637,Bibliothèque municipale,94075,Villecresnes,library,Bibliothèque,POINT (2.53341665246671 48.7204209796637),[15429 15554 15555 15681]
915,2.5091402034428,48.7500264341597,Missing,94004,Boissy-Saint-Léger,library,Bibliothèque,POINT (2.5091402034428 48.7500264341597),[15173 15174 15299 15300]
916,2.21148292248505,49.014863178742,Médiathèque Les Temps Modernes,95607,Taverny,library,Médiathèque,POINT (2.21148292248505 49.014863178742),[10860 10986 10987 11112 11113]
917,2.07800928302697,48.8403680048464,Bibliothèque Municipale,78043,Bailly,library,Bibliothèque,POINT (2.07800928302697 48.8403680048464),[9115 9116 9241 9242]
918,2.2679079999953,48.5494802498185,Missing,91156,Cheptainville,library,Bibliothèque,POINT (2.2679079999953 48.5494802498185),[11794 11920 12046]
919,2.60765954582536,48.8006321916432,Médiathèque François-Mitterand,77373,Pontault-Combault,library,Médiathèque,POINT (2.60765954582536 48.8006321916432),[16428 16554 16680 16806]
920,2.2580575925759,48.7768874641444,Boîte à livres,92060,Le Plessis-Robinson,library,Dépôt à livres,POINT (2.2580575925759 48.7768874641444),[11642 11643 11768 11769 11895]
921,2.25319016068915,48.7755407190395,Boîte à livres,92060,Le Plessis-Robinson,library,Dépôt à livres,POINT (2.25319016068915 48.7755407190395),[11517 11642 11643 11769]
922,2.25278737162184,48.7781966226075,Boîte à livres,92060,Le Plessis-Robinson,library,Dépôt à livres,POINT (2.25278737162184 48.7781966226075),[11516 11517 11642 11643 11768 11769]
923,1.94820171694351,48.7671798545073,Médiathèque des 7 Mares,78208,Élancourt,library,Médiathèque,POINT (1.94820171694351 48.7671798545073),[7234 7359 7360 7485 7486]
924,2.53167908795788,48.7962186060371,Médiathèque Albert Camus,94019,Chennevières-sur-Marne,library,Médiathèque,POINT (2.53167908795788 48.7962186060371),[15420 15421 15546 15547 15672 15673]
925,2.50551082512749,48.8115542876383,Musée de la Résistance Nationale,94017,Champigny-sur-Marne,library,Bibliothèque,POINT (2.50551082512749 48.8115542876383),[15041 15166 15167 15293]
926,2.06948560954563,48.9604759662011,Missing,78005,Achères,library,Bibliothèque,POINT (2.06948560954563 48.9604759662011),[8976 8977 9102 9103 9228]
927,2.8787323573523,48.9547093944911,Médiathèque Luxembourg,77284,Meaux,library,Médiathèque,POINT (2.8787323573523 48.9547093944911),[20316 20317 20442 20443 20569]
928,2.65480882242418,48.5369933496387,Astrolabe,77288,Melun,library,Bibliothèque,POINT (2.65480882242418 48.5369933496387),[17213 17214 17339 17340 17465]
929,2.64925388949693,48.7929127998516,Médiathèque Aimé Césaire,77390,Roissy-en-Brie,library,Médiathèque,POINT (2.64925388949693 48.7929127998516),[17059 17184 17185 17311]
930,2.70413544762319,48.876461362669,Médiathèque Gérard-Billy,77243,Lagny-sur-Marne,library,Médiathèque,POINT (2.70413544762319 48.876461362669),[17806 17931 17932 18057 18058]
931,2.60577843657918,48.4444409813464,"Bibliothèque pour tous, Jeanne Gassies",77022,Barbizon,library,Bibliothèque,POINT (2.60577843657918 48.4444409813464),[16468 16593 16594 16719 16720]
932,2.55336705258566,48.6300505936272,Médiathèque,77251,Lieusaint,library,Médiathèque,POINT (2.55336705258566 48.6300505936272),[15691 15817 15943]
933,2.90034743709778,48.3860121405064,Bibliothèque Municipale,77210,La Grande-Paroisse,library,Bibliothèque,POINT (2.90034743709778 48.3860121405064),[20632 20758 20759 20884]
934,2.74434494744134,48.335996125041,Missing,77312,Montigny-sur-Loing,library,Bibliothèque,POINT (2.74434494744134 48.335996125041),[18495 18496 18621 18622 18748]
935,2.62351025621753,48.8814568330948,Le Kiosque,77055,Brou-sur-Chantereine,library,Bibliothèque,POINT (2.62351025621753 48.8814568330948),[16671 16797 16798 16923]
936,2.36381768054246,48.6378448913051,Médiathèque Elsa Triolet,91235,Fleury-Mérogis,library,Médiathèque,POINT (2.36381768054246 48.6378448913051),[13044 13170 13171 13296 13297]
937,3.13082944739261,48.9471130984244,Médiathèque Samuel-Beckett / Espace Condé,77183,La Ferté-sous-Jouarre,library,Médiathèque,POINT (3.13082944739261 48.9471130984244),[23845 23846 23971 23972 24098]
938,3.01803200661226,49.0257629567545,Missing,77257,Lizy-sur-Ourcq,library,Bibliothèque,POINT (3.01803200661226 49.0257629567545),[22199 22324 22325 22451]
939,2.6498124995535,48.8385384438592,Médiathèque du Segrais,77258,Lognes,library,Médiathèque,POINT (2.6498124995535 48.8385384438592),[17054 17179 17180 17305 17306]
940,2.79048403683234,48.8432481550944,Médiathèque de la Ferme des Communes,77449,Serris,library,Médiathèque,POINT (2.79048403683234 48.8432481550944),[19069 19070 19195 19196 19321]
941,2.77481262518182,48.8550800672786,Médiathèque du Val d'Europe,77449,Serris,library,Médiathèque,POINT (2.77481262518182 48.8550800672786),[18816 18941 18942 19068]
942,2.92623324565515,49.0048895434764,Missing,77483,Varreddes,library,Bibliothèque,POINT (2.92623324565515 49.0048895434764),[20941 20942 21067 21068 21193 21194]
943,2.86393316107636,48.9443329398035,Espace Littérature et Culture Albert Camus,77513,Villenoy,library,Bibliothèque,POINT (2.86393316107636 48.9443329398035),[20066 20192 20193 20318]
944,2.34506095744078,48.7784612110222,Bibliothèque Municipale George Sand,94038,L'Haÿ-les-Roses,library,Bibliothèque,POINT (2.34506095744078 48.7784612110222),[12776 12777 12902 12903 13028 13029]
945,2.35072077360389,48.7486624280228,La Meridienne,94065,Rungis,library,Bibliothèque,POINT (2.35072077360389 48.7486624280228),[12906 13031 13032 13158]
946,2.41656249223216,48.6122481334669,Médiathèque Colette,91340,Lisses,library,Médiathèque,POINT (2.41656249223216 48.6122481334669),[13803 13929 14055]
947,2.19499106292189,48.9448301056267,Bibliothèque Stendhal,78586,Sartrouville,library,Bibliothèque,POINT (2.19499106292189 48.9448301056267),[10742 10868 10994]
948,2.19196049862365,48.9231243221551,Maison Jules Verne,78311,Houilles,library,Bibliothèque,POINT (2.19196049862365 48.9231243221551),[10618 10744 10745 10870 10871]
949,2.40108476682514,48.8533187916709,Bibliothèque Louise Michel,75056,Paris,library,Bibliothèque,POINT (2.40108476682514 48.8533187916709),[13650 13651 13776 13777 13902]
950,2.0972536039667,48.8964809844459,Bibliothèque Multimedia,78551,Saint-Germain-en-Laye,library,Bibliothèque,POINT (2.0972536039667 48.8964809844459),[9361 9362 9487 9488 9613]
951,2.09668975409777,48.8964131978681,Bibliothèque,78551,Saint-Germain-en-Laye,library,Bibliothèque,POINT (2.09668975409777 48.8964131978681),[9361 9362 9487 9488 9613]
952,2.20879103454154,48.8430552286889,Médiathèque,92064,Saint-Cloud,library,Médiathèque,POINT (2.20879103454154 48.8430552286889),[10879 11005 11006 11131 11132]
953,1.91364410370278,48.9891712165388,mediatheque,78440,Les Mureaux,library,Bibliothèque,POINT (1.91364410370278 48.9891712165388),[6705 6831 6832 6957]
954,2.12264892181475,48.9363733357136,Bibliothèque municipale Emile Littré,78396,Le Mesnil-le-Roi,library,Bibliothèque,POINT (2.12264892181475 48.9363733357136),[9734 9735 9860 9861 9987]
955,2.07447954304016,48.6444395691597,Bibliothèque Municipale de Limours Raymond Queneau,91338,Limours,library,Bibliothèque,POINT (2.07447954304016 48.6444395691597),[9011 9012 9137 9138 9263 9264]
956,2.23690262384161,48.8075205623342,Médiathèque Meudon Centre,92048,Meudon,library,Médiathèque,POINT (2.23690262384161 48.8075205623342),[11261 11387 11388 11513 11514]
957,2.40538878864206,48.8022670009387,Bibliothèque de Quartier Port à l'Anglais,94081,Vitry-sur-Seine,library,Bibliothèque,POINT (2.40538878864206 48.8022670009387),[13656 13781 13782 13908]
958,2.38811562657959,48.7896796826743,Bibliothèque Nelson Mandela,94081,Vitry-sur-Seine,library,Bibliothèque,POINT (2.38811562657959 48.7896796826743),[13405 13531 13532 13657 13658]
959,2.34717858465975,48.4773917494673,Bibliothèque Médiathèque Départementale Lazare Carnot,91232,La Ferté-Alais,library,Médiathèque,POINT (2.34717858465975 48.4773917494673),[12936 13062 13188]
960,2.45631485856843,48.5879426153633,Médiathèque Alain Ramey,91659,Villabé,library,Médiathèque,POINT (2.45631485856843 48.5879426153633),[14435 14436 14561 14562 14688]
961,2.39608920383079,48.7429552055391,Médiathèque de quartier Louis Bonin,94054,Orly,library,Médiathèque,POINT (2.39608920383079 48.7429552055391),[13536 13537 13662 13663 13788 13789]
962,2.08636277287917,49.0438001584049,Bibliothèque Départementale du Val d'Oise,95500,Pontoise,library,Bibliothèque,POINT (2.08636277287917 49.0438001584049),[9093 9219 9345 9471]
963,2.32857614047231,48.7352688084761,Bibliothèque Municipale,91689,Wissous,library,Bibliothèque,POINT (2.32857614047231 48.7352688084761),[12655 12656 12781 12782]
964,2.31543447428689,48.637270765198,Médiathèque Marie Curie,91570,Saint-Michel-sur-Orge,library,Médiathèque,POINT (2.31543447428689 48.637270765198),[12414 12540 12541 12666]
965,2.51656533301387,48.8824644129693,Médiathèque Robert Calméjane,93077,Villemomble,library,Médiathèque,POINT (2.51656533301387 48.8824644129693),[15159 15284 15285 15411]
966,2.18186917397479,48.4463433995749,Bibliothèque Intercommunale de Morigny-Champigny,91433,Morigny-Champigny,library,Bibliothèque,POINT (2.18186917397479 48.4463433995749),[10545 10546 10671 10672 10797 10798]
967,2.18813380235293,48.4912432326765,Bibliothèque D'Etréchy,91226,Étréchy,library,Bibliothèque,POINT (2.18813380235293 48.4912432326765),[10666 10667 10792 10793 10918 10919]
968,2.29041150000199,48.6410233997927,Missing,91347,Longpont-sur-Orge,library,Bibliothèque,POINT (2.29041150000199 48.6410233997927),[12036 12161 12162 12287 12288]
969,2.23204918839801,48.6429810732003,Maison des Associations,91363,Marcoussis,library,Bibliothèque,POINT (2.23204918839801 48.6429810732003),[11279 11280 11405 11406 11532]
970,2.23160129522848,48.6431362004125,Médiathèque Léo Ferré,91363,Marcoussis,library,Médiathèque,POINT (2.23160129522848 48.6431362004125),[11279 11280 11405 11406 11532]
971,1.82264722640239,48.6466746293334,Médiathèque La Lanterne,78517,Rambouillet,library,Médiathèque,POINT (1.82264722640239 48.6466746293334),[5483 5609 5610 5735 5736]
972,2.30201445414426,48.6580020676514,Bibliothèque Jacques Prévert,91685,Villiers-sur-Orge,library,Bibliothèque,POINT (2.30201445414426 48.6580020676514),[12285 12286 12411 12412 12538]
973,2.30654602487636,48.7969129371277,Médiathèque Louis-Aragon,92007,Bagneux,library,Médiathèque,POINT (2.30654602487636 48.7969129371277),[12270 12271 12396 12397 12522 12523]
974,2.20825563275125,48.8244787160586,Médiathèque de Sèvres,92072,Sèvres,library,Médiathèque,POINT (2.20825563275125 48.8244787160586),[10881 10882 11007 11008 11133 11134]
975,2.27087688748096,48.5704012073598,Médiathèque,91292,Guibeville,library,Médiathèque,POINT (2.27087688748096 48.5704012073598),[11791 11792 11917 11918 12043 12044]
976,2.26409055779971,48.6910667051525,Médiathèque Jean de La Bruyère,91587,Saulx-les-Chartreux,library,Médiathèque,POINT (2.26409055779971 48.6910667051525),[11652 11778 11779 11904 11905]
977,2.12572464105569,48.3594535807501,Missing,91533,Saclas,library,Bibliothèque,POINT (2.12572464105569 48.3594535807501),[ 9799  9925  9926 10051]
978,2.34756637622852,48.677408884827,Bibliothèque-Médiathèque André Malraux,91589,Savigny-sur-Orge,library,Médiathèque,POINT (2.34756637622852 48.677408884827),[12913 12914 13039 13040 13166]
979,2.07740701240838,48.8825228876516,Bibliothèque Municipale,78367,Mareil-Marly,library,Bibliothèque,POINT (2.07740701240838 48.8825228876516),[9110 9111 9236 9237 9363]
980,2.41949489885331,48.843205667507,Centre culturel - Médiathèque,94067,Saint-Mandé,library,Médiathèque,POINT (2.41949489885331 48.843205667507),[13903 13904 14029 14030 14155]
981,2.23767315565634,49.1393271621957,Bibliothèque municipale des mille Pages,95134,Champagne-sur-Oise,library,Bibliothèque,POINT (2.23767315565634 49.1393271621957),[11224 11350 11351 11476 11477]
982,2.40843123389241,48.8193251790558,Médiathèque des Quais,94018,Charenton-le-Pont,library,Médiathèque,POINT (2.40843123389241 48.8193251790558),[13654 13779 13780 13906]
983,2.40494329838106,48.8216776399437,Médiathèque de l'Architecture et du Patrimoine,94018,Charenton-le-Pont,library,Médiathèque,POINT (2.40494329838106 48.8216776399437),[13653 13654 13779 13780 13905 13906]
984,2.4230697097826,48.8181989483742,Médiathèque Eugène Delacroix,94069,Saint-Maurice,library,Médiathèque,POINT (2.4230697097826 48.8181989483742),[13906 14032 14033 14158]
985,2.55846961914999,48.6768568076384,Médiathèque,91631,Varennes-Jarcy,library,Médiathèque,POINT (2.55846961914999 48.6768568076384),[15812 15937 15938 16064]
986,2.52168533878051,48.6965098051887,Bibliothèque Jules Verne,91215,Épinay-sous-Sénart,library,Bibliothèque,POINT (2.52168533878051 48.6965098051887),[15305 15306 15431 15432 15557 15558]
987,2.3286121452534,48.671271587315,Missing,91216,Épinay-sur-Orge,library,Dépôt à livres,POINT (2.3286121452534 48.671271587315),[12662 12663 12788 12789]
988,1.85244462023393,49.1599596728089,Bibliothèque municipale,95459,Nucourt,library,Bibliothèque,POINT (1.85244462023393 49.1599596728089),[5804 5930 6056 6182]
989,2.82616574169362,48.5779875176811,Missing,77426,Saint-Méry,library,Bibliothèque,POINT (2.82616574169362 48.5779875176811),[19602 19603 19728 19729 19855]
990,2.35371977925594,48.7702669361921,Bibliothèque Lucien Deiss,94021,Chevilly-Larue,library,Bibliothèque,POINT (2.35371977925594 48.7702669361921),[12903 13029 13030 13155 13156]
991,1.7140787574819,48.9882381238717,Missing,78361,Mantes-la-Jolie,library,Bibliothèque,POINT (1.7140787574819 48.9882381238717),[3933 4059 4060 4185]
992,2.190803036954,48.7056049920104,Médiatheque Annexe du Guichet,91471,Orsay,library,Bibliothèque,POINT (2.190803036954 48.7056049920104),[10642 10643 10768 10769 10894 10895]
993,2.09655045787824,48.8814908373594,Les Deux Rives,78481,Le Pecq,library,Bibliothèque,POINT (2.09655045787824 48.8814908373594),[9363 9489 9490 9615]
994,2.45667792447313,48.433610589827,Médiathèque municipale,91408,Moigny-sur-École,library,Médiathèque,POINT (2.45667792447313 48.433610589827),[14453 14578 14579 14705]
995,2.32575504352109,48.8337954352878,Bibliothèque Georges Brassens,75056,Paris,library,Bibliothèque,POINT (2.32575504352109 48.8337954352878),[12518 12519 12644 12645 12770 12771]
996,2.3324163135547,48.8815053708824,Bibliothèque Louise Walser-Gaillard,75056,Paris,library,Bibliothèque,POINT (2.3324163135547 48.8815053708824),[12639 12765 12766 12891]
997,2.23856597980117,49.0101782085539,Médiathèque Georges Pompidou,95563,Saint-Leu-la-Forêt,library,Médiathèque,POINT (2.23856597980117 49.0101782085539),[11239 11364 11365 11490 11491]
998,2.28845304648158,48.7391098275053,Médiathèque Arthur Rimbaud,92002,Antony,library,Médiathèque,POINT (2.28845304648158 48.7391098275053),[12025 12150 12151 12277]
999,2.14824893076076,48.8116079480396,Bibliothèque universitaire de l'UFR des Sciences,78646,Versailles,library,Bibliothèque,POINT (2.14824893076076 48.8116079480396),[10001 10126 10127 10252 10253]
1000,2.24388663140474,48.6999032962958,Médiathèque municipale,91661,Villebon-sur-Yvette,library,Médiathèque,POINT (2.24388663140474 48.6999032962958),[11399 11525 11526 11651 11652]
1001,2.44644903536887,48.6297693751567,Médiathèque Albert Camus,91228,Évry-Courcouronnes,library,Médiathèque,POINT (2.44644903536887 48.6297693751567),[14305 14431 14432 14557]
1002,2.35588547630862,48.8426158432272,Bibliothèque Centrale du Muséum,75056,Paris,library,Bibliothèque,POINT (2.35588547630862 48.8426158432272),[13021 13022 13147 13148]
1003,2.32726705937681,48.6599063352813,Médiathèque Andrée Chedid,91667,Villemoisson-sur-Orge,library,Médiathèque,POINT (2.32726705937681 48.6599063352813),[12538 12663 12664 12789 12790]
1004,2.26158994881331,48.7360088473011,Bibliothèque Hélène Oudoux,91377,Massy,library,Bibliothèque,POINT (2.26158994881331 48.7360088473011),[11647 11773 11774 11899]
1005,2.35424875779988,48.8844036904081,Bibliothèque Goutte d’Or,75056,Paris,library,Bibliothèque,POINT (2.35424875779988 48.8844036904081),[12891 13016 13017 13142 13143]
1006,2.41475444139188,48.762366192285,Médiathèque Louis Aragon,94022,Choisy-le-Roi,library,Médiathèque,POINT (2.41475444139188 48.762366192285),[13786 13787 13912 13913 14038 14039]
1007,2.59560044837584,48.8774635238423,Médiathèque Jean-Pierre Vernant,77108,Chelles,library,Médiathèque,POINT (2.59560044837584 48.8774635238423),[16293 16294 16419 16420 16545 16546]
1008,2.34362588245506,48.8558814123295,Bibliothèque,75056,Paris,library,Bibliothèque,POINT (2.34362588245506 48.8558814123295),[12768 12893 12894 13020]
1009,2.14286808162459,48.7638488478904,Missing,78343,Les Loges-en-Josas,library,Bibliothèque,POINT (2.14286808162459 48.7638488478904),[10006 10132 10133 10258]
1010,2.51648553528841,49.0984198870792,Missing,95250,Fosses,library,Bibliothèque,POINT (2.51648553528841 49.0984198870792),[15135 15260 15261 15386 15387]
1011,2.5909520206556,48.8399943151794,Bibliothèque universitaire Georges-Perec (Univ. Eiffel),77083,Champs-sur-Marne,library,Bibliothèque,POINT (2.5909520206556 48.8399943151794),[16297 16298 16423 16424 16550]
1012,2.73697244396831,48.715747603769,Médiathèque,77377,Presles-en-Brie,library,Médiathèque,POINT (2.73697244396831 48.715747603769),[18327 18328 18453 18454 18579 18580]
1013,2.3632044633157,48.8889578410486,Bibliothèque Václav Havel,75056,Paris,library,Bibliothèque,POINT (2.3632044633157 48.8889578410486),[13016 13142 13143 13268 13269]
1014,2.46100347393228,49.0355008240291,Médiathèque François Mauriac,95280,Goussainville,library,Médiathèque,POINT (2.46100347393228 49.0355008240291),[14386 14511 14512 14638]
1015,2.82542516704349,48.3583200648116,Missing,77316,Moret-Loing-et-Orvanne,library,Bibliothèque,POINT (2.82542516704349 48.3583200648116),[19627 19628 19753 19754 19879]
1016,1.81333790470904,48.9553217316478,Médiathèque municipale d'Epône,78217,Épône,library,Médiathèque,POINT (1.81333790470904 48.9553217316478),[5323 5448 5449 5574 5575]
1017,2.73431803522699,48.4134694885708,Bibliothèque d'Avon,77014,Avon,library,Bibliothèque,POINT (2.73431803522699 48.4134694885708),[18361 18362 18487 18488 18613]
1018,2.69477481754765,48.4025551331809,Bibliothèque Municipale de Fontainebleau,77186,Fontainebleau,library,Bibliothèque,POINT (2.69477481754765 48.4025551331809),[17732 17858 17859 17984 17985]
1019,2.21585612433872,48.9053503278671,BU - LA CONTEMPORAINE,92050,Nanterre,library,Bibliothèque,POINT (2.21585612433872 48.9053503278671),[10998 10999 11124 11125 11250 11251]
1020,2.34514993382727,48.8416997405182,Bibliothèque d'Archéologie,75056,Paris,library,Bibliothèque,POINT (2.34514993382727 48.8416997405182),[12769 12895 12896 13021 13022]
1021,2.34559987860086,48.8418627942003,Bibliothèque des Lettres,75056,Paris,library,Bibliothèque,POINT (2.34559987860086 48.8418627942003),[12769 12895 12896 13021 13022]
1022,2.34548385367637,48.8416287960688,Bibliothèque des Mathématiques,75056,Paris,library,Bibliothèque,POINT (2.34548385367637 48.8416287960688),[12895 12896 13021 13022]
1023,2.40286108182814,48.8601277795219,Médiathèque Marguerite Duras,75056,Paris,library,Médiathèque,POINT (2.40286108182814 48.8601277795219),[13649 13650 13775 13776 13901]
1024,1.99635834521735,48.3116572183593,Bibliothèque Intercommunale d'Angerville,91016,Angerville,library,Bibliothèque,POINT (1.99635834521735 48.3116572183593),[8040 8041 8166 8167]
1025,2.25687020880079,48.9707969518846,Médiathèque André Cancelier,95582,Sannois,library,Médiathèque,POINT (2.25687020880079 48.9707969518846),[11495 11621 11622 11747 11748]
1026,2.06150189643089,49.0604681240844,Médiathèque Municipale d'Osny (MéMO),95476,Osny,library,Médiathèque,POINT (2.06150189643089 49.0604681240844),[8839 8965 8966 9091]
1027,2.39615607987446,49.0055267287211,Bibliothèque Aimé Césaire,95680,Villiers-le-Bel,library,Bibliothèque,POINT (2.39615607987446 49.0055267287211),[13507 13633 13634 13759]
1028,2.37627903018312,48.9766536042956,Bibliothèque Intercommunale Anna Langfus,95585,Sarcelles,library,Bibliothèque,POINT (2.37627903018312 48.9766536042956),[13258 13259 13384 13385 13510 13511]
1029,2.37462857345683,48.975817070631,Missing,95585,Sarcelles,library,Bibliothèque,POINT (2.37462857345683 48.975817070631),[13258 13259 13384 13385]
1030,2.12532120940368,48.623482238826,Médiathèque,91111,Briis-sous-Forges,library,Médiathèque,POINT (2.12532120940368 48.623482238826),[ 9769  9770  9895  9896 10022]
1031,1.99497509360411,48.3496418543792,Bibliothèque Municipale,91511,Pussay,library,Bibliothèque,POINT (1.99497509360411 48.3496418543792),[7910 8036 8037 8162 8163]
1032,2.35223365433235,48.8600809671689,Bibliothèque Kandinsky,75056,Paris,library,Bibliothèque,POINT (2.35223365433235 48.8600809671689),[12893 12894 13019 13020 13145 13146]
1033,2.19528407338708,49.010615757922,Bibliothèque Municipale Joseph Kessel,95051,Beauchamp,library,Bibliothèque,POINT (2.19528407338708 49.010615757922),[10734 10735 10860 10861 10987]
1034,2.3442926270207,48.8915810776452,Bibliothèque Robert Sabatier,75056,Paris,library,Bibliothèque,POINT (2.3442926270207 48.8915810776452),[12764 12889 12890 13016]
1035,1.73424553930488,48.9921470032837,Médiathèque,78335,Limay,library,Médiathèque,POINT (1.73424553930488 48.9921470032837),[4185 4310 4311 4436 4437]
1036,2.03939138601464,48.708516424326,Bibliothèque Jean Racine,78160,Chevreuse,library,Bibliothèque,POINT (2.03939138601464 48.708516424326),[8500 8626 8627 8752 8753]
1037,2.19725517354057,48.9722590532257,L'Éclipse,95176,Cormeilles-en-Parisis,library,Bibliothèque,POINT (2.19725517354057 48.9722590532257),[10739 10864 10865 10991]
1038,2.32376846385257,48.7536710326655,Missing,94034,Fresnes,library,Bibliothèque,POINT (2.32376846385257 48.7536710326655),[12527 12528 12653 12654 12779]
1039,2.46984361327892,48.77740939303,Médiathèque de l’Abbaye-Nelson Mandela,94028,Créteil,library,Médiathèque,POINT (2.46984361327892 48.77740939303),[14540 14541 14666 14667 14792 14793]
1040,2.45753687921354,48.6125521463773,CDI,91174,Corbeil-Essonnes,library,Bibliothèque,POINT (2.45753687921354 48.6125521463773),[14433 14558 14559 14685]
1041,2.29942320504253,49.0628206664581,Missing,95042,Baillet-en-France,library,Bibliothèque,POINT (2.29942320504253 49.0628206664581),[12115 12240 12241 12366 12367]
1042,2.20611328975187,49.0511668817574,Bibliothèque,95256,Frépillon,library,Bibliothèque,POINT (2.20611328975187 49.0511668817574),[10856 10982 10983 11108]
1043,1.78749706436055,49.1570327570363,Missing,95355,Magny-en-Vexin,library,Bibliothèque,POINT (1.78749706436055 49.1570327570363),[4922 5048 5049 5174 5175]
1044,2.73557593755601,49.0090439061607,Médiathèque,77525,Vinantes,library,Médiathèque,POINT (2.73557593755601 49.0090439061607),[18294 18295 18420 18421 18547]
1045,2.36924961875322,48.6577427979218,Bibliothèque Montesquieu,91687,Viry-Châtillon,library,Bibliothèque,POINT (2.36924961875322 48.6577427979218),[13168 13293 13294 13420]
1046,2.26724776273284,48.8161614703121,Le Temps des Cerises,92040,Issy-les-Moulineaux,library,Bibliothèque,POINT (2.26724776273284 48.8161614703121),[11764 11765 11890 11891 12016]
1047,2.27021971231216,48.8259788476415,Médiathèque centre-ville d'Issy les Moulineaux,92040,Issy-les-Moulineaux,library,Médiathèque,POINT (2.27021971231216 48.8259788476415),[11763 11889 11890 12015]
1048,2.35681046624442,48.8469089564116,Bibliothèque des licences,75056,Paris,library,Bibliothèque,POINT (2.35681046624442 48.8469089564116),[13020 13021 13146 13147 13273]
1049,2.09171053068054,49.0421719687427,CDI / Prieuré,95500,Pontoise,library,Bibliothèque,POINT (2.09171053068054 49.0421719687427),[9219 9345 9346 9471]
1050,2.37914964736037,48.5264704711576,Médiathèque,91045,Ballancourt-sur-Essonne,library,Médiathèque,POINT (2.37914964736037 48.5264704711576),[13308 13309 13434 13435 13560 13561]
1051,2.33893211516682,48.8676643660642,"Bibliothèque nationale de France, Salle Ovale",75056,Paris,library,Bibliothèque,POINT (2.33893211516682 48.8676643660642),[12766 12767 12892 12893]
