,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
1452,2.7006734,48.4042979998397,bank,77186,Fontainebleau,banque,BRED/Banque populaire,POINT (2.7006734 48.4042979998397),[17858 17984 17985 18110]
1453,2.702356,48.4060371998393,bank,77186,Fontainebleau,banque,Crédit Mutuel,POINT (2.702356 48.4060371998393),[17858 17983 17984 18110]
1454,2.7026283,48.4063383998392,bank,77186,Fontainebleau,banque,,POINT (2.7026283 48.4063383998392),[17858 17983 17984 18110]
1455,2.7031541,48.407199899839,bank,77186,Fontainebleau,banque,LCL,POINT (2.7031541 48.407199899839),[17858 17983 17984 18110]
1456,2.7027666,48.4064743998392,bank,77186,Fontainebleau,banque,Société Générale,POINT (2.7027666 48.4064743998392),[17858 17983 17984 18110]
1457,2.7010146,48.4044532998397,atm,77186,Fontainebleau,banque,Crédit Agricole,POINT (2.7010146 48.4044532998397),[17858 17984 17985 18110]
1458,2.7040541,48.4083227998387,bank,77186,Fontainebleau,banque,BNP Paribas,POINT (2.7040541 48.4083227998387),[17858 17983 17984 18109 18110]
1459,2.7180715,48.4147501998372,bank,77014,Avon,banque,CIC,POINT (2.7180715 48.4147501998372),[18109 18235 18361]
1460,2.723325,48.4161320998368,bank,77014,Avon,banque,Crédit Agricole,POINT (2.723325 48.4161320998368),[18109 18234 18235 18360 18361]
1461,2.7231616,48.4160925998368,bank,77014,Avon,banque,Société Générale,POINT (2.7231616 48.4160925998368),[18109 18234 18235 18360 18361]
1462,2.3591957,48.8558216997281,bank,75056,Paris,banque,LCL,POINT (2.3591957 48.8558216997281),[13020 13145 13146 13272]
1463,2.5022796,48.7540028997534,bank,94004,Boissy-Saint-Léger,banque,Banque Postale,POINT (2.5022796 48.7540028997534),[15047 15048 15173 15174 15299]
1464,2.3259843,48.8176444997375,bank,92049,Montrouge,banque,BRED/Banque populaire,POINT (2.3259843 48.8176444997375),[12520 12646 12647 12772]
1465,2.3258395,48.8176443997376,atm,92049,Montrouge,banque,BRED/Banque populaire,POINT (2.3258395 48.8176443997376),[12520 12646 12647 12772]
1466,2.511136,48.88836069972,atm,93077,Villemomble,banque,,POINT (2.511136 48.88836069972),[15158 15159 15284 15285 15410]
1467,2.5107451,48.8891620997198,atm,93077,Villemomble,banque,,POINT (2.5107451 48.8891620997198),[15158 15159 15284 15285 15410]
1468,2.5101552,48.88834149972,atm,93077,Villemomble,banque,,POINT (2.5101552 48.88834149972),[15158 15159 15284 15285 15410]
1469,2.5119728,48.8897959997196,atm,93062,Le Raincy,banque,,POINT (2.5119728 48.8897959997196),[15158 15284 15285 15410]
1470,2.3536222,48.9312634997094,atm,93066,Saint-Denis,banque,Crédit Agricole,POINT (2.3536222 48.9312634997094),[12885 12886 13011 13012 13137 13138]
1471,2.4795554,48.9002892997171,atm,93010,Bondy,banque,,POINT (2.4795554 48.9002892997171),[14653 14778 14779 14905]
1472,2.4795388,48.9025343997165,atm,93010,Bondy,banque,,POINT (2.4795388 48.9025343997165),[14653 14778 14779 14904 14905]
1473,2.4790343,48.9054930997158,atm,93010,Bondy,banque,,POINT (2.4790343 48.9054930997158),[14652 14778 14779 14904 14905]
1474,2.497916,48.892597499719,atm,93077,Villemomble,banque,,POINT (2.497916 48.892597499719),[14906 15031 15032 15157 15158]
1475,2.4871039,48.9015746997167,atm,93010,Bondy,banque,,POINT (2.4871039 48.9015746997167),[14779 14904 14905 15031]
1476,2.342508,48.8310391997342,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.342508 48.8310391997342),[12770 12771 12896 12897 13022 13023]
1477,2.349783,48.8617116997266,atm,75056,Paris,banque,LCL,POINT (2.349783 48.8617116997266),[12893 12894 13019 13020 13145]
1478,2.1717127,48.8869438997204,atm,92063,Rueil-Malmaison,banque,BNP Paribas,POINT (2.1717127 48.8869438997204),[10370 10371 10496 10497 10622 10623]
1479,2.7893623,48.8423020997314,atm,77449,Serris,banque,Société Générale,POINT (2.7893623 48.8423020997314),[19069 19070 19195 19196 19321]
1480,2.3960408,48.835955399733,atm,75056,Paris,banque,Société Générale,POINT (2.3960408 48.835955399733),[13526 13652 13653 13778]
1481,2.392824,48.8367866997328,atm,75056,Paris,banque,Banque Postale,POINT (2.392824 48.8367866997328),[13526 13652 13778]
1482,2.3056177,48.6103747997889,bank,91103,Brétigny-sur-Orge,banque,BNP Paribas,POINT (2.3056177 48.6103747997889),[12291 12292 12417 12418 12543]
1483,2.3049549,48.6095158997891,bank,91103,Brétigny-sur-Orge,banque,CIC,POINT (2.3049549 48.6095158997891),[12291 12292 12417 12418 12543]
1484,2.3056769,48.6098355997891,bank,91103,Brétigny-sur-Orge,banque,LCL,POINT (2.3056769 48.6098355997891),[12291 12292 12417 12418 12543]
1485,2.3258685,48.8180635997374,bank,92049,Montrouge,banque,,POINT (2.3258685 48.8180635997374),[12520 12646 12647 12772]
1486,2.2726546,48.8123092997389,bank,92023,Clamart,banque,Crédit Agricole,POINT (2.2726546 48.8123092997389),[11765 11890 11891 12016 12017]
1487,2.2200137,48.8980243997176,atm,92050,Nanterre,banque,Banque Postale,POINT (2.2200137 48.8980243997176),[10999 11125 11126 11251 11252]
1488,2.3758635,48.8514200997292,atm,75056,Paris,banque,,POINT (2.3758635 48.8514200997292),[13272 13273 13398 13399 13524]
1489,2.4482616,48.7966090997428,bank,94028,Créteil,banque,BNP Paribas,POINT (2.4482616 48.7966090997428),[14286 14287 14412 14413 14538 14539]
1490,2.1708745,48.8864711997205,atm,92063,Rueil-Malmaison,banque,LCL,POINT (2.1708745 48.8864711997205),[10370 10371 10496 10497 10622 10623]
1491,2.232532,48.8288421997348,bank,92012,Boulogne-Billancourt,banque,Banque Postale,POINT (2.232532 48.8288421997348),[11259 11384 11385 11511]
1492,2.2223077,48.9406317997071,bank,95018,Argenteuil,banque,Caisse d'Epargne,POINT (2.2223077 48.9406317997071),[11120 11121 11246 11247]
1493,2.2230963,48.9405833997071,bank,95018,Argenteuil,banque,LCL,POINT (2.2230963 48.9405833997071),[11120 11121 11246 11247 11372 11373]
1494,2.2214665,48.9404175997071,bank,95018,Argenteuil,banque,CIC,POINT (2.2214665 48.9404175997071),[11120 11121 11246 11247]
1495,2.223166,48.9404062997071,bank,95018,Argenteuil,banque,BNP Paribas,POINT (2.223166 48.9404062997071),[11120 11121 11246 11247 11372 11373]
1496,2.2275535,48.9159295997132,bank,92025,Colombes,banque,,POINT (2.2275535 48.9159295997132),[11123 11249 11250 11375 11376]
1497,2.3684081,48.884339799721,bank,75056,Paris,banque,LCL,POINT (2.3684081 48.884339799721),[13142 13143 13268 13269 13395]
1498,2.3256694,48.8702889997245,bank,75056,Paris,banque,LCL,POINT (2.3256694 48.8702889997245),[12514 12640 12641 12766 12767]
1499,2.3565503,48.8294963997346,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3565503 48.8294963997346),[13022 13023 13148 13149 13275]
1500,2.3568286,48.8291545997347,atm,75056,Paris,banque,Société Générale,POINT (2.3568286 48.8291545997347),[13022 13023 13148 13149 13275]
1501,2.3564974,48.8295388997346,atm,75056,Paris,banque,Crédit Agricole,POINT (2.3564974 48.8295388997346),[13022 13023 13148 13149 13275]
1502,2.3740283,48.851976799729,bank,75056,Paris,banque,LCL,POINT (2.3740283 48.851976799729),[13272 13273 13398 13399]
1503,2.3706687,48.8529073997288,bank,75056,Paris,banque,CIC,POINT (2.3706687 48.8529073997288),[13146 13272 13273 13398 13399]
1504,2.3817874,48.8001701997419,bank,94081,Vitry-sur-Seine,banque,CIC,POINT (2.3817874 48.8001701997419),[13278 13404 13405 13530 13531]
1505,2.381809,48.8001529997419,atm,94081,Vitry-sur-Seine,banque,CIC,POINT (2.381809 48.8001529997419),[13278 13404 13405 13530 13531]
1506,2.4599657,48.9361397997082,bank,93007,Le Blanc-Mesnil,banque,Caisse d'Epargne,POINT (2.4599657 48.9361397997082),[14397 14522 14523 14649]
1507,2.508396,48.884546999721,atm,93077,Villemomble,banque,,POINT (2.508396 48.884546999721),[15158 15159 15284 15285]
1508,2.511487,48.8837547997211,atm,93077,Villemomble,banque,,POINT (2.511487 48.8837547997211),[15158 15159 15284 15285 15411]
1509,2.4601169,48.9360582997082,bank,93007,Le Blanc-Mesnil,banque,BNP Paribas,POINT (2.4601169 48.9360582997082),[14397 14522 14523 14649]
1510,2.4600472,48.9359454997082,bank,93007,Le Blanc-Mesnil,banque,Société Générale,POINT (2.4600472 48.9359454997082),[14397 14522 14523 14649]
1511,2.4602457,48.9360018997082,bank,93007,Le Blanc-Mesnil,banque,CIC,POINT (2.4602457 48.9360018997082),[14397 14522 14523 14649]
1512,2.5122798,48.7494070997545,bank,94004,Boissy-Saint-Léger,banque,LCL,POINT (2.5122798 48.7494070997545),[15173 15174 15299 15300 15426]
1513,2.5117192,48.7497630997544,bank,94004,Boissy-Saint-Léger,banque,Banque Postale,POINT (2.5117192 48.7497630997544),[15173 15174 15299 15300 15426]
1514,2.5119519,48.7495359997544,bank,94004,Boissy-Saint-Léger,banque,Société Générale,POINT (2.5119519 48.7495359997544),[15173 15174 15299 15300 15426]
1515,2.507385,48.7535741997534,atm,94004,Boissy-Saint-Léger,banque,,POINT (2.507385 48.7535741997534),[15047 15173 15174 15299 15300]
1516,2.5072021,48.7537068997534,atm,94004,Boissy-Saint-Léger,banque,,POINT (2.5072021 48.7537068997534),[15047 15173 15174 15299 15300]
1517,2.5116882,48.7498278997544,atm,94004,Boissy-Saint-Léger,banque,,POINT (2.5116882 48.7498278997544),[15173 15174 15299 15300 15426]
1518,2.1799349,48.7857610997455,atm,78640,Vélizy-Villacoublay,banque,Crédit Mutuel,POINT (2.1799349 48.7857610997455),[10507 10508 10633 10634 10759 10760]
1519,2.3490767,48.8605199997269,bank,75056,Paris,banque,,POINT (2.3490767 48.8605199997269),[12893 12894 13019 13020 13145]
1520,2.451918,48.64657749978,bank,91600,Soisy-sur-Seine,banque,BNP Paribas,POINT (2.451918 48.64657749978),[14303 14429 14430 14555 14556]
1521,2.4517508,48.64650599978,bank,91600,Soisy-sur-Seine,banque,BRED/Banque populaire,POINT (2.4517508 48.64650599978),[14303 14429 14430 14555 14556]
1522,2.4521363,48.6469740997799,bank,91600,Soisy-sur-Seine,banque,Société Générale,POINT (2.4521363 48.6469740997799),[14303 14429 14430 14555]
1523,2.4747625,49.0315340996845,bank,95280,Goussainville,banque,BNP Paribas,POINT (2.4747625 49.0315340996845),[14638 14639 14764 14765 14890]
1524,2.4744836,49.0313519996846,bank,95280,Goussainville,banque,BRED/Banque populaire,POINT (2.4744836 49.0313519996846),[14638 14639 14764 14765 14890]
1525,2.4741729,49.0321953996844,bank,95280,Goussainville,banque,Caisse d'Epargne,POINT (2.4741729 49.0321953996844),[14638 14639 14764 14765 14890]
1526,2.4732063,49.0326882996842,bank,95280,Goussainville,banque,LCL,POINT (2.4732063 49.0326882996842),[14638 14639 14764 14765 14890]
1527,2.4740353,49.0330557996841,bank,95280,Goussainville,banque,Société Générale,POINT (2.4740353 49.0330557996841),[14638 14639 14764 14765 14890]
1528,2.3253377,48.8235068997361,bank,75056,Paris,banque,LCL,POINT (2.3253377 48.8235068997361),[12519 12520 12645 12646 12771 12772]
1529,2.1677188,48.7637846997509,bank,78322,Jouy-en-Josas,banque,BRED/Banque populaire,POINT (2.1677188 48.7637846997509),[10384 10385 10510 10511 10636]
1530,2.4748561,48.8202223997369,bank,94042,Joinville-le-Pont,banque,,POINT (2.4748561 48.8202223997369),[14661 14662 14787 14788 14914]
1531,2.4746534,48.8202233997369,bank,94042,Joinville-le-Pont,banque,Société Générale,POINT (2.4746534 48.8202233997369),[14661 14662 14787 14788 14914]
1532,2.2334564,48.9936651996939,bank,95252,Franconville,banque,LCL,POINT (2.2334564 48.9936651996939),[11240 11241 11366 11367 11492 11493]
1533,2.3695551,48.8638937997261,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3695551 48.8638937997261),[13145 13270 13271 13397]
1534,2.3251061,48.8314019997341,bank,75056,Paris,banque,,POINT (2.3251061 48.8314019997341),[12518 12519 12644 12645 12770 12771]
1535,2.3399507,48.8747250997234,bank,75056,Paris,banque,BNP Paribas,POINT (2.3399507 48.8747250997234),[12765 12766 12891 12892 13018]
1536,2.4589006,48.7051859997654,bank,91421,Montgeron,banque,CIC,POINT (2.4589006 48.7051859997654),[14422 14423 14548 14549 14674 14675]
1537,2.458509,48.7051824997654,bank,91421,Montgeron,banque,BRED/Banque populaire,POINT (2.458509 48.7051824997654),[14422 14423 14548 14549 14674 14675]
1538,2.2886934,48.8042804997409,bank,92020,Châtillon,banque,Crédit Agricole,POINT (2.2886934 48.8042804997409),[12017 12018 12143 12144 12269 12270]
1539,2.2914643,48.8055335997406,bank,92020,Châtillon,banque,Société Générale,POINT (2.2914643 48.8055335997406),[12143 12144 12269 12270]
1540,2.2392742,48.7801706997468,bank,92023,Clamart,banque,LCL,POINT (2.2392742 48.7801706997468),[11390 11391 11516 11517]
1541,2.602325,48.9513716997044,bank,77514,Villeparisis,banque,CIC,POINT (2.602325 48.9513716997044),[16411 16412 16537 16538 16663]
1542,2.6015525,48.9511214997044,bank,77514,Villeparisis,banque,BRED/Banque populaire,POINT (2.6015525 48.9511214997044),[16411 16412 16537 16538 16663]
1543,2.3465746,48.8336967997336,atm,75056,Paris,banque,,POINT (2.3465746 48.8336967997336),[12896 12897 13022 13023]
1544,2.3458781,48.8348193997333,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.3458781 48.8348193997333),[12770 12896 12897 13022 13023]
1545,2.3020976,48.8610528997268,bank,75056,Paris,banque,LCL,POINT (2.3020976 48.8610528997268),[12263 12264 12389 12390]
1546,2.5484305,48.84814119973,bank,93051,Noisy-le-Grand,banque,BRED/Banque populaire,POINT (2.5484305 48.84814119973),[15666 15667 15792 15793 15919]
1547,2.3253578,48.8234638997361,atm,75056,Paris,banque,,POINT (2.3253578 48.8234638997361),[12519 12520 12645 12646 12771 12772]
1548,2.1781532,48.8777340997227,atm,92063,Rueil-Malmaison,banque,Banque Postale,POINT (2.1781532 48.8777340997227),[10497 10498 10623 10624 10749 10750]
1549,2.3613916,48.8911389997193,atm,75056,Paris,banque,,POINT (2.3613916 48.8911389997193),[13016 13141 13142 13268]
1550,2.5448382,48.8429304997313,bank,93051,Noisy-le-Grand,banque,BNP Paribas,POINT (2.5448382 48.8429304997313),[15667 15668 15793 15794]
1551,2.3172451,48.8742736997235,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3172451 48.8742736997235),[12388 12513 12514 12639 12640]
1552,2.3603692,48.8551234997283,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3603692 48.8551234997283),[13020 13145 13146 13272]
1553,2.326164,48.8274223997351,atm,75056,Paris,banque,,POINT (2.326164 48.8274223997351),[12519 12645 12646 12771]
1554,2.3471442,48.8671054997253,bank,75056,Paris,banque,,POINT (2.3471442 48.8671054997253),[12892 12893 13018 13019]
1555,2.4424378,48.5941180997929,atm,91659,Villabé,banque,,POINT (2.4424378 48.5941180997929),[14183 14309 14310 14435]
1556,1.945681,48.8168395997377,bank,78490,Plaisir,banque,Caisse d'Epargne,POINT (1.945681 48.8168395997377),[7228 7229 7354 7355 7480]
1557,2.2286188,48.8818381997216,atm,92062,Puteaux,banque,Société Générale,POINT (2.2286188 48.8818381997216),[11127 11253 11379]
1558,2.1574269,48.9026075997165,atm,78146,Chatou,banque,,POINT (2.1574269 48.9026075997165),[10117 10242 10243 10368 10369]
1559,2.2892613,48.803595999741,bank,92020,Châtillon,banque,LCL,POINT (2.2892613 48.803595999741),[12018 12143 12144 12269 12270]
1560,2.2880333,48.8029812997412,bank,92020,Châtillon,banque,Caisse d'Epargne,POINT (2.2880333 48.8029812997412),[12018 12143 12144 12270]
1561,2.2872284,48.8020461997414,bank,92020,Châtillon,banque,CIC,POINT (2.2872284 48.8020461997414),[12018 12143 12144 12270]
1562,2.2858566,48.8025041997413,bank,92020,Châtillon,banque,BRED/Banque populaire,POINT (2.2858566 48.8025041997413),[12017 12018 12143 12144 12270]
1563,2.6555179,48.5281714998092,bank,77288,Melun,banque,Caisse d'Epargne,POINT (2.6555179 48.5281714998092),[17214 17215 17340 17341 17466]
1564,2.6552421,48.5285071998091,bank,77288,Melun,banque,Crédit Agricole,POINT (2.6552421 48.5285071998091),[17214 17215 17340 17341 17466]
1565,2.6552252,48.5285469998091,bank,77288,Melun,banque,,POINT (2.6552252 48.5285469998091),[17214 17215 17340 17341 17466]
1566,2.6547674,48.5302665998087,bank,77288,Melun,banque,,POINT (2.6547674 48.5302665998087),[17214 17215 17340 17341 17466]
1567,2.2683758,48.6396787997817,bank,91425,Montlhéry,banque,BRED/Banque populaire,POINT (2.2683758 48.6396787997817),[11784 11909 11910 12036]
1568,2.1858647,48.6966219997676,bank,91471,Orsay,banque,Société Générale,POINT (2.1858647 48.6966219997676),[10643 10644 10769 10770]
1569,2.1868901,48.6979012997672,bank,91471,Orsay,banque,Crédit Agricole,POINT (2.1868901 48.6979012997672),[10643 10644 10769 10770 10895]
1570,2.3625997,48.8327422997338,atm,75056,Paris,banque,BNP Paribas,POINT (2.3625997 48.8327422997338),[13022 13023 13148 13149 13274 13275]
1571,2.4495248,48.9190845997124,bank,93029,Drancy,banque,Crédit Agricole,POINT (2.4495248 48.9190845997124),[14273 14398 14399 14525]
1572,1.9991868,48.3121703998623,bank,91016,Angerville,banque,Société Générale,POINT (1.9991868 48.3121703998623),[8040 8041 8166 8167 8292 8293]
1573,2.4135331,48.8214370997366,bank,94018,Charenton-le-Pont,banque,LCL,POINT (2.4135331 48.8214370997366),[13779 13780 13905 13906 14032]
1574,2.4490742,48.9188520997125,bank,93029,Drancy,banque,LCL,POINT (2.4490742 48.9188520997125),[14273 14398 14399 14525]
1575,2.4486075,48.9183938997126,bank,93029,Drancy,banque,BNP Paribas,POINT (2.4486075 48.9183938997126),[14273 14398 14399 14525]
1576,2.294047,48.8788806997224,bank,75056,Paris,banque,LCL,POINT (2.294047 48.8788806997224),[12135 12136 12261 12262 12387]
1577,2.2932253,48.8790543997223,atm,75056,Paris,banque,Société Générale,POINT (2.2932253 48.8790543997223),[12135 12136 12261 12262]
1578,2.2932877,48.8790501997223,bank,75056,Paris,banque,Société Générale,POINT (2.2932877 48.8790501997223),[12135 12136 12261 12262]
1579,2.2929398,48.8787547997224,atm,75056,Paris,banque,,POINT (2.2929398 48.8787547997224),[12135 12136 12261 12262]
1580,2.293087,48.8787212997224,bank,75056,Paris,banque,,POINT (2.293087 48.8787212997224),[12135 12136 12261 12262]
1581,2.285823,48.8063938997403,atm,92020,Châtillon,banque,,POINT (2.285823 48.8063938997403),[12017 12018 12143 12144 12269]
1582,2.4018282,48.8335339997336,bank,75056,Paris,banque,,POINT (2.4018282 48.8335339997336),[13652 13653 13778 13779 13904]
1583,2.2913764,48.8853188997208,atm,75056,Paris,banque,BNP Paribas,POINT (2.2913764 48.8853188997208),[12009 12134 12135 12260 12261]
1584,2.3538607,48.8344089997334,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3538607 48.8344089997334),[12896 13022 13023 13148 13149]
1585,2.354859,48.8329665997338,bank,75056,Paris,banque,CIC,POINT (2.354859 48.8329665997338),[13022 13023 13148 13149]
1586,2.3120129,48.9536516997038,atm,93031,Épinay-sur-Seine,banque,,POINT (2.3120129 48.9536516997038),[12379 12505 12631]
1587,2.2855644,48.8220893997365,bank,92075,Vanves,banque,BNP Paribas,POINT (2.2855644 48.8220893997365),[12015 12016 12141 12142 12268]
1588,2.1806906,48.8645627997259,bank,92063,Rueil-Malmaison,banque,LCL,POINT (2.1806906 48.8645627997259),[10499 10624 10625 10751]
1589,2.5423219,48.8274045997351,bank,94079,Villiers-sur-Marne,banque,,POINT (2.5423219 48.8274045997351),[15543 15669 15670 15795]
1590,2.5424486,48.8259878997355,bank,94079,Villiers-sur-Marne,banque,Crédit Agricole,POINT (2.5424486 48.8259878997355),[15543 15669 15670 15795 15796]
1591,2.3817659,48.8973907997178,atm,75056,Paris,banque,BNP Paribas,POINT (2.3817659 48.8973907997178),[13267 13393 13394 13519 13520]
1592,2.5303345,48.7868793997452,bank,94019,Chennevières-sur-Marne,banque,BRED/Banque populaire,POINT (2.5303345 48.7868793997452),[15421 15422 15547 15548 15673 15674]
1593,2.447094,48.9176635997127,bank,93029,Drancy,banque,Caisse d'Epargne,POINT (2.447094 48.9176635997127),[14273 14399 14525]
1594,2.292772,48.8860789997206,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.292772 48.8860789997206),[12134 12135 12260 12261]
1595,2.29223,48.8862919997205,bank,75056,Paris,banque,LCL,POINT (2.29223 48.8862919997205),[12134 12135 12260 12261]
1596,2.291691,48.8860609997206,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.291691 48.8860609997206),[12134 12135 12260 12261]
1597,2.2583959,48.8379601997325,bank,75056,Paris,banque,Société Générale,POINT (2.2583959 48.8379601997325),[11635 11636 11761 11762 11888]
1598,2.3894597,48.8524474997289,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3894597 48.8524474997289),[13398 13524 13525 13650 13651]
1599,2.295042,48.8815649997217,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.295042 48.8815649997217),[12135 12261 12262 12387]
1600,2.295185,48.8816639997217,bank,75056,Paris,banque,BNP Paribas,POINT (2.295185 48.8816639997217),[12135 12261 12262 12387]
1601,2.325377,48.8698719997246,bank,75056,Paris,banque,,POINT (2.325377 48.8698719997246),[12514 12515 12640 12641 12766 12767]
1602,2.4568631,48.8934489997187,bank,93053,Noisy-le-Sec,banque,BNP Paribas,POINT (2.4568631 48.8934489997187),[14401 14402 14527 14528 14654]
1603,2.3909169,48.9764760996982,atm,95268,Garges-lès-Gonesse,banque,,POINT (2.3909169 48.9764760996982),[13510 13511 13636 13637]
1604,2.2866324,48.7331415997585,bank,91377,Massy,banque,BRED/Banque populaire,POINT (2.2866324 48.7331415997585),[12025 12026 12151 12152 12277 12278]
1605,2.3496281,48.8426478997313,bank,75056,Paris,banque,LCL,POINT (2.3496281 48.8426478997313),[12895 12896 13021 13022 13147]
1606,2.3320393,48.8484447997299,bank,75056,Paris,banque,,POINT (2.3320393 48.8484447997299),[12642 12643 12768 12769 12895]
1607,2.3293541,48.8478695997301,bank,75056,Paris,banque,Société Générale,POINT (2.3293541 48.8478695997301),[12642 12643 12768 12769 12895]
1608,2.2645835,48.8853070997208,atm,92051,Neuilly-sur-Seine,banque,,POINT (2.2645835 48.8853070997208),[11631 11756 11757 11882 11883]
1609,2.2563203,48.7258842997603,atm,91377,Massy,banque,BRED/Banque populaire,POINT (2.2563203 48.7258842997603),[11648 11649 11774 11775]
1610,2.2891385,48.8330815997337,atm,75056,Paris,banque,BRED/Banque populaire,POINT (2.2891385 48.8330815997337),[12014 12015 12140 12141 12266 12267]
1611,2.289817,48.8357002997331,atm,75056,Paris,banque,Caisse d'Epargne,POINT (2.289817 48.8357002997331),[12014 12140 12141 12266]
1612,2.3408054,48.8749519997233,atm,75056,Paris,banque,LCL,POINT (2.3408054 48.8749519997233),[12765 12766 12891 12892 13018]
1613,2.340767,48.8749527997233,atm,75056,Paris,banque,LCL,POINT (2.340767 48.8749527997233),[12765 12766 12891 12892 13018]
1614,2.3410094,48.8752189997233,atm,75056,Paris,banque,Crédit Mutuel,POINT (2.3410094 48.8752189997233),[12765 12766 12891 12892 13018]
1615,2.4176273,48.8546119997284,atm,93048,Montreuil,banque,BNP Paribas,POINT (2.4176273 48.8546119997284),[13776 13902 14028]
1616,2.4179611,48.8527869997288,atm,93048,Montreuil,banque,,POINT (2.4179611 48.8527869997288),[13776 13902 13903 14028 14029]
1617,2.4233458,48.8491565997297,atm,93048,Montreuil,banque,,POINT (2.4233458 48.8491565997297),[13902 13903 14028 14029 14154 14155]
1618,2.2889625,48.8003182997419,atm,92020,Châtillon,banque,Société Générale,POINT (2.2889625 48.8003182997419),[12018 12144 12145 12270]
1619,2.2799827,48.7670233997501,bank,92019,Châtenay-Malabry,banque,Société Générale,POINT (2.2799827 48.7670233997501),[11896 12021 12022 12147 12148]
1620,2.3066005,48.8410119997317,bank,75056,Paris,banque,Société Générale,POINT (2.3066005 48.8410119997317),[12265 12266 12391 12392 12517 12518]
1621,2.2729987,48.8248658997357,bank,92040,Issy-les-Moulineaux,banque,CIC,POINT (2.2729987 48.8248658997357),[11763 11889 11890 12015 12016]
1622,2.3490779,48.8496411997296,atm,75056,Paris,banque,Caisse d'Epargne,POINT (2.3490779 48.8496411997296),[12894 12895 13020 13021 13147]
1623,2.163313,48.6975831997673,bank,91122,Bures-sur-Yvette,banque,Caisse d'Epargne,POINT (2.163313 48.6975831997673),[10265 10266 10391 10392 10517 10518]
1624,2.1629514,48.6972958997674,bank,91122,Bures-sur-Yvette,banque,Crédit Mutuel,POINT (2.1629514 48.6972958997674),[10265 10266 10391 10392 10517 10518]
1625,2.2217436,48.7822520997463,atm,78640,Vélizy-Villacoublay,banque,,POINT (2.2217436 48.7822520997463),[11138 11139 11264 11265 11390]
1626,2.3263371,48.8518236997291,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3263371 48.8518236997291),[12516 12642 12643 12768 12769]
1627,2.327018,48.8518409997291,bank,75056,Paris,banque,HSBC,POINT (2.327018 48.8518409997291),[12516 12642 12643 12768 12769]
1628,2.3269387,48.852048199729,bank,75056,Paris,banque,,POINT (2.3269387 48.852048199729),[12516 12642 12643 12768 12769]
1629,2.3007057,48.8585777997274,atm,75056,Paris,banque,Banque Postale,POINT (2.3007057 48.8585777997274),[12138 12263 12264 12389 12390]
1630,2.3014329,48.561639599801,bank,91376,Marolles-en-Hurepoix,banque,Caisse d'Epargne,POINT (2.3014329 48.561639599801),[12296 12297 12422 12423]
1631,2.300566,48.8579136997276,bank,75056,Paris,banque,,POINT (2.300566 48.8579136997276),[12138 12263 12264 12389 12390]
1632,2.2315289,48.8864486997205,bank,92062,Puteaux,banque,Société Générale,POINT (2.2315289 48.8864486997205),[11252 11253 11378 11379]
1633,2.304263,48.8896589997197,bank,75056,Paris,banque,LCL,POINT (2.304263 48.8896589997197),[12260 12386 12387 12512]
1634,2.4537112,48.9089766997149,bank,93008,Bobigny,banque,CIC,POINT (2.4537112 48.9089766997149),[14274 14400 14526]
1635,2.4510291,48.9067321997155,bank,93008,Bobigny,banque,Caisse d'Epargne,POINT (2.4510291 48.9067321997155),[14274 14400 14401 14526 14527]
1636,2.4518689,48.9067224997155,bank,93008,Bobigny,banque,,POINT (2.4518689 48.9067224997155),[14274 14400 14401 14526 14527]
1637,2.4535418,48.9090200997149,bank,93008,Bobigny,banque,Crédit Mutuel,POINT (2.4535418 48.9090200997149),[14274 14400 14526]
1638,2.4529747,48.9082293997151,bank,93008,Bobigny,banque,Société Générale,POINT (2.4529747 48.9082293997151),[14274 14400 14401 14526]
1639,2.243425,48.8895089997197,bank,92062,Puteaux,banque,Société Générale,POINT (2.243425 48.8895089997197),[11378 11504 11505 11630]
1640,2.2421796,48.8333894997336,bank,92012,Boulogne-Billancourt,banque,HSBC,POINT (2.2421796 48.8333894997336),[11384 11385 11510 11511 11636 11637]
1641,2.3400938,48.8523173997289,bank,75056,Paris,banque,,POINT (2.3400938 48.8523173997289),[12768 12769 12894 12895 13020]
1642,2.3409949,48.84803709973,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3409949 48.84803709973),[12768 12769 12894 12895 13021]
1643,2.3902362,48.88838759972,atm,75056,Paris,banque,,POINT (2.3902362 48.88838759972),[13394 13520 13521 13646 13647]
1644,2.3601226,48.8899018997196,atm,75056,Paris,banque,,POINT (2.3601226 48.8899018997196),[13016 13142 13143 13268]
