,X,Y,ATM/Agence,com_insee,com_nom,Type,Type_détaillé,geometry,0
1645,2.3601457,48.8899235997196,atm,75056,Paris,banque,,POINT (2.3601457 48.8899235997196),[13016 13142 13143 13268]
1646,2.3603976,48.8901121997196,atm,75056,Paris,banque,,POINT (2.3603976 48.8901121997196),[13016 13142 13143 13268]
1647,2.3596819,48.8911593997193,atm,75056,Paris,banque,,POINT (2.3596819 48.8911593997193),[13016 13141 13142 13268]
1648,2.3600425,48.8912364997193,atm,75056,Paris,banque,,POINT (2.3600425 48.8912364997193),[13016 13141 13142 13268]
1649,2.3414295,48.8487518997298,bank,75056,Paris,banque,Crédit Mutuel,POINT (2.3414295 48.8487518997298),[12768 12769 12894 12895 13021]
1650,2.3371043,48.8393520997322,atm,75056,Paris,banque,,POINT (2.3371043 48.8393520997322),[12644 12769 12770 12895 12896]
1651,2.4892067,48.7135019997634,bank,91691,Yerres,banque,Société Générale,POINT (2.4892067 48.7135019997634),[14800 14925 14926 15051 15052]
1652,2.174339,48.8041528997409,bank,78686,Viroflay,banque,LCL,POINT (2.174339 48.8041528997409),[10380 10505 10506 10631 10632]
1653,2.1624098,48.7654406997505,bank,78322,Jouy-en-Josas,banque,CIC,POINT (2.1624098 48.7654406997505),[10258 10383 10384 10510]
1654,2.1620091,48.7655243997505,bank,78322,Jouy-en-Josas,banque,BNP Paribas,POINT (2.1620091 48.7655243997505),[10258 10383 10384 10510]
1655,2.1724834,48.8041978997409,bank,78686,Viroflay,banque,BNP Paribas,POINT (2.1724834 48.8041978997409),[10379 10380 10505 10506 10631 10632]
1656,2.2552756,48.7774512997475,bank,92060,Le Plessis-Robinson,banque,LCL,POINT (2.2552756 48.7774512997475),[11517 11642 11643 11768 11769]
1657,2.13262,48.8460940997305,bank,78126,La Celle-Saint-Cloud,banque,Société Générale,POINT (2.13262 48.8460940997305),[ 9871  9997 10123]
1658,2.330918,48.876317999723,bank,75056,Paris,banque,BNP Paribas,POINT (2.330918 48.876317999723),[12639 12640 12765 12766 12892]
1659,2.2735334,48.9138484997137,atm,92009,Bois-Colombes,banque,,POINT (2.2735334 48.9138484997137),[11753 11879 11880 12005 12006]
1660,2.2738182,48.9139330997137,atm,92004,Asnières-sur-Seine,banque,,POINT (2.2738182 48.9139330997137),[11753 11879 11880 12005 12006]
1661,2.2726076,48.9136735997137,atm,92009,Bois-Colombes,banque,,POINT (2.2726076 48.9136735997137),[11753 11754 11879 11880 12005 12006]
1662,2.2953694,48.6933907997684,atm,91345,Longjumeau,banque,Banque Postale,POINT (2.2953694 48.6933907997684),[12156 12281 12282 12408]
1663,2.2682214,48.8175844997376,bank,92040,Issy-les-Moulineaux,banque,Crédit Mutuel,POINT (2.2682214 48.8175844997376),[11764 11765 11890 11891 12016]
1664,2.3266673,48.8260440997355,bank,75056,Paris,banque,CIC,POINT (2.3266673 48.8260440997355),[12519 12645 12646 12771 12772]
1665,2.3265438,48.8255906997356,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3265438 48.8255906997356),[12519 12645 12646 12771 12772]
1666,2.326775,48.8742977997235,atm,75056,Paris,banque,,POINT (2.326775 48.8742977997235),[12514 12639 12640 12765 12766]
1667,2.3325771,48.876465099723,atm,75056,Paris,banque,,POINT (2.3325771 48.876465099723),[12639 12640 12765 12766 12891 12892]
1668,2.26932,48.904510999716,bank,92026,Courbevoie,banque,BRED/Banque populaire,POINT (2.26932 48.904510999716),[11754 11755 11880 11881 12006 12007]
1669,2.3983184,48.8570273997278,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3983184 48.8570273997278),[13524 13649 13650 13775 13776]
1670,2.3788177,48.8851904997208,bank,75056,Paris,banque,BNP Paribas,POINT (2.3788177 48.8851904997208),[13268 13269 13394 13395 13520 13521]
1671,2.3078296,48.9696711996998,bank,95210,Enghien-les-Bains,banque,Banque Postale,POINT (2.3078296 48.9696711996998),[12251 12377 12378 12503 12504]
1672,2.3641828,48.8201393997369,atm,75056,Paris,banque,,POINT (2.3641828 48.8201393997369),[13024 13149 13150 13275 13276]
1673,2.3641774,48.8202228997369,atm,75056,Paris,banque,,POINT (2.3641774 48.8202228997369),[13024 13149 13150 13275 13276]
1674,2.3546663,48.8694491997247,bank,75056,Paris,banque,Société Générale,POINT (2.3546663 48.8694491997247),[12892 13018 13019 13144 13145]
1675,2.3148414,48.8111454997392,atm,92049,Montrouge,banque,BRED/Banque populaire,POINT (2.3148414 48.8111454997392),[12395 12520 12521 12647]
1676,1.5805013,49.037637999683,bank,78089,Bonnières-sur-Seine,banque,BNP Paribas,POINT (1.5805013 49.037637999683),[2038 2163 2164 2289 2290]
1677,1.5813446,49.037691599683,bank,78089,Bonnières-sur-Seine,banque,Caisse d'Epargne,POINT (1.5813446 49.037691599683),[2038 2163 2164 2289 2290]
1678,1.5842165,49.037743099683,bank,78089,Bonnières-sur-Seine,banque,Crédit Agricole,POINT (1.5842165 49.037743099683),[2163 2164 2289 2290 2416]
1679,2.323106,48.8443404997309,atm,75056,Paris,banque,Caisse d'Epargne,POINT (2.323106 48.8443404997309),[12517 12518 12643 12644 12769]
1680,2.3319415,48.6376954997821,bank,91549,Sainte-Geneviève-des-Bois,banque,BNP Paribas,POINT (2.3319415 48.6376954997821),[12666 12667 12792 12793 12918]
1681,2.3313652,48.638275399782,bank,91549,Sainte-Geneviève-des-Bois,banque,Caisse d'Epargne,POINT (2.3313652 48.638275399782),[12666 12792 12793 12918]
1682,2.3320855,48.6375405997822,bank,91549,Sainte-Geneviève-des-Bois,banque,Crédit Agricole,POINT (2.3320855 48.6375405997822),[12666 12667 12792 12793 12918]
1683,2.3196888,48.6492175997793,atm,91549,Sainte-Geneviève-des-Bois,banque,Banque Postale,POINT (2.3196888 48.6492175997793),[12413 12538 12539 12664 12665]
1684,2.269984,48.9074859997153,bank,92004,Asnières-sur-Seine,banque,BNP Paribas,POINT (2.269984 48.9074859997153),[11754 11880 11881 12006]
1685,2.3748678,48.880385999722,bank,75056,Paris,banque,,POINT (2.3748678 48.880385999722),[13269 13270 13395 13396 13521]
1686,2.1335488,48.7021965997662,bank,91272,Gif-sur-Yvette,banque,Crédit Agricole,POINT (2.1335488 48.7021965997662),[ 9887 10013 10139]
1687,2.1335317,48.7021808997662,atm,91272,Gif-sur-Yvette,banque,,POINT (2.1335317 48.7021808997662),[ 9887 10013 10139]
1688,2.3388466,48.884361699721,bank,75056,Paris,banque,Crédit Agricole,POINT (2.3388466 48.884361699721),[12764 12765 12890 12891 13017]
1689,2.3874218,48.8532518997287,atm,75056,Paris,banque,CIC,POINT (2.3874218 48.8532518997287),[13398 13524 13525 13650]
1690,2.4458784,48.9222166997116,bank,93029,Drancy,banque,LCL,POINT (2.4458784 48.9222166997116),[14272 14273 14398 14399]
1691,2.4286606,48.8453435997307,bank,94080,Vincennes,banque,,POINT (2.4286606 48.8453435997307),[14029 14155 14156 14281]
1692,2.4932301,48.6200328997865,bank,91553,Saint-Germain-lès-Corbeil,banque,CIC,POINT (2.4932301 48.6200328997865),[14936 14937 15062 15063 15188]
1693,2.4930791,48.6200515997865,bank,91553,Saint-Germain-lès-Corbeil,banque,Caisse d'Epargne,POINT (2.4930791 48.6200515997865),[14936 14937 15062 15063 15188]
1694,2.4932448,48.6202685997865,atm,91553,Saint-Germain-lès-Corbeil,banque,,POINT (2.4932448 48.6202685997865),[14936 15062 15063 15188]
1695,2.4929903,48.6201881997865,atm,91553,Saint-Germain-lès-Corbeil,banque,,POINT (2.4929903 48.6201881997865),[14936 15062 15063 15188]
1696,2.304981,48.8841049997211,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.304981 48.8841049997211),[12260 12261 12386 12387 12513]
1697,2.304523,48.8840569997211,bank,75056,Paris,banque,Société Générale,POINT (2.304523 48.8840569997211),[12260 12261 12386 12387 12513]
1698,2.304584,48.8835709997212,bank,75056,Paris,banque,BNP Paribas,POINT (2.304584 48.8835709997212),[12260 12261 12386 12387 12513]
1699,2.304346,48.8837419997211,bank,75056,Paris,banque,LCL,POINT (2.304346 48.8837419997211),[12260 12261 12386 12387 12513]
1700,2.352965,48.8493469997297,bank,75056,Paris,banque,Société Générale,POINT (2.352965 48.8493469997297),[12894 12895 13020 13021 13146 13147]
1701,2.3061428,48.8196608997371,atm,92046,Malakoff,banque,Crédit Mutuel,POINT (2.3061428 48.8196608997371),[12268 12393 12394 12520]
1702,2.301688,48.8192961997371,atm,92046,Malakoff,banque,BRED/Banque populaire,POINT (2.301688 48.8192961997371),[12142 12268 12394]
1703,2.3700498,48.8774624997227,bank,75056,Paris,banque,HSBC,POINT (2.3700498 48.8774624997227),[13143 13144 13269 13270 13395 13396]
1704,2.4877307,48.7746515997482,bank,94011,Bonneuil-sur-Marne,banque,Banque Postale,POINT (2.4877307 48.7746515997482),[14793 14918 14919 15045]
1705,2.4877312,48.7745945997482,atm,94011,Bonneuil-sur-Marne,banque,,POINT (2.4877312 48.7745945997482),[14793 14918 14919 15045]
1706,2.2092482,48.8862688997205,atm,92050,Nanterre,banque,,POINT (2.2092482 48.8862688997205),[10874 10875 11000 11001 11126 11127]
1707,2.3879735,48.8747864997233,bank,75056,Paris,banque,BRED/Banque populaire,POINT (2.3879735 48.8747864997233),[13396 13521 13522 13647 13648]
1708,2.391793,48.8755617997232,bank,75056,Paris,banque,Société Générale,POINT (2.391793 48.8755617997232),[13521 13522 13647 13648]
1709,2.2445551,48.7135938997634,bank,91477,Palaiseau,banque,BNP Paribas,POINT (2.2445551 48.7135938997634),[11398 11523 11524 11649 11650]
1710,2.2446622,48.7140034997632,bank,91477,Palaiseau,banque,,POINT (2.2446622 48.7140034997632),[11398 11523 11524 11649 11650]
1711,2.1957554,48.8940504997186,atm,92050,Nanterre,banque,,POINT (2.1957554 48.8940504997186),[10747 10748 10873 10874 11000]
1712,2.1957553,48.8940614997186,atm,92050,Nanterre,banque,,POINT (2.1957553 48.8940614997186),[10747 10748 10873 10874 11000]
1713,2.4240084,48.6285396997844,bank,91228,Évry-Courcouronnes,banque,BNP Paribas,POINT (2.4240084 48.6285396997844),[13927 14053 14054 14179]
1714,2.3943355,48.8755333997232,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3943355 48.8755333997232),[13521 13522 13647 13648 13774]
1715,2.6536944,48.8403507997319,bank,77468,Torcy,banque,Caisse d'Epargne,POINT (2.6536944 48.8403507997319),[17179 17180 17305 17306 17432]
1716,2.6556444,48.8406753997318,bank,77468,Torcy,banque,Crédit Mutuel,POINT (2.6556444 48.8406753997318),[17179 17180 17305 17306 17431 17432]
1717,2.4857226,48.8033132997411,bank,94068,Saint-Maur-des-Fossés,banque,Société Générale,POINT (2.4857226 48.8033132997411),[14789 14790 14915 14916 15042]
1718,2.4934214,48.7980581997424,bank,94068,Saint-Maur-des-Fossés,banque,BNP Paribas,POINT (2.4934214 48.7980581997424),[14916 14917 15042 15043 15168]
1719,2.4856897,48.8044300997408,bank,94068,Saint-Maur-des-Fossés,banque,LCL,POINT (2.4856897 48.8044300997408),[14789 14790 14915 14916 15041 15042]
1720,2.7942272,48.5046176998151,bank,77100,Le Châtelet-en-Brie,banque,Crédit Agricole,POINT (2.7942272 48.5046176998151),[19107 19233 19359]
1721,2.3303918,48.8315431997341,bank,75056,Paris,banque,LCL,POINT (2.3303918 48.8315431997341),[12644 12645 12770 12771 12897]
1722,2.3316013,48.8330174997337,atm,75056,Paris,banque,Société Générale,POINT (2.3316013 48.8330174997337),[12644 12645 12770 12771 12896 12897]
1723,2.2793621,48.9915085996944,bank,95203,Eaubonne,banque,Crédit Agricole,POINT (2.2793621 48.9915085996944),[11871 11996 11997 12123]
1724,2.2791827,48.8274314997351,atm,92040,Issy-les-Moulineaux,banque,BNP Paribas,POINT (2.2791827 48.8274314997351),[11889 12015 12016 12141]
1725,2.3813382,48.6900315997692,bank,91326,Juvisy-sur-Orge,banque,BRED/Banque populaire,POINT (2.3813382 48.6900315997692),[13290 13416 13417 13542 13543]
1726,1.9227349,48.9483373997051,bank,78206,Ecquevilly,banque,BRED/Banque populaire,POINT (1.9227349 48.9483373997051),[6836 6961 6962 7087 7088]
1727,2.6497559,48.5499215998039,bank,77288,Melun,banque,Caisse d'Epargne,POINT (2.6497559 48.5499215998039),[17086 17211 17212 17338]
1728,2.6588486,48.5390629998065,bank,77288,Melun,banque,Caisse d'Epargne,POINT (2.6588486 48.5390629998065),[17213 17339 17340 17465]
1729,2.2045687,48.8830726997213,bank,92050,Nanterre,banque,BRED/Banque populaire,POINT (2.2045687 48.8830726997213),[10874 10875 11000 11001 11127]
1730,2.309425,48.9173689997128,atm,92004,Asnières-sur-Seine,banque,Société Générale,POINT (2.309425 48.9173689997128),[12257 12383 12384 12509]
1731,2.4912,48.8025089997413,bank,94068,Saint-Maur-des-Fossés,banque,Banque Postale,POINT (2.4912 48.8025089997413),[14915 14916 15041 15042 15168]
1732,2.278042,48.8814699997217,bank,92051,Neuilly-sur-Seine,banque,Crédit Mutuel,POINT (2.278042 48.8814699997217),[11883 12009 12010 12135]
1733,2.2767816,48.8820199997216,bank,92051,Neuilly-sur-Seine,banque,Crédit Agricole,POINT (2.2767816 48.8820199997216),[11883 12008 12009 12135]
1734,2.2762344,48.8813169997218,bank,92051,Neuilly-sur-Seine,banque,BRED/Banque populaire,POINT (2.2762344 48.8813169997218),[11883 12009 12010 12135]
1735,2.2770712,48.880202999722,bank,92051,Neuilly-sur-Seine,banque,HSBC,POINT (2.2770712 48.880202999722),[11883 11884 12009 12010 12135]
1736,2.70734,48.8668504997254,bank,77243,Lagny-sur-Marne,banque,Crédit Agricole,POINT (2.70734 48.8668504997254),[17932 17933 18058 18059 18185]
1737,2.3052597,48.8206544997368,atm,92046,Malakoff,banque,CIC,POINT (2.3052597 48.8206544997368),[12267 12268 12393 12394 12520]
1738,2.3084779,48.8294671997346,bank,75056,Paris,banque,Banque Postale,POINT (2.3084779 48.8294671997346),[12267 12392 12393 12518 12519]
1739,2.6628425,48.5391427998065,bank,77288,Melun,banque,Crédit Mutuel,POINT (2.6628425 48.5391427998065),[17339 17340 17465 17466 17591]
1740,2.6622495,48.5389337998066,bank,77288,Melun,banque,BRED/Banque populaire,POINT (2.6622495 48.5389337998066),[17339 17340 17465 17466 17591]
1741,2.3144693,48.831866999734,bank,75056,Paris,banque,LCL,POINT (2.3144693 48.831866999734),[12392 12393 12518 12519 12644 12645]
1742,2.3137117,48.8109684997392,atm,92049,Montrouge,banque,HSBC,POINT (2.3137117 48.8109684997392),[12395 12520 12521 12647]
1743,2.3919852,48.8753624997232,bank,75056,Paris,banque,BNP Paribas,POINT (2.3919852 48.8753624997232),[13521 13522 13647 13648]
1744,2.33741,48.8818979997216,bank,75056,Paris,banque,LCL,POINT (2.33741 48.8818979997216),[12639 12765 12891]
1745,2.417323,48.8460778997305,bank,94067,Saint-Mandé,banque,BNP Paribas,POINT (2.417323 48.8460778997305),[13777 13903 14029]
1746,2.2837987,48.8868075997204,bank,92044,Levallois-Perret,banque,LCL,POINT (2.2837987 48.8868075997204),[12008 12009 12134 12135]
1747,2.4177212,48.8450493997308,bank,94067,Saint-Mandé,banque,CIC,POINT (2.4177212 48.8450493997308),[13777 13903 13904 14029 14030]
1748,2.3457635,48.8497329997296,bank,75056,Paris,banque,Société Générale,POINT (2.3457635 48.8497329997296),[12769 12894 12895 13020 13021]
1749,3.0840141,48.8124900997388,atm,77131,Coulommiers,banque,,POINT (3.0840141 48.8124900997388),[23230 23231 23356 23357]
1750,2.3493453,48.8485211997299,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3493453 48.8485211997299),[12894 12895 13020 13021 13147]
1751,2.4383847,48.8598800997271,atm,93048,Montreuil,banque,,POINT (2.4383847 48.8598800997271),[14153 14154 14279 14280 14405]
1752,2.3066568,48.8693797997247,atm,75056,Paris,banque,CIC,POINT (2.3066568 48.8693797997247),[12262 12263 12388 12389 12514 12515]
1753,2.3296706,48.8105121997393,bank,94003,Arcueil,banque,Crédit Mutuel,POINT (2.3296706 48.8105121997393),[12647 12772 12773 12899]
1754,2.3297265,48.8105133997393,atm,94003,Arcueil,banque,Crédit Mutuel,POINT (2.3297265 48.8105133997393),[12647 12772 12773 12899]
1755,2.3297837,48.8105188997393,atm,94003,Arcueil,banque,Société Générale,POINT (2.3297837 48.8105188997393),[12647 12772 12773 12899]
1756,2.3298343,48.8105275997393,bank,94003,Arcueil,banque,Société Générale,POINT (2.3298343 48.8105275997393),[12647 12772 12773 12899]
1757,2.1936927,48.8618220997266,atm,92063,Rueil-Malmaison,banque,,POINT (2.1936927 48.8618220997266),[10625 10751 10752 10877 10878]
1758,2.1524992,48.8376671997326,bank,92076,Vaucresson,banque,Société Générale,POINT (2.1524992 48.8376671997326),[10124 10249 10250 10376]
1759,2.0221675,49.0305750996848,bank,95637,Vauréal,banque,Société Générale,POINT (2.0221675 49.0305750996848),[8338 8339 8464 8465]
1760,2.4066626,48.7672835997501,bank,94022,Choisy-le-Roi,banque,,POINT (2.4066626 48.7672835997501),[13660 13785 13786 13911 13912]
1761,2.0107759,49.0490859996802,bank,95127,Cergy,banque,,POINT (2.0107759 49.0490859996802),[8084 8085 8210 8211 8336 8337]
1762,2.0106811,49.0480752996804,atm,95127,Cergy,banque,,POINT (2.0106811 49.0480752996804),[8084 8085 8210 8211 8336 8337]
1763,2.4363559,48.9281730997101,bank,93029,Drancy,banque,HSBC,POINT (2.4363559 48.9281730997101),[14020 14145 14146 14271 14272]
1764,2.490767,48.9274930997103,bank,93005,Aulnay-sous-Bois,banque,LCL,POINT (2.490767 48.9274930997103),[14776 14901 14902 15027 15028 15154]
1765,2.4909601,48.9275723997103,bank,93005,Aulnay-sous-Bois,banque,,POINT (2.4909601 48.9275723997103),[14901 14902 15027 15028 15154]
1766,2.333535,48.8689223997248,bank,75056,Paris,banque,Crédit Agricole,POINT (2.333535 48.8689223997248),[12640 12641 12766 12767 12892 12893]
1767,2.2261254,48.8693770997247,bank,92073,Suresnes,banque,CIC,POINT (2.2261254 48.8693770997247),[11128 11129 11254 11255 11380 11381]
1768,2.2257586,48.8688067997249,bank,92073,Suresnes,banque,Société Générale,POINT (2.2257586 48.8688067997249),[11128 11129 11254 11255 11380 11381]
1769,2.3954293,48.8401996997319,bank,75056,Paris,banque,,POINT (2.3954293 48.8401996997319),[13525 13526 13651 13652 13777 13778]
1770,2.3945362,48.8397384997321,atm,75056,Paris,banque,LCL,POINT (2.3945362 48.8397384997321),[13525 13526 13651 13652 13778]
1771,2.3945134,48.8397435997321,atm,75056,Paris,banque,LCL,POINT (2.3945134 48.8397435997321),[13525 13526 13651 13652 13778]
1772,2.3955244,48.840078199732,atm,75056,Paris,banque,,POINT (2.3955244 48.840078199732),[13525 13526 13651 13652 13777 13778]
1773,2.3947627,48.840103999732,atm,75056,Paris,banque,Société Générale,POINT (2.3947627 48.840103999732),[13525 13526 13651 13652 13778]
1774,2.2125968,48.9259341997107,bank,95063,Bezons,banque,Caisse d'Epargne,POINT (2.2125968 48.9259341997107),[10996 10997 11122 11123 11248]
1775,2.2803846,48.9924118996942,bank,95203,Eaubonne,banque,,POINT (2.2803846 48.9924118996942),[11871 11996 11997 12122 12123]
1776,2.2716513,48.9823392996967,bank,95203,Eaubonne,banque,Crédit Mutuel,POINT (2.2716513 48.9823392996967),[11746 11871 11872 11997 11998]
1777,2.4818021,48.6964122997676,atm,91691,Yerres,banque,Banque Postale,POINT (2.4818021 48.6964122997676),[14801 14802 14927 14928]
1778,2.3021892,48.8395608997321,bank,75056,Paris,banque,Caisse d'Epargne,POINT (2.3021892 48.8395608997321),[12265 12266 12391 12392]
1779,2.288207,48.88828499972,bank,92044,Levallois-Perret,banque,LCL,POINT (2.288207 48.88828499972),[12008 12009 12134 12135 12260 12261]
1780,2.332123,49.0299828996849,bank,95199,Domont,banque,LCL,POINT (2.332123 49.0299828996849),[12622 12623 12748 12749 12874 12875]
1781,2.3356242,49.0312177996846,bank,95199,Domont,banque,Société Générale,POINT (2.3356242 49.0312177996846),[12622 12748 12749 12874 12875]
1782,2.3321117,49.0299911996849,atm,95199,Domont,banque,,POINT (2.3321117 49.0299911996849),[12622 12623 12748 12749 12874 12875]
